step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,current_zone,alternation_rate,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
127,2.54,60.31704186317175,60.0,1.4891729297956978e-22,0.13210225108916582,0.0,0.0,hub,0.0,127,60.31704186317175,60.0,1.4891729297956978e-22,0.13210225108916582,WANDER,0.55,0,0,0,0,y_maze
128,2.56,60.31970692612705,60.0,1.481795967875777e-22,0.13325314776483807,0.0,0.0,hub,0.0,128,60.31970692612705,60.0,1.481795967875777e-22,0.13325314776483807,WANDER,0.55,0,0,0,0,y_maze
129,2.58,60.32242828414777,60.0,1.4747759981752504e-22,0.13606790103604496,0.0,0.0,hub,0.0,129,60.32242828414777,60.0,1.4747759981752504e-22,0.13606790103604496,WANDER,0.55,0,0,0,0,y_maze
130,2.6,60.32522189318209,60.0,1.4680960635636966e-22,0.13968045171618965,0.0,0.0,hub,0.0,130,60.32522189318209,60.0,1.4680960635636966e-22,0.13968045171618965,WANDER,0.55,0,0,0,0,y_maze
131,2.62,60.328085507231,60.0,1.4617400123743894e-22,0.14318070244561926,0.0,0.0,hub,0.0,131,60.328085507231,60.0,1.4617400123743894e-22,0.14318070244561926,WANDER,0.55,0,0,0,0,y_maze
132,2.64,60.33099940716658,60.0,1.4661086750189108e-22,0.14569499677889192,0.0,0.0,hub,0.0,132,60.33099940716658,60.0,1.4661086750189108e-22,0.14569499677889192,WANDER,0.55,0,0,0,0,y_maze
133,2.66,60.333928674806465,60.0,1.4702775104707147e-22,0.14646338199418826,0.0,0.0,hub,0.0,133,60.333928674806465,60.0,1.4702775104707147e-22,0.14646338199418826,WANDER,0.55,0,0,0,0,y_maze
134,2.68,60.336826809114335,60.0,1.4742560105214556e-22,0.14490671539342817,0.0,0.0,hub,0.0,134,60.336826809114335,60.0,1.4742560105214556e-22,0.14490671539342817,WANDER,0.55,0,0,0,0,y_maze
135,2.7,60.33964036083365,60.0,1.483261323539753e-22,0.1406775859657626,0.0,0.0,hub,0.0,135,60.33964036083365,60.0,1.483261323539753e-22,0.1406775859657626,WANDER,0.55,0,0,0,0,y_maze
136,2.72,60.342340435084054,60.0,1.4918471173499285e-22,0.13500371252039195,0.0,0.0,hub,0.0,136,60.342340435084054,60.0,1.4918471173499285e-22,0.13500371252039195,WANDER,0.55,0,0,0,0,y_maze
137,2.74,60.34498992496186,60.0,1.500033319114368e-22,0.13247449389034036,0.0,0.0,hub,0.0,137,60.34498992496186,60.0,1.500033319114368e-22,0.13247449389034036,WANDER,0.55,0,0,0,0,y_maze
138,2.7600000000000002,60.34764252529473,60.0,1.507838909455244e-22,0.13263001664380206,0.0,0.0,hub,0.0,138,60.34764252529473,60.0,1.507838909455244e-22,0.13263001664380206,WANDER,0.55,0,0,0,0,y_maze
139,2.7800000000000002,60.3503385295017,60.0,1.5152819674151756e-22,0.13480021034840525,0.0,0.0,hub,0.0,139,60.3503385295017,60.0,1.5152819674151756e-22,0.13480021034840525,WANDER,0.55,0,0,0,0,y_maze
140,2.8000000000000003,60.353101801991336,60.0,1.5275878207193273e-22,0.1381636244817682,0.0,0.0,hub,0.0,140,60.353101801991336,60.0,1.5275878207193273e-22,0.1381636244817682,WANDER,0.55,0,0,0,0,y_maze
141,2.82,60.35593819920996,60.0,1.5393179280291287e-22,0.1418198609310458,0.0,0.0,hub,0.0,141,60.35593819920996,60.0,1.5393179280291287e-22,0.1418198609310458,WANDER,0.55,0,0,0,0,y_maze
142,2.84,60.35883558231554,60.0,1.5452915298422423e-22,0.1448691552793526,0.0,0.0,hub,0.0,142,60.35883558231554,60.0,1.5452915298422423e-22,0.1448691552793526,WANDER,0.55,0,0,0,0,y_maze
143,2.86,60.361765421481294,60.0,1.5509896187294805e-22,0.14649195828742403,0.0,0.0,hub,0.0,143,60.361765421481294,60.0,1.5509896187294805e-22,0.14649195828742403,WANDER,0.55,0,0,0,0,y_maze
144,2.88,60.36468584886294,60.0,1.5564252815548222e-22,0.14602136908241836,0.0,0.0,hub,0.0,144,60.36468584886294,60.0,1.5564252815548222e-22,0.14602136908241836,WANDER,0.55,0,0,0,0,y_maze
145,2.9,60.36754588713401,60.0,1.5590069298376727e-22,0.14300191355331968,0.0,0.0,hub,0.0,145,60.36754588713401,60.0,1.5590069298376727e-22,0.14300191355331968,WANDER,0.55,0,0,0,0,y_maze
146,2.92,60.37029047488756,60.0,1.5666820159857295e-22,0.13722938767776416,0.0,0.0,hub,0.0,146,60.37029047488756,60.0,1.5666820159857295e-22,0.13722938767776416,WANDER,0.55,0,0,0,0,y_maze
147,2.94,60.372957273779626,60.0,1.5792091505777452e-22,0.13333994460337803,0.0,0.0,hub,0.0,147,60.372957273779626,60.0,1.5792091505777452e-22,0.13333994460337803,WANDER,0.55,0,0,0,0,y_maze
148,2.96,60.37560464794801,60.0,1.5885462490343776e-22,0.1323687084191058,0.0,0.0,hub,0.0,148,60.37560464794801,60.0,1.5885462490343776e-22,0.1323687084191058,WANDER,0.55,0,0,0,0,y_maze
149,2.98,60.378279303579994,60.0,1.597448617351917e-22,0.13373278159932908,0.0,0.0,hub,0.0,149,60.378279303579994,60.0,1.597448617351917e-22,0.13373278159932908,WANDER,0.55,0,0,0,0,y_maze
150,3.0,60.38101269808682,60.0,1.6059369052119706e-22,0.13666972534125182,0.0,0.0,hub,0.0,150,60.38101269808682,60.0,1.6059369052119706e-22,0.13666972534125182,WANDER,0.55,0,0,0,0,y_maze
151,3.02,60.383818791383334,60.0,1.611426727717734e-22,0.1403046648254955,0.0,0.0,hub,0.0,151,60.383818791383334,60.0,1.611426727717734e-22,0.1403046648254955,WANDER,0.55,0,0,0,0,y_maze
152,3.04,60.38669334241514,60.0,1.616664291253396e-22,0.14372755159055903,0.0,0.0,hub,0.0,152,60.38669334241514,60.0,1.616664291253396e-22,0.14372755159055903,WANDER,0.55,0,0,0,0,y_maze
153,3.06,60.38961481526706,60.0,1.621661578120036e-22,0.14607364259585798,0.0,0.0,hub,0.0,153,60.38961481526706,60.0,1.621661578120036e-22,0.14607364259585798,WANDER,0.55,0,0,0,0,y_maze
154,3.08,60.392546814603726,60.0,1.6212218940223638e-22,0.14659996683322152,0.0,0.0,hub,0.0,154,60.392546814603726,60.0,1.6212218940223638e-22,0.14659996683322152,WANDER,0.55,0,0,0,0,y_maze
155,3.1,60.39544183281888,60.0,1.6129988924852993e-22,0.14475091075783603,0.0,0.0,hub,0.0,155,60.39544183281888,60.0,1.6129988924852993e-22,0.14475091075783603,WANDER,0.55,0,0,0,0,y_maze
156,3.12,60.39824597343857,60.0,1.6051736189267931e-22,0.14020703098427853,0.0,0.0,hub,0.0,156,60.39824597343857,60.0,1.6051736189267931e-22,0.14020703098427853,WANDER,0.55,0,0,0,0,y_maze
157,3.14,60.40094362784442,60.0,1.5977271812678638e-22,0.13488272029242218,0.0,0.0,hub,0.0,157,60.40094362784442,60.0,1.5977271812678638e-22,0.13488272029242218,WANDER,0.55,0,0,0,0,y_maze
158,3.16,60.40359691730743,60.0,1.5932456385218159e-22,0.1326644731505606,0.0,0.0,hub,0.0,158,60.40359691730743,60.0,1.5932456385218159e-22,0.1326644731505606,WANDER,0.55,0,0,0,0,y_maze
159,3.18,60.406258250874174,60.0,1.5889843789004278e-22,0.13306667833694472,0.0,0.0,hub,0.0,159,60.406258250874174,60.0,1.5889843789004278e-22,0.13306667833694472,WANDER,0.55,0,0,0,0,y_maze
160,3.2,60.408966235678896,60.0,1.587536992673813e-22,0.13539924023624447,0.0,0.0,hub,0.0,160,60.408966235678896,60.0,1.587536992673813e-22,0.13539924023624447,WANDER,0.55,0,0,0,0,y_maze
161,3.22,60.41174279884675,60.0,1.5861660415758596e-22,0.13882815839278181,0.0,0.0,hub,0.0,161,60.41174279884675,60.0,1.5861660415758596e-22,0.13882815839278181,WANDER,0.55,0,0,0,0,y_maze
162,3.24,60.41459178067114,60.0,1.5848678949379567e-22,0.14244909121934543,0.0,0.0,hub,0.0,162,60.41459178067114,60.0,1.5848678949379567e-22,0.14244909121934543,WANDER,0.55,0,0,0,0,y_maze
163,3.2600000000000002,60.417499126581,60.0,1.5836390945482515e-22,0.14536729549308866,0.0,0.0,hub,0.0,163,60.417499126581,60.0,1.5836390945482515e-22,0.14536729549308866,WANDER,0.55,0,0,0,0,y_maze
164,3.2800000000000002,60.420434661798815,60.0,1.587684453897024e-22,0.146776760890621,0.0,0.0,hub,0.0,164,60.420434661798815,60.0,1.587684453897024e-22,0.146776760890621,WANDER,0.55,0,0,0,0,y_maze
165,3.3000000000000003,60.423355290423125,60.0,1.5915458918369773e-22,0.1460314312155217,0.0,0.0,hub,0.0,165,60.423355290423125,60.0,1.5915458918369773e-22,0.1460314312155217,WANDER,0.55,0,0,0,0,y_maze
166,3.3200000000000003,60.42620933271617,60.0,1.59523214463503e-22,0.14270211465221846,0.0,0.0,hub,0.0,166,60.42620933271617,60.0,1.59523214463503e-22,0.14270211465221846,WANDER,0.55,0,0,0,0,y_maze
167,3.34,60.42894161212669,60.0,1.5987515335854226e-22,0.13661397052605592,0.0,0.0,hub,0.0,167,60.42894161212669,60.0,1.5987515335854226e-22,0.13661397052605592,WANDER,0.55,0,0,0,0,y_maze
168,3.36,60.43160304171553,60.0,1.6021119847209188e-22,0.13307147944216366,0.0,0.0,hub,0.0,168,60.43160304171553,60.0,1.6021119847209188e-22,0.13307147944216366,WANDER,0.55,0,0,0,0,y_maze
169,3.38,60.43425090299628,60.0,1.6053210475877263e-22,0.13239306403743462,0.0,0.0,hub,0.0,169,60.43425090299628,60.0,1.6053210475877263e-22,0.13239306403743462,WANDER,0.55,0,0,0,0,y_maze
170,3.4,60.43693036407649,60.0,1.6109899668471423e-22,0.13397305401040763,0.0,0.0,hub,0.0,170,60.43693036407649,60.0,1.6109899668471423e-22,0.13397305401040763,WANDER,0.55,0,0,0,0,y_maze
171,3.42,60.43967102377344,60.0,1.6163981200406582e-22,0.13703298484755147,0.0,0.0,hub,0.0,171,60.43967102377344,60.0,1.6163981200406582e-22,0.13703298484755147,WANDER,0.55,0,0,0,0,y_maze
172,3.44,60.44248482675788,60.0,1.6215578935564044e-22,0.14069014922174403,0.0,0.0,hub,0.0,172,60.44248482675788,60.0,1.6215578935564044e-22,0.14069014922174403,WANDER,0.55,0,0,0,0,y_maze
173,3.46,60.445365538147584,60.0,1.6316891928661442e-22,0.14403556948546845,0.0,0.0,hub,0.0,173,60.445365538147584,60.0,1.6316891928661442e-22,0.14403556948546845,WANDER,0.55,0,0,0,0,y_maze
174,3.48,60.448289825889255,60.0,1.6413483119349434e-22,0.14621438708366266,0.0,0.0,hub,0.0,174,60.448289825889255,60.0,1.6413483119349434e-22,0.14621438708366266,WANDER,0.55,0,0,0,0,y_maze
175,3.5,60.451219854845455,60.0,1.6505576793242467e-22,0.1465014478099132,0.0,0.0,hub,0.0,175,60.451219854845455,60.0,1.6505576793242467e-22,0.1465014478099132,WANDER,0.55,0,0,0,0,y_maze
176,3.52,60.45410716071206,60.0,1.6645467656758993e-22,0.1443652933303365,0.0,0.0,hub,0.0,176,60.45410716071206,60.0,1.6645467656758993e-22,0.1443652933303365,WANDER,0.55,0,0,0,0,y_maze
177,3.54,60.45689745692319,60.0,1.6778809757794704e-22,0.13951481055623946,0.0,0.0,hub,0.0,177,60.45689745692319,60.0,1.6778809757794704e-22,0.13951481055623946,WANDER,0.55,0,0,0,0,y_maze
178,3.56,60.45958843573103,60.0,1.6905914162567436e-22,0.13454894039204876,0.0,0.0,hub,0.0,178,60.45958843573103,60.0,1.6905914162567436e-22,0.13454894039204876,WANDER,0.55,0,0,0,0,y_maze
179,3.58,60.46224137473364,60.0,1.7027077161649683e-22,0.13264695013054495,0.0,0.0,hub,0.0,179,60.46224137473364,60.0,1.7027077161649683e-22,0.13264695013054495,WANDER,0.55,0,0,0,0,y_maze
180,3.6,60.46490733628638,60.0,1.7142580971811741e-22,0.13329807763712895,0.0,0.0,hub,0.0,180,60.46490733628638,60.0,1.7142580971811741e-22,0.13329807763712895,WANDER,0.55,0,0,0,0,y_maze
181,3.62,60.467623195816216,60.0,1.7278734941712666e-22,0.13579297649162436,0.0,0.0,hub,0.0,181,60.467623195816216,60.0,1.7278734941712666e-22,0.13579297649162436,WANDER,0.55,0,0,0,0,y_maze
182,3.64,60.470408916430586,60.0,1.7408520395966265e-22,0.13928603071836398,0.0,0.0,hub,0.0,182,60.470408916430586,60.0,1.7408520395966265e-22,0.13928603071836398,WANDER,0.55,0,0,0,0,y_maze
183,3.66,60.47326631578609,60.0,1.7532239839065787e-22,0.14286996777520786,0.0,0.0,hub,0.0,183,60.47326631578609,60.0,1.7532239839065787e-22,0.14286996777520786,WANDER,0.55,0,0,0,0,y_maze
184,3.68,60.47617943713064,60.0,1.7650181406541047e-22,0.14565606722751773,0.0,0.0,hub,0.0,184,60.47617943713064,60.0,1.7650181406541047e-22,0.14565606722751773,WANDER,0.55,0,0,0,0,y_maze
185,3.7,60.47911649233467,60.0,1.77626195474842e-22,0.146852760201408,0.0,0.0,hub,0.0,185,60.47911649233467,60.0,1.77626195474842e-22,0.146852760201408,WANDER,0.55,0,0,0,0,y_maze
186,3.72,60.48203320352124,60.0,1.7843775137470176e-22,0.14583555932864342,0.0,0.0,hub,0.0,186,60.48203320352124,60.0,1.7843775137470176e-22,0.14583555932864342,WANDER,0.55,0,0,0,0,y_maze
187,3.74,60.4848772442708,60.0,1.7921171890468036e-22,0.14220203747781665,0.0,0.0,hub,0.0,187,60.4848772442708,60.0,1.7921171890468036e-22,0.14220203747781665,WANDER,0.55,0,0,0,0,y_maze
188,3.7600000000000002,60.487593382594824,60.0,1.7994988351234717e-22,0.13580691620134897,0.0,0.0,hub,0.0,188,60.487593382594824,60.0,1.7994988351234717e-22,0.13580691620134897,WANDER,0.55,0,0,0,0,y_maze
189,3.7800000000000002,60.490245724574606,60.0,1.8091435120836546e-22,0.13261709898914129,0.0,0.0,hub,0.0,189,60.490245724574606,60.0,1.8091435120836546e-22,0.13261709898914129,WANDER,0.55,0,0,0,0,y_maze
190,3.8000000000000003,60.4928904036968,60.0,1.8209440003990603e-22,0.13223395610961614,0.0,0.0,hub,0.0,190,60.4928904036968,60.0,1.8209440003990603e-22,0.13223395610961614,WANDER,0.55,0,0,0,0,y_maze
191,3.8200000000000003,60.49557099815123,60.0,1.8269860123133866e-22,0.13402972272146702,0.0,0.0,hub,0.0,191,60.49557099815123,60.0,1.8269860123133866e-22,0.13402972272146702,WANDER,0.55,0,0,0,0,y_maze
192,3.84,60.49831521373414,60.0,1.8327506340154043e-22,0.13721077914533958,0.0,0.0,hub,0.0,192,60.49831521373414,60.0,1.8327506340154043e-22,0.13721077914533958,WANDER,0.55,0,0,0,0,y_maze
193,3.86,60.50113296517514,60.0,1.843459148977267e-22,0.14088757204994745,0.0,0.0,hub,0.0,193,60.50113296517514,60.0,1.843459148977267e-22,0.14088757204994745,WANDER,0.55,0,0,0,0,y_maze
194,3.88,60.50401602937953,60.0,1.8588772711464825e-22,0.14415321021952957,0.0,0.0,hub,0.0,194,60.50401602937953,60.0,1.8588772711464825e-22,0.14415321021952957,WANDER,0.55,0,0,0,0,y_maze
195,3.9,60.50693930287512,60.0,1.863157520746843e-22,0.14616367477958112,0.0,0.0,hub,0.0,195,60.50693930287512,60.0,1.863157520746843e-22,0.14616367477958112,WANDER,0.55,0,0,0,0,y_maze
196,3.92,60.50986355165335,60.0,1.8672440638448085e-22,0.14621243891173508,0.0,0.0,hub,0.0,196,60.50986355165335,60.0,1.8672440638448085e-22,0.14621243891173508,WANDER,0.55,0,0,0,0,y_maze
197,3.94,60.51273940753732,60.0,1.8633339403436383e-22,0.14379279419822896,0.0,0.0,hub,0.0,197,60.51273940753732,60.0,1.8633339403436383e-22,0.14379279419822896,WANDER,0.55,0,0,0,0,y_maze
198,3.96,60.51551225323163,60.0,1.859618329746371e-22,0.13864228471551499,0.0,0.0,hub,0.0,198,60.51551225323163,60.0,1.859618329746371e-22,0.13864228471551499,WANDER,0.55,0,0,0,0,y_maze
199,3.98,60.51819308337346,60.0,1.8508798852530017e-22,0.13404150709154936,0.0,0.0,hub,0.0,199,60.51819308337346,60.0,1.8508798852530017e-22,0.13404150709154936,WANDER,0.55,0,0,0,0,y_maze
200,4.0,60.52084226262388,60.0,1.8425647500333148e-22,0.13245896252089323,0.0,0.0,hub,0.0,200,60.52084226262388,60.0,1.8425647500333148e-22,0.13245896252089323,WANDER,0.55,0,0,0,0,y_maze
