step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,odor_a,odor_b,active_arm,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
118,2.36,70.0,18.29184306636651,1.5707963267948966,0.1339077667585246,0.0,0.0,0.015548061990395413,0.015548061990395413,stem,118,70.0,18.29184306636651,1.5707963267948966,0.1339077667585246,WANDER,0.55,0,0,0,0,t_maze
119,2.38,70.0,18.29458723391267,1.5707963267948966,0.13720837730795038,0.0,0.0,0.015550790302849591,0.015550790302849591,stem,119,70.0,18.29458723391267,1.5707963267948966,0.13720837730795038,WANDER,0.55,0,0,0,0,t_maze
120,2.4,70.0,18.297405273943546,1.5707963267948966,0.14090200154395474,0.0,0.0,0.015553586121322873,0.015553586121322873,stem,120,70.0,18.297405273943546,1.5707963267948966,0.14090200154395474,WANDER,0.55,0,0,0,0,t_maze
121,2.42,70.0,18.300286971326216,1.5707963267948966,0.1440848691334977,0.0,0.0,0.01555645747394301,0.01555645747394301,stem,121,70.0,18.300286971326216,1.5707963267948966,0.1440848691334977,WANDER,0.55,0,0,0,0,t_maze
122,2.44,70.0,18.303205467671464,1.5707963267948966,0.1459248172623602,0.0,0.0,0.015559393972373674,0.015559393972373674,stem,122,70.0,18.303205467671464,1.5707963267948966,0.1459248172623602,WANDER,0.55,0,0,0,0,t_maze
123,2.46,70.0,18.30612016477407,1.5707963267948966,0.1457348551303206,0.0,0.0,0.01556236826239267,0.01556236826239267,stem,123,70.0,18.30612016477407,1.5707963267948966,0.1457348551303206,WANDER,0.55,0,0,0,0,t_maze
124,2.48,70.0,18.308980839674906,1.5707963267948966,0.143033745041679,0.0,0.0,0.015565338974594752,0.015565338974594752,stem,124,70.0,18.308980839674906,1.5707963267948966,0.143033745041679,WANDER,0.55,0,0,0,0,t_maze
125,2.5,70.0,18.311732602833757,1.5707963267948966,0.13758815794255863,0.0,0.0,0.015568254912087357,0.015568254912087357,stem,125,70.0,18.311732602833757,1.5707963267948966,0.13758815794255863,WANDER,0.55,0,0,0,0,t_maze
126,2.52,70.0,18.314399818149937,1.5707963267948966,0.13336076580900372,0.0,0.0,0.015571060100904295,0.015571060100904295,stem,126,70.0,18.314399818149937,1.5707963267948966,0.13336076580900372,WANDER,0.55,0,0,0,0,t_maze
127,2.54,70.0,18.31704186317172,1.5707963267948966,0.13210225108916582,0.0,0.0,0.015573779350238164,0.015573779350238164,stem,127,70.0,18.31704186317172,1.5707963267948966,0.13210225108916582,WANDER,0.55,0,0,0,0,t_maze
128,2.56,70.0,18.31970692612702,1.5707963267948966,0.13325314776483807,0.0,0.0,0.015576473180692363,0.015576473180692363,stem,128,70.0,18.31970692612702,1.5707963267948966,0.13325314776483807,WANDER,0.55,0,0,0,0,t_maze
129,2.58,70.0,18.32242828414774,1.5707963267948966,0.13606790103604496,0.0,0.0,0.015579190724675375,0.015579190724675375,stem,129,70.0,18.32242828414774,1.5707963267948966,0.13606790103604496,WANDER,0.55,0,0,0,0,t_maze
130,2.6,70.0,18.325221893182064,1.5707963267948966,0.13968045171618965,0.0,0.0,0.01558196592558617,0.01558196592558617,stem,130,70.0,18.325221893182064,1.5707963267948966,0.13968045171618965,WANDER,0.55,0,0,0,0,t_maze
131,2.62,70.0,18.328085507230977,1.5707963267948966,0.14318070244561926,0.0,0.0,0.015584815073194588,0.015584815073194588,stem,131,70.0,18.328085507230977,1.5707963267948966,0.14318070244561926,WANDER,0.55,0,0,0,0,t_maze
132,2.64,70.0,18.330999407166555,1.5707963267948966,0.14569499677889192,0.0,0.0,0.015587735897397806,0.015587735897397806,stem,132,70.0,18.330999407166555,1.5707963267948966,0.14569499677889192,WANDER,0.55,0,0,0,0,t_maze
133,2.66,70.0,18.33392867480644,1.5707963267948966,0.14646338199418826,0.0,0.0,0.01559070830287609,0.01559070830287609,stem,133,70.0,18.33392867480644,1.5707963267948966,0.14646338199418826,WANDER,0.55,0,0,0,0,t_maze
134,2.68,70.0,18.33682680911431,1.5707963267948966,0.14490671539342817,0.0,0.0,0.015593696680180867,0.015593696680180867,stem,134,70.0,18.33682680911431,1.5707963267948966,0.14490671539342817,WANDER,0.55,0,0,0,0,t_maze
135,2.7,70.0,18.339640360833624,1.5707963267948966,0.1406775859657626,0.0,0.0,0.015596653587503914,0.015596653587503914,stem,135,70.0,18.339640360833624,1.5707963267948966,0.1406775859657626,WANDER,0.55,0,0,0,0,t_maze
136,2.72,70.0,18.342340435084033,1.5707963267948966,0.13500371252039195,0.0,0.0,0.015599524474349999,0.015599524474349999,stem,136,70.0,18.342340435084033,1.5707963267948966,0.13500371252039195,WANDER,0.55,0,0,0,0,t_maze
137,2.74,70.0,18.34498992496184,1.5707963267948966,0.13247449389034036,0.0,0.0,0.015602279828211985,0.015602279828211985,stem,137,70.0,18.34498992496184,1.5707963267948966,0.13247449389034036,WANDER,0.55,0,0,0,0,t_maze
138,2.7600000000000002,70.0,18.347642525294717,1.5707963267948966,0.13263001664380206,0.0,0.0,0.015604983806666478,0.015604983806666478,stem,138,70.0,18.347642525294717,1.5707963267948966,0.13263001664380206,WANDER,0.55,0,0,0,0,t_maze
139,2.7800000000000002,70.0,18.350338529501684,1.5707963267948966,0.13480021034840525,0.0,0.0,0.015607691202219364,0.015607691202219364,stem,139,70.0,18.350338529501684,1.5707963267948966,0.13480021034840525,WANDER,0.55,0,0,0,0,t_maze
140,2.8000000000000003,70.0,18.35310180199132,1.5707963267948966,0.1381636244817682,0.0,0.0,0.01561044314701925,0.01561044314701925,stem,140,70.0,18.35310180199132,1.5707963267948966,0.1381636244817682,WANDER,0.55,0,0,0,0,t_maze
141,2.82,70.0,18.355938199209938,1.5707963267948966,0.1418198609310458,0.0,0.0,0.0156132640160961,0.0156132640160961,stem,141,70.0,18.355938199209938,1.5707963267948966,0.1418198609310458,WANDER,0.55,0,0,0,0,t_maze
142,2.84,70.0,18.358835582315525,1.5707963267948966,0.1448691552793526,0.0,0.0,0.015616159808012169,0.015616159808012169,stem,142,70.0,18.358835582315525,1.5707963267948966,0.1448691552793526,WANDER,0.55,0,0,0,0,t_maze
143,2.86,70.0,18.361765421481273,1.5707963267948966,0.14649195828742403,0.0,0.0,0.01561911814934293,0.01561911814934293,stem,143,70.0,18.361765421481273,1.5707963267948966,0.14649195828742403,WANDER,0.55,0,0,0,0,t_maze
144,2.88,70.0,18.364685848862923,1.5707963267948966,0.14602136908241836,0.0,0.0,0.015622109923932008,0.015622109923932008,stem,144,70.0,18.364685848862923,1.5707963267948966,0.14602136908241836,WANDER,0.55,0,0,0,0,t_maze
145,2.9,70.0,18.36754588713399,1.5707963267948966,0.14300191355331968,0.0,0.0,0.015625092382295126,0.015625092382295126,stem,145,70.0,18.36754588713399,1.5707963267948966,0.14300191355331968,WANDER,0.55,0,0,0,0,t_maze
146,2.92,70.0,18.370290474887543,1.5707963267948966,0.13722938767776416,0.0,0.0,0.015628013453800358,0.015628013453800358,stem,146,70.0,18.370290474887543,1.5707963267948966,0.13722938767776416,WANDER,0.55,0,0,0,0,t_maze
147,2.94,70.0,18.372957273779612,1.5707963267948966,0.13333994460337803,0.0,0.0,0.015630816876150522,0.015630816876150522,stem,147,70.0,18.372957273779612,1.5707963267948966,0.13333994460337803,WANDER,0.55,0,0,0,0,t_maze
148,2.96,70.0,18.375604647947995,1.5707963267948966,0.1323687084191058,0.0,0.0,0.01563354109075604,0.01563354109075604,stem,148,70.0,18.375604647947995,1.5707963267948966,0.1323687084191058,WANDER,0.55,0,0,0,0,t_maze
149,2.98,70.0,18.37827930357998,1.5707963267948966,0.13373278159932908,0.0,0.0,0.01563624570478901,0.01563624570478901,stem,149,70.0,18.37827930357998,1.5707963267948966,0.13373278159932908,WANDER,0.55,0,0,0,0,t_maze
150,3.0,70.0,18.381012698086806,1.5707963267948966,0.13666972534125182,0.0,0.0,0.015638978435332542,0.015638978435332542,stem,150,70.0,18.381012698086806,1.5707963267948966,0.13666972534125182,WANDER,0.55,0,0,0,0,t_maze
151,3.02,70.0,18.383818791383316,1.5707963267948966,0.1403046648254955,0.0,0.0,0.015641771434730254,0.015641771434730254,stem,151,70.0,18.383818791383316,1.5707963267948966,0.1403046648254955,WANDER,0.55,0,0,0,0,t_maze
152,3.04,70.0,18.38669334241513,1.5707963267948966,0.14372755159055903,0.0,0.0,0.015644638985860996,0.015644638985860996,stem,152,70.0,18.38669334241513,1.5707963267948966,0.14372755159055903,WANDER,0.55,0,0,0,0,t_maze
153,3.06,70.0,18.389614815267045,1.5707963267948966,0.14607364259585798,0.0,0.0,0.015647576775190623,0.015647576775190623,stem,153,70.0,18.389614815267045,1.5707963267948966,0.14607364259585798,WANDER,0.55,0,0,0,0,t_maze
154,3.08,70.0,18.39254681460371,1.5707963267948966,0.14659996683322152,0.0,0.0,0.01565056281006702,0.01565056281006702,stem,154,70.0,18.39254681460371,1.5707963267948966,0.14659996683322152,WANDER,0.55,0,0,0,0,t_maze
155,3.1,70.0,18.395441832818864,1.5707963267948966,0.14475091075783603,0.0,0.0,0.015653559899431124,0.015653559899431124,stem,155,70.0,18.395441832818864,1.5707963267948966,0.14475091075783603,WANDER,0.55,0,0,0,0,t_maze
156,3.12,70.0,18.39824597343855,1.5707963267948966,0.14020703098427853,0.0,0.0,0.015656519476981795,0.015656519476981795,stem,156,70.0,18.39824597343855,1.5707963267948966,0.14020703098427853,WANDER,0.55,0,0,0,0,t_maze
157,3.14,70.0,18.4009436278444,1.5707963267948966,0.13488272029242218,0.0,0.0,0.015659386425310222,0.015659386425310222,stem,157,70.0,18.4009436278444,1.5707963267948966,0.13488272029242218,WANDER,0.55,0,0,0,0,t_maze
158,3.16,70.0,18.40359691730741,1.5707963267948966,0.1326644731505606,0.0,0.0,0.0156621447576394,0.0156621447576394,stem,158,70.0,18.40359691730741,1.5707963267948966,0.1326644731505606,WANDER,0.55,0,0,0,0,t_maze
159,3.18,70.0,18.40625825087415,1.5707963267948966,0.13306667833694472,0.0,0.0,0.015664857971324032,0.015664857971324032,stem,159,70.0,18.40625825087415,1.5707963267948966,0.13306667833694472,WANDER,0.55,0,0,0,0,t_maze
160,3.2,70.0,18.408966235678875,1.5707963267948966,0.13539924023624447,0.0,0.0,0.015667579654019975,0.015667579654019975,stem,160,70.0,18.408966235678875,1.5707963267948966,0.13539924023624447,WANDER,0.55,0,0,0,0,t_maze
161,3.22,70.0,18.41174279884673,1.5707963267948966,0.13882815839278181,0.0,0.0,0.01567034929583494,0.01567034929583494,stem,161,70.0,18.41174279884673,1.5707963267948966,0.13882815839278181,WANDER,0.55,0,0,0,0,t_maze
162,3.24,70.0,18.414591780671117,1.5707963267948966,0.14244909121934543,0.0,0.0,0.01567318933924222,0.01567318933924222,stem,162,70.0,18.414591780671117,1.5707963267948966,0.14244909121934543,WANDER,0.55,0,0,0,0,t_maze
163,3.2600000000000002,70.0,18.417499126580978,1.5707963267948966,0.14536729549308866,0.0,0.0,0.015676103732491398,0.015676103732491398,stem,163,70.0,18.417499126580978,1.5707963267948966,0.14536729549308866,WANDER,0.55,0,0,0,0,t_maze
164,3.2800000000000002,70.0,18.42043466179879,1.5707963267948966,0.146776760890621,0.0,0.0,0.015679078117459073,0.015679078117459073,stem,164,70.0,18.42043466179879,1.5707963267948966,0.146776760890621,WANDER,0.55,0,0,0,0,t_maze
165,3.3000000000000003,70.0,18.4233552904231,1.5707963267948966,0.1460314312155217,0.0,0.0,0.015682081636462234,0.015682081636462234,stem,165,70.0,18.4233552904231,1.5707963267948966,0.1460314312155217,WANDER,0.55,0,0,0,0,t_maze
166,3.3200000000000003,70.0,18.426209332716144,1.5707963267948966,0.14270211465221846,0.0,0.0,0.01568507019749605,0.01568507019749605,stem,166,70.0,18.426209332716144,1.5707963267948966,0.14270211465221846,WANDER,0.55,0,0,0,0,t_maze
167,3.34,70.0,18.428941612126664,1.5707963267948966,0.13661397052605592,0.0,0.0,0.01568799090653467,0.01568799090653467,stem,167,70.0,18.428941612126664,1.5707963267948966,0.13661397052605592,WANDER,0.55,0,0,0,0,t_maze
168,3.36,70.0,18.43160304171551,1.5707963267948966,0.13307147944216366,0.0,0.0,0.015690787270607937,0.015690787270607937,stem,168,70.0,18.43160304171551,1.5707963267948966,0.13307147944216366,WANDER,0.55,0,0,0,0,t_maze
169,3.38,70.0,18.434250902996258,1.5707963267948966,0.13239306403743462,0.0,0.0,0.015693511369601842,0.015693511369601842,stem,169,70.0,18.434250902996258,1.5707963267948966,0.13239306403743462,WANDER,0.55,0,0,0,0,t_maze
170,3.4,70.0,18.436930364076467,1.5707963267948966,0.13397305401040763,0.0,0.0,0.01569622182215869,0.01569622182215869,stem,170,70.0,18.436930364076467,1.5707963267948966,0.13397305401040763,WANDER,0.55,0,0,0,0,t_maze
171,3.42,70.0,18.439671023773418,1.5707963267948966,0.13703298484755147,0.0,0.0,0.01569896486652441,0.01569896486652441,stem,171,70.0,18.439671023773418,1.5707963267948966,0.13703298484755147,WANDER,0.55,0,0,0,0,t_maze
172,3.44,70.0,18.442484826757852,1.5707963267948966,0.14069014922174403,0.0,0.0,0.0157017708167053,0.0157017708167053,stem,172,70.0,18.442484826757852,1.5707963267948966,0.14069014922174403,WANDER,0.55,0,0,0,0,t_maze
173,3.46,70.0,18.445365538147563,1.5707963267948966,0.14403556948546845,0.0,0.0,0.01570465192087205,0.01570465192087205,stem,173,70.0,18.445365538147563,1.5707963267948966,0.14403556948546845,WANDER,0.55,0,0,0,0,t_maze
174,3.48,70.0,18.448289825889237,1.5707963267948966,0.14621438708366266,0.0,0.0,0.015707601815242493,0.015707601815242493,stem,174,70.0,18.448289825889237,1.5707963267948966,0.14621438708366266,WANDER,0.55,0,0,0,0,t_maze
175,3.5,70.0,18.451219854845434,1.5707963267948966,0.1465014478099132,0.0,0.0,0.01571059662371245,0.01571059662371245,stem,175,70.0,18.451219854845434,1.5707963267948966,0.1465014478099132,WANDER,0.55,0,0,0,0,t_maze
176,3.52,70.0,18.45410716071204,1.5707963267948966,0.1443652933303365,0.0,0.0,0.0157135976060709,0.0157135976060709,stem,176,70.0,18.45410716071204,1.5707963267948966,0.1443652933303365,WANDER,0.55,0,0,0,0,t_maze
177,3.54,70.0,18.456897456923166,1.5707963267948966,0.13951481055623946,0.0,0.0,0.015716555118811162,0.015716555118811162,stem,177,70.0,18.456897456923166,1.5707963267948966,0.13951481055623946,WANDER,0.55,0,0,0,0,t_maze
178,3.56,70.0,18.459588435731007,1.5707963267948966,0.13454894039204876,0.0,0.0,0.015719413534679004,0.015719413534679004,stem,178,70.0,18.459588435731007,1.5707963267948966,0.13454894039204876,WANDER,0.55,0,0,0,0,t_maze
179,3.58,70.0,18.46224137473362,1.5707963267948966,0.13264695013054495,0.0,0.0,0.015722170461374654,0.015722170461374654,stem,179,70.0,18.46224137473362,1.5707963267948966,0.13264695013054495,WANDER,0.55,0,0,0,0,t_maze
180,3.6,70.0,18.464907336286362,1.5707963267948966,0.13329807763712895,0.0,0.0,0.01572488865903473,0.01572488865903473,stem,180,70.0,18.464907336286362,1.5707963267948966,0.13329807763712895,WANDER,0.55,0,0,0,0,t_maze
181,3.62,70.0,18.467623195816195,1.5707963267948966,0.13579297649162436,0.0,0.0,0.01572762044260569,0.01572762044260569,stem,181,70.0,18.467623195816195,1.5707963267948966,0.13579297649162436,WANDER,0.55,0,0,0,0,t_maze
182,3.64,70.0,18.47040891643056,1.5707963267948966,0.13928603071836398,0.0,0.0,0.01573040360658611,0.01573040360658611,stem,182,70.0,18.47040891643056,1.5707963267948966,0.13928603071836398,WANDER,0.55,0,0,0,0,t_maze
183,3.66,70.0,18.473266315786066,1.5707963267948966,0.14286996777520786,0.0,0.0,0.015733258625528775,0.015733258625528775,stem,183,70.0,18.473266315786066,1.5707963267948966,0.14286996777520786,WANDER,0.55,0,0,0,0,t_maze
184,3.68,70.0,18.476179437130618,1.5707963267948966,0.14565606722751773,0.0,0.0,0.015736187382532445,0.015736187382532445,stem,184,70.0,18.476179437130618,1.5707963267948966,0.14565606722751773,WANDER,0.55,0,0,0,0,t_maze
185,3.7,70.0,18.479116492334647,1.5707963267948966,0.146852760201408,0.0,0.0,0.015739173540983354,0.015739173540983354,stem,185,70.0,18.479116492334647,1.5707963267948966,0.146852760201408,WANDER,0.55,0,0,0,0,t_maze
186,3.72,70.0,18.48203320352122,1.5707963267948966,0.14583555932864342,0.0,0.0,0.01574218452759702,0.01574218452759702,stem,186,70.0,18.48203320352122,1.5707963267948966,0.14583555932864342,WANDER,0.55,0,0,0,0,t_maze
187,3.74,70.0,18.484877244270777,1.5707963267948966,0.14220203747781665,0.0,0.0,0.015745174950424923,0.015745174950424923,stem,187,70.0,18.484877244270777,1.5707963267948966,0.14220203747781665,WANDER,0.55,0,0,0,0,t_maze
188,3.7600000000000002,70.0,18.487593382594802,1.5707963267948966,0.13580691620134897,0.0,0.0,0.015748091146745483,0.015748091146745483,stem,188,70.0,18.487593382594802,1.5707963267948966,0.13580691620134897,WANDER,0.55,0,0,0,0,t_maze
189,3.7800000000000002,70.0,18.490245724574585,1.5707963267948966,0.13261709898914129,0.0,0.0,0.01575087645414216,0.01575087645414216,stem,189,70.0,18.490245724574585,1.5707963267948966,0.13261709898914129,WANDER,0.55,0,0,0,0,t_maze
190,3.8000000000000003,70.0,18.492890403696777,1.5707963267948966,0.13223395610961614,0.0,0.0,0.01575359658423402,0.01575359658423402,stem,190,70.0,18.492890403696777,1.5707963267948966,0.13223395610961614,WANDER,0.55,0,0,0,0,t_maze
191,3.8200000000000003,70.0,18.495570998151205,1.5707963267948966,0.13402972272146702,0.0,0.0,0.015756309095321122,0.015756309095321122,stem,191,70.0,18.495570998151205,1.5707963267948966,0.13402972272146702,WANDER,0.55,0,0,0,0,t_maze
192,3.84,70.0,18.498315213734113,1.5707963267948966,0.13721077914533958,0.0,0.0,0.0157590586871254,0.0157590586871254,stem,192,70.0,18.498315213734113,1.5707963267948966,0.13721077914533958,WANDER,0.55,0,0,0,0,t_maze
193,3.86,70.0,18.501132965175113,1.5707963267948966,0.14088757204994745,0.0,0.0,0.01576187379227923,0.01576187379227923,stem,193,70.0,18.501132965175113,1.5707963267948966,0.14088757204994745,WANDER,0.55,0,0,0,0,t_maze
194,3.88,70.0,18.504016029379503,1.5707963267948966,0.14415321021952957,0.0,0.0,0.015764764600927426,0.015764764600927426,stem,194,70.0,18.504016029379503,1.5707963267948966,0.14415321021952957,WANDER,0.55,0,0,0,0,t_maze
195,3.9,70.0,18.506939302875097,1.5707963267948966,0.14616367477958112,0.0,0.0,0.015767722696778456,0.015767722696778456,stem,195,70.0,18.506939302875097,1.5707963267948966,0.14616367477958112,WANDER,0.55,0,0,0,0,t_maze
196,3.92,70.0,18.509863551653332,1.5707963267948966,0.14621243891173508,0.0,0.0,0.01577072233855499,0.01577072233855499,stem,196,70.0,18.509863551653332,1.5707963267948966,0.14621243891173508,WANDER,0.55,0,0,0,0,t_maze
197,3.94,70.0,18.512739407537296,1.5707963267948966,0.14379279419822896,0.0,0.0,0.015773723273387264,0.015773723273387264,stem,197,70.0,18.512739407537296,1.5707963267948966,0.14379279419822896,WANDER,0.55,0,0,0,0,t_maze
198,3.96,70.0,18.515512253231606,1.5707963267948966,0.13864228471551499,0.0,0.0,0.015776674831338402,0.015776674831338402,stem,198,70.0,18.515512253231606,1.5707963267948966,0.13864228471551499,WANDER,0.55,0,0,0,0,t_maze
199,3.98,70.0,18.518193083373436,1.5707963267948966,0.13404150709154936,0.0,0.0,0.015779520935176185,0.015779520935176185,stem,199,70.0,18.518193083373436,1.5707963267948966,0.13404150709154936,WANDER,0.55,0,0,0,0,t_maze
200,4.0,70.0,18.520842262623855,1.5707963267948966,0.13245896252089323,0.0,0.0,0.015782272842214735,0.015782272842214735,stem,200,70.0,18.520842262623855,1.5707963267948966,0.13245896252089323,WANDER,0.55,0,0,0,0,t_maze
