step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,odor_a,odor_b,active_arm,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
64,1.28,70.0,18.144003767606975,1.5707963267948966,0.12562688039405667,0.0,0.0,0.01539800799070531,0.01539800799070531,stem,64,70.0,18.144003767606975,1.5707963267948966,0.12562688039405667,WANDER,0.55,0,0,0,0,t_maze
65,1.3,70.0,18.146530713478327,1.5707963267948966,0.1263472935676991,0.0,0.0,0.015400554680098573,0.015400554680098573,stem,65,70.0,18.146530713478327,1.5707963267948966,0.1263472935676991,WANDER,0.55,0,0,0,0,t_maze
66,1.32,70.0,18.149110379406125,1.5707963267948966,0.12898329638984127,0.0,0.0,0.015403116195794191,0.015403116195794191,stem,66,70.0,18.149110379406125,1.5707963267948966,0.12898329638984127,WANDER,0.55,0,0,0,0,t_maze
67,1.34,70.0,18.151764408545493,1.5707963267948966,0.13270145696837662,0.0,0.0,0.015405731382601108,0.015405731382601108,stem,67,70.0,18.151764408545493,1.5707963267948966,0.13270145696837662,WANDER,0.55,0,0,0,0,t_maze
68,1.36,70.0,18.15449636905572,1.5707963267948966,0.13659802551150688,0.0,0.0,0.015408422198863172,0.015408422198863172,stem,68,70.0,18.15449636905572,1.5707963267948966,0.13659802551150688,WANDER,0.55,0,0,0,0,t_maze
69,1.3800000000000001,70.0,18.157291946595937,1.5707963267948966,0.13977887701082578,0.0,0.0,0.015411192283321351,0.015411192283321351,stem,69,70.0,18.157291946595937,1.5707963267948966,0.13977887701082578,WANDER,0.55,0,0,0,0,t_maze
70,1.4000000000000001,70.0,18.16012071947707,1.5707963267948966,0.1414386440566314,0.0,0.0,0.015414027142039188,0.015414027142039188,stem,70,70.0,18.16012071947707,1.5707963267948966,0.1414386440566314,WANDER,0.55,0,0,0,0,t_maze
71,1.42,70.0,18.162939358111213,1.5707963267948966,0.140931931707182,0.0,0.0,0.015416895939932219,0.015416895939932219,stem,71,70.0,18.162939358111213,1.5707963267948966,0.140931931707182,WANDER,0.55,0,0,0,0,t_maze
72,1.44,70.0,18.165695962459726,1.5707963267948966,0.1378302174257002,0.0,0.0,0.015419754737683698,0.015419754737683698,stem,72,70.0,18.165695962459726,1.5707963267948966,0.1378302174257002,WANDER,0.55,0,0,0,0,t_maze
73,1.46,70.0,18.168335148951634,1.5707963267948966,0.13195932459536633,0.0,0.0,0.015422550885184835,0.015422550885184835,stem,73,70.0,18.168335148951634,1.5707963267948966,0.13195932459536633,WANDER,0.55,0,0,0,0,t_maze
74,1.48,70.0,18.170907713099297,1.5707963267948966,0.12862820738312764,0.0,0.0,0.015425228178663151,0.015425228178663151,stem,74,70.0,18.170907713099297,1.5707963267948966,0.12862820738312764,WANDER,0.55,0,0,0,0,t_maze
75,1.5,70.0,18.173470741355572,1.5707963267948966,0.12815141281375725,0.0,0.0,0.0154278381214716,0.0154278381214716,stem,75,70.0,18.173470741355572,1.5707963267948966,0.12815141281375725,WANDER,0.55,0,0,0,0,t_maze
76,1.52,70.0,18.17606921253946,1.5707963267948966,0.12992355919428242,0.0,0.0,0.015430438619163675,0.015430438619163675,stem,76,70.0,18.17606921253946,1.5707963267948966,0.12992355919428242,WANDER,0.55,0,0,0,0,t_maze
77,1.54,70.0,18.178732542395174,1.5707963267948966,0.13316649278564827,0.0,0.0,0.015433075311570982,0.015433075311570982,stem,77,70.0,18.178732542395174,1.5707963267948966,0.13316649278564827,WANDER,0.55,0,0,0,0,t_maze
78,1.56,70.0,18.181472499366,1.5707963267948966,0.13699784854121136,0.0,0.0,0.015435778060754834,0.015435778060754834,stem,78,70.0,18.181472499366,1.5707963267948966,0.13699784854121136,WANDER,0.55,0,0,0,0,t_maze
79,1.58,70.0,18.184282679914695,1.5707963267948966,0.1405090274348558,0.0,0.0,0.015438558829022187,0.015438558829022187,stem,79,70.0,18.184282679914695,1.5707963267948966,0.1405090274348558,WANDER,0.55,0,0,0,0,t_maze
80,1.6,70.0,18.187139591631595,1.5707963267948966,0.14284558584494525,0.0,0.0,0.015441411138420714,0.015441411138420714,stem,80,70.0,18.187139591631595,1.5707963267948966,0.14284558584494525,WANDER,0.55,0,0,0,0,t_maze
81,1.62,70.0,18.190005247951444,1.5707963267948966,0.14328281599242446,0.0,0.0,0.015444311161431657,0.015444311161431657,stem,81,70.0,18.190005247951444,1.5707963267948966,0.14328281599242446,WANDER,0.55,0,0,0,0,t_maze
82,1.6400000000000001,70.0,18.19283104251862,1.5707963267948966,0.14128972835883588,0.0,0.0,0.015447220346462641,0.015447220346462641,stem,82,70.0,18.19283104251862,1.5707963267948966,0.14128972835883588,WANDER,0.55,0,0,0,0,t_maze
83,1.6600000000000001,70.0,18.195562556289595,1.5707963267948966,0.1365756885486835,0.0,0.0,0.015450089344163784,0.015450089344163784,stem,83,70.0,18.195562556289595,1.5707963267948966,0.1365756885486835,WANDER,0.55,0,0,0,0,t_maze
84,1.68,70.0,18.198197437218415,1.5707963267948966,0.13174404644094934,0.0,0.0,0.015452862883781657,0.015452862883781657,stem,84,70.0,18.198197437218415,1.5707963267948966,0.13174404644094934,WANDER,0.55,0,0,0,0,t_maze
85,1.7,70.0,18.200796838766507,1.5707963267948966,0.12997007740458857,0.0,0.0,0.015455538549829445,0.015455538549829445,stem,85,70.0,18.200796838766507,1.5707963267948966,0.12997007740458857,WANDER,0.55,0,0,0,0,t_maze
86,1.72,70.0,18.20341170150439,1.5707963267948966,0.1307431368941273,0.0,0.0,0.015458178424013213,0.015458178424013213,stem,86,70.0,18.20341170150439,1.5707963267948966,0.1307431368941273,WANDER,0.55,0,0,0,0,t_maze
87,1.74,70.0,18.206078781909692,1.5707963267948966,0.1333540202651258,0.0,0.0,0.015460834237279725,0.015460834237279725,stem,87,70.0,18.206078781909692,1.5707963267948966,0.1333540202651258,WANDER,0.55,0,0,0,0,t_maze
88,1.76,70.0,18.208817927675497,1.5707963267948966,0.1369572882902058,0.0,0.0,0.015463543330980727,0.015463543330980727,stem,88,70.0,18.208817927675497,1.5707963267948966,0.1369572882902058,WANDER,0.55,0,0,0,0,t_maze
89,1.78,70.0,18.211630845410205,1.5707963267948966,0.14064588673545023,0.0,0.0,0.015466325882760555,0.015466325882760555,stem,89,70.0,18.211630845410205,1.5707963267948966,0.14064588673545023,WANDER,0.55,0,0,0,0,t_maze
90,1.8,70.0,18.21450147254779,1.5707963267948966,0.14353135687931523,0.0,0.0,0.015469183647074152,0.015469183647074152,stem,90,70.0,18.21450147254779,1.5707963267948966,0.14353135687931523,WANDER,0.55,0,0,0,0,t_maze
91,1.82,70.0,18.217397921186755,1.5707963267948966,0.14482243194818886,0.0,0.0,0.015472100324479094,0.015472100324479094,stem,91,70.0,18.217397921186755,1.5707963267948966,0.14482243194818886,WANDER,0.55,0,0,0,0,t_maze
92,1.84,70.0,18.220275820376663,1.5707963267948966,0.14389495949536793,0.0,0.0,0.015475043527944985,0.015475043527944985,stem,92,70.0,18.220275820376663,1.5707963267948966,0.14389495949536793,WANDER,0.55,0,0,0,0,t_maze
93,1.86,70.0,18.223082757751442,1.5707963267948966,0.14034686873893562,0.0,0.0,0.015477968171326968,0.015477968171326968,stem,93,70.0,18.223082757751442,1.5707963267948966,0.14034686873893562,WANDER,0.55,0,0,0,0,t_maze
94,1.8800000000000001,70.0,18.225763422648456,1.5707963267948966,0.13403324485074064,0.0,0.0,0.015480820977560194,0.015480820977560194,stem,94,70.0,18.225763422648456,1.5707963267948966,0.13403324485074064,WANDER,0.55,0,0,0,0,t_maze
95,1.9000000000000001,70.0,18.2283819254305,1.5707963267948966,0.13092513910218537,0.0,0.0,0.015483545703428409,0.015483545703428409,stem,95,70.0,18.2283819254305,1.5707963267948966,0.13092513910218537,WANDER,0.55,0,0,0,0,t_maze
96,1.92,70.0,18.230994320859434,1.5707963267948966,0.13061977144671214,0.0,0.0,0.015486207486477197,0.015486207486477197,stem,96,70.0,18.230994320859434,1.5707963267948966,0.13061977144671214,WANDER,0.55,0,0,0,0,t_maze
97,1.94,70.0,18.23364410900301,1.5707963267948966,0.1324894071788307,0.0,0.0,0.015488863298560232,0.015488863298560232,stem,97,70.0,18.23364410900301,1.5707963267948966,0.1324894071788307,WANDER,0.55,0,0,0,0,t_maze
98,1.96,70.0,18.236358918840505,1.5707963267948966,0.13574049187478696,0.0,0.0,0.015491557366940667,0.015491557366940667,stem,98,70.0,18.236358918840505,1.5707963267948966,0.13574049187478696,WANDER,0.55,0,0,0,0,t_maze
99,1.98,70.0,18.23914859045895,1.5707963267948966,0.1394835809222088,0.0,0.0,0.015494317796451232,0.015494317796451232,stem,99,70.0,18.23914859045895,1.5707963267948966,0.1394835809222088,WANDER,0.55,0,0,0,0,t_maze
100,2.0,70.0,18.242004829240734,1.5707963267948966,0.14281193908922218,0.0,0.0,0.015497154612296383,0.015497154612296383,stem,100,70.0,18.242004829240734,1.5707963267948966,0.14281193908922218,WANDER,0.55,0,0,0,0,t_maze
101,2.02,70.0,18.24490246423468,1.5707963267948966,0.1448817496973644,0.0,0.0,0.01550005940016728,0.01550005940016728,stem,101,70.0,18.24490246423468,1.5707963267948966,0.1448817496973644,WANDER,0.55,0,0,0,0,t_maze
102,2.04,70.0,18.247802198805704,1.5707963267948966,0.14498672855117603,0.0,0.0,0.01550300657723259,0.01550300657723259,stem,102,70.0,18.247802198805704,1.5707963267948966,0.14498672855117603,WANDER,0.55,0,0,0,0,t_maze
103,2.06,70.0,18.250654607611917,1.5707963267948966,0.14262044031061966,0.0,0.0,0.015505956181471822,0.015505956181471822,stem,103,70.0,18.250654607611917,1.5707963267948966,0.14262044031061966,WANDER,0.55,0,0,0,0,t_maze
104,2.08,70.0,18.253405021998844,1.5707963267948966,0.13752071934636106,0.0,0.0,0.015508857930691932,0.015508857930691932,stem,104,70.0,18.253405021998844,1.5707963267948966,0.13752071934636106,WANDER,0.55,0,0,0,0,t_maze
105,2.1,70.0,18.2560644693953,1.5707963267948966,0.13297236982292313,0.0,0.0,0.015511656188522108,0.015511656188522108,stem,105,70.0,18.2560644693953,1.5707963267948966,0.13297236982292313,WANDER,0.55,0,0,0,0,t_maze
106,2.12,70.0,18.258693263566407,1.5707963267948966,0.13143970855518755,0.0,0.0,0.015514362146519715,0.015514362146519715,stem,106,70.0,18.258693263566407,1.5707963267948966,0.13143970855518755,WANDER,0.55,0,0,0,0,t_maze
107,2.14,70.0,18.26134101054799,1.5707963267948966,0.1323873490791308,0.0,0.0,0.015517037156274274,0.015517037156274274,stem,107,70.0,18.26134101054799,1.5707963267948966,0.1323873490791308,WANDER,0.55,0,0,0,0,t_maze
108,2.16,70.0,18.264042760044077,1.5707963267948966,0.1350874748043018,0.0,0.0,0.015519731694275962,0.015519731694275962,stem,108,70.0,18.264042760044077,1.5707963267948966,0.1350874748043018,WANDER,0.55,0,0,0,0,t_maze
109,2.18,70.0,18.2668164366349,1.5707963267948966,0.13868382954122227,0.0,0.0,0.015522481439682599,0.015522481439682599,stem,109,70.0,18.2668164366349,1.5707963267948966,0.13868382954122227,WANDER,0.55,0,0,0,0,t_maze
110,2.2,70.0,18.26966178268347,1.5707963267948966,0.14226730242853255,0.0,0.0,0.015525304653194247,0.015525304653194247,stem,110,70.0,18.26966178268347,1.5707963267948966,0.14226730242853255,WANDER,0.55,0,0,0,0,t_maze
111,2.22,70.0,18.27256090903241,1.5707963267948966,0.14495631744696566,0.0,0.0,0.015528201093240249,0.015528201093240249,stem,111,70.0,18.27256090903241,1.5707963267948966,0.14495631744696566,WANDER,0.55,0,0,0,0,t_maze
112,2.24,70.0,18.275480405160604,1.5707963267948966,0.1459748064096103,0.0,0.0,0.01553115256790078,0.01553115256790078,stem,112,70.0,18.275480405160604,1.5707963267948966,0.1459748064096103,WANDER,0.55,0,0,0,0,t_maze
113,2.2600000000000002,70.0,18.278374820389107,1.5707963267948966,0.1447207614252211,0.0,0.0,0.015534125074459488,0.015534125074459488,stem,113,70.0,18.278374820389107,1.5707963267948966,0.1447207614252211,WANDER,0.55,0,0,0,0,t_maze
114,2.2800000000000002,70.0,18.281191204566085,1.5707963267948966,0.14081920884892923,0.0,0.0,0.01553707233621325,0.01553707233621325,stem,114,70.0,18.281191204566085,1.5707963267948966,0.14081920884892923,WANDER,0.55,0,0,0,0,t_maze
115,2.3000000000000003,70.0,18.2838874014302,1.5707963267948966,0.13480984320570147,0.0,0.0,0.015539940420781249,0.015539940420781249,stem,115,70.0,18.2838874014302,1.5707963267948966,0.13480984320570147,WANDER,0.55,0,0,0,0,t_maze
116,2.32,70.0,18.286526998872635,1.5707963267948966,0.13197987212178772,0.0,0.0,0.015542686369137235,0.015542686369137235,stem,116,70.0,18.286526998872635,1.5707963267948966,0.13197987212178772,WANDER,0.55,0,0,0,0,t_maze
117,2.34,70.0,18.28916491103134,1.5707963267948966,0.13189560793526373,0.0,0.0,0.01554537491753193,0.01554537491753193,stem,117,70.0,18.28916491103134,1.5707963267948966,0.13189560793526373,WANDER,0.55,0,0,0,0,t_maze
