step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,looming_size,gf_spike,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
118,2.36,40.29184306636655,40.0,1.5830099917225685e-22,0.1339077667585246,0.0,0.0,174.2751895477765,0.0,118,40.29184306636655,40.0,1.5830099917225685e-22,0.1339077667585246,WANDER,0.55,0,0,0,0,looming_escape
119,2.38,40.294587233912715,40.0,1.5685132602048309e-22,0.13720837730795038,0.0,0.0,174.2751895477765,0.0,119,40.294587233912715,40.0,1.5685132602048309e-22,0.13720837730795038,WANDER,0.55,0,0,0,0,looming_escape
120,2.4,40.297405273943596,40.0,1.5547114355237087e-22,0.14090200154395474,0.0,0.0,174.2751895477765,0.0,120,40.297405273943596,40.0,1.5547114355237087e-22,0.14090200154395474,WANDER,0.55,0,0,0,0,looming_escape
121,2.42,40.300286971326265,40.0,1.5415715096044627e-22,0.1440848691334977,0.0,0.0,174.2751895477765,0.0,121,40.300286971326265,40.0,1.5415715096044627e-22,0.1440848691334977,WANDER,0.55,0,0,0,0,looming_escape
122,2.44,40.30320546767151,40.0,1.529062042255904e-22,0.1459248172623602,0.0,0.0,174.2751895477765,0.0,122,40.30320546767151,40.0,1.529062042255904e-22,0.1459248172623602,WANDER,0.55,0,0,0,0,looming_escape
123,2.46,40.306120164774114,40.0,1.5171530866959245e-22,0.1457348551303206,0.0,0.0,174.2751895477765,0.0,123,40.306120164774114,40.0,1.5171530866959245e-22,0.1457348551303206,WANDER,0.55,0,0,0,0,looming_escape
124,2.48,40.308980839674945,40.0,1.513628279770171e-22,0.143033745041679,0.0,0.0,174.2751895477765,0.0,124,40.308980839674945,40.0,1.513628279770171e-22,0.143033745041679,WANDER,0.55,0,0,0,0,looming_escape
125,2.5,40.31173260283379,40.0,1.5050699291418692e-22,0.13758815794255863,0.0,0.0,174.2751895477765,0.0,125,40.31173260283379,40.0,1.5050699291418692e-22,0.13758815794255863,WANDER,0.55,0,0,0,0,looming_escape
126,2.52,40.31439981814997,40.0,1.4969246866966096e-22,0.13336076580900372,0.0,0.0,174.2751895477765,0.0,126,40.31439981814997,40.0,1.4969246866966096e-22,0.13336076580900372,WANDER,0.55,0,0,0,0,looming_escape
127,2.54,40.31704186317175,40.0,1.4891729297956978e-22,0.13210225108916582,0.0,0.0,174.2751895477765,0.0,127,40.31704186317175,40.0,1.4891729297956978e-22,0.13210225108916582,WANDER,0.55,0,0,0,0,looming_escape
128,2.56,40.31970692612705,40.0,1.481795967875777e-22,0.13325314776483807,0.0,0.0,174.2751895477765,0.0,128,40.31970692612705,40.0,1.481795967875777e-22,0.13325314776483807,WANDER,0.55,0,0,0,0,looming_escape
129,2.58,40.32242828414777,40.0,1.4747759981752504e-22,0.13606790103604496,0.0,0.0,174.2751895477765,0.0,129,40.32242828414777,40.0,1.4747759981752504e-22,0.13606790103604496,WANDER,0.55,0,0,0,0,looming_escape
130,2.6,40.32522189318209,40.0,1.4680960635636966e-22,0.13968045171618965,0.0,0.0,174.2751895477765,0.0,130,40.32522189318209,40.0,1.4680960635636966e-22,0.13968045171618965,WANDER,0.55,0,0,0,0,looming_escape
131,2.62,40.328085507231,40.0,1.4617400123743894e-22,0.14318070244561926,0.0,0.0,174.2751895477765,0.0,131,40.328085507231,40.0,1.4617400123743894e-22,0.14318070244561926,WANDER,0.55,0,0,0,0,looming_escape
132,2.64,40.33099940716658,40.0,1.4661086750189108e-22,0.14569499677889192,0.0,0.0,174.2751895477765,0.0,132,40.33099940716658,40.0,1.4661086750189108e-22,0.14569499677889192,WANDER,0.55,0,0,0,0,looming_escape
133,2.66,40.333928674806465,40.0,1.4702775104707147e-22,0.14646338199418826,0.0,0.0,174.2751895477765,0.0,133,40.333928674806465,40.0,1.4702775104707147e-22,0.14646338199418826,WANDER,0.55,0,0,0,0,looming_escape
134,2.68,40.336826809114335,40.0,1.4742560105214556e-22,0.14490671539342817,0.0,0.0,174.2751895477765,0.0,134,40.336826809114335,40.0,1.4742560105214556e-22,0.14490671539342817,WANDER,0.55,0,0,0,0,looming_escape
135,2.7,40.33964036083365,40.0,1.483261323539753e-22,0.1406775859657626,0.0,0.0,174.2751895477765,0.0,135,40.33964036083365,40.0,1.483261323539753e-22,0.1406775859657626,WANDER,0.55,0,0,0,0,looming_escape
136,2.72,40.342340435084054,40.0,1.4918471173499285e-22,0.13500371252039195,0.0,0.0,174.2751895477765,0.0,136,40.342340435084054,40.0,1.4918471173499285e-22,0.13500371252039195,WANDER,0.55,0,0,0,0,looming_escape
137,2.74,40.34498992496186,40.0,1.500033319114368e-22,0.13247449389034036,0.0,0.0,174.2751895477765,0.0,137,40.34498992496186,40.0,1.500033319114368e-22,0.13247449389034036,WANDER,0.55,0,0,0,0,looming_escape
138,2.7600000000000002,40.34764252529473,40.0,1.507838909455244e-22,0.13263001664380206,0.0,0.0,174.2751895477765,0.0,138,40.34764252529473,40.0,1.507838909455244e-22,0.13263001664380206,WANDER,0.55,0,0,0,0,looming_escape
139,2.7800000000000002,40.3503385295017,40.0,1.5152819674151756e-22,0.13480021034840525,0.0,0.0,174.2751895477765,0.0,139,40.3503385295017,40.0,1.5152819674151756e-22,0.13480021034840525,WANDER,0.55,0,0,0,0,looming_escape
140,2.8000000000000003,40.353101801991336,40.0,1.5275878207193273e-22,0.1381636244817682,0.0,0.0,174.2751895477765,0.0,140,40.353101801991336,40.0,1.5275878207193273e-22,0.1381636244817682,WANDER,0.55,0,0,0,0,looming_escape
141,2.82,40.35593819920996,40.0,1.5393179280291287e-22,0.1418198609310458,0.0,0.0,174.2751895477765,0.0,141,40.35593819920996,40.0,1.5393179280291287e-22,0.1418198609310458,WANDER,0.55,0,0,0,0,looming_escape
142,2.84,40.35883558231554,40.0,1.5452915298422423e-22,0.1448691552793526,0.0,0.0,174.2751895477765,0.0,142,40.35883558231554,40.0,1.5452915298422423e-22,0.1448691552793526,WANDER,0.55,0,0,0,0,looming_escape
143,2.86,40.361765421481294,40.0,1.5509896187294805e-22,0.14649195828742403,0.0,0.0,174.2751895477765,0.0,143,40.361765421481294,40.0,1.5509896187294805e-22,0.14649195828742403,WANDER,0.55,0,0,0,0,looming_escape
144,2.88,40.36468584886294,40.0,1.5564252815548222e-22,0.14602136908241836,0.0,0.0,174.2751895477765,0.0,144,40.36468584886294,40.0,1.5564252815548222e-22,0.14602136908241836,WANDER,0.55,0,0,0,0,looming_escape
145,2.9,40.36754588713401,40.0,1.5590069298376727e-22,0.14300191355331968,0.0,0.0,174.2751895477765,0.0,145,40.36754588713401,40.0,1.5590069298376727e-22,0.14300191355331968,WANDER,0.55,0,0,0,0,looming_escape
146,2.92,40.37029047488756,40.0,1.5666820159857295e-22,0.13722938767776416,0.0,0.0,174.2751895477765,0.0,146,40.37029047488756,40.0,1.5666820159857295e-22,0.13722938767776416,WANDER,0.55,0,0,0,0,looming_escape
147,2.94,40.372957273779626,40.0,1.5792091505777452e-22,0.13333994460337803,0.0,0.0,174.2751895477765,0.0,147,40.372957273779626,40.0,1.5792091505777452e-22,0.13333994460337803,WANDER,0.55,0,0,0,0,looming_escape
148,2.96,40.37560464794801,40.0,1.5885462490343776e-22,0.1323687084191058,0.0,0.0,174.2751895477765,0.0,148,40.37560464794801,40.0,1.5885462490343776e-22,0.1323687084191058,WANDER,0.55,0,0,0,0,looming_escape
149,2.98,40.378279303579994,40.0,1.597448617351917e-22,0.13373278159932908,0.0,0.0,174.2751895477765,0.0,149,40.378279303579994,40.0,1.597448617351917e-22,0.13373278159932908,WANDER,0.55,0,0,0,0,looming_escape
150,3.0,40.38101269808682,40.0,1.6059369052119706e-22,0.13666972534125182,0.0,0.0,174.2751895477765,0.0,150,40.38101269808682,40.0,1.6059369052119706e-22,0.13666972534125182,WANDER,0.55,0,0,0,0,looming_escape
151,3.02,40.383818791383334,40.0,1.611426727717734e-22,0.1403046648254955,0.0,0.0,174.2751895477765,0.0,151,40.383818791383334,40.0,1.611426727717734e-22,0.1403046648254955,WANDER,0.55,0,0,0,0,looming_escape
152,3.04,40.38669334241514,40.0,1.616664291253396e-22,0.14372755159055903,0.0,0.0,174.2751895477765,0.0,152,40.38669334241514,40.0,1.616664291253396e-22,0.14372755159055903,WANDER,0.55,0,0,0,0,looming_escape
153,3.06,40.38961481526706,40.0,1.621661578120036e-22,0.14607364259585798,0.0,0.0,174.2751895477765,0.0,153,40.38961481526706,40.0,1.621661578120036e-22,0.14607364259585798,WANDER,0.55,0,0,0,0,looming_escape
154,3.08,40.392546814603726,40.0,1.6212218940223638e-22,0.14659996683322152,0.0,0.0,174.2751895477765,0.0,154,40.392546814603726,40.0,1.6212218940223638e-22,0.14659996683322152,WANDER,0.55,0,0,0,0,looming_escape
155,3.1,40.39544183281888,40.0,1.6129988924852993e-22,0.14475091075783603,0.0,0.0,174.2751895477765,0.0,155,40.39544183281888,40.0,1.6129988924852993e-22,0.14475091075783603,WANDER,0.55,0,0,0,0,looming_escape
156,3.12,40.39824597343857,40.0,1.6051736189267931e-22,0.14020703098427853,0.0,0.0,174.2751895477765,0.0,156,40.39824597343857,40.0,1.6051736189267931e-22,0.14020703098427853,WANDER,0.55,0,0,0,0,looming_escape
157,3.14,40.40094362784442,40.0,1.5977271812678638e-22,0.13488272029242218,0.0,0.0,174.2751895477765,0.0,157,40.40094362784442,40.0,1.5977271812678638e-22,0.13488272029242218,WANDER,0.55,0,0,0,0,looming_escape
158,3.16,40.40359691730743,40.0,1.5932456385218159e-22,0.1326644731505606,0.0,0.0,174.2751895477765,0.0,158,40.40359691730743,40.0,1.5932456385218159e-22,0.1326644731505606,WANDER,0.55,0,0,0,0,looming_escape
159,3.18,40.406258250874174,40.0,1.5889843789004278e-22,0.13306667833694472,0.0,0.0,174.2751895477765,0.0,159,40.406258250874174,40.0,1.5889843789004278e-22,0.13306667833694472,WANDER,0.55,0,0,0,0,looming_escape
160,3.2,40.408966235678896,40.0,1.587536992673813e-22,0.13539924023624447,0.0,0.0,174.2751895477765,0.0,160,40.408966235678896,40.0,1.587536992673813e-22,0.13539924023624447,WANDER,0.55,0,0,0,0,looming_escape
161,3.22,40.41174279884675,40.0,1.5861660415758596e-22,0.13882815839278181,0.0,0.0,174.2751895477765,0.0,161,40.41174279884675,40.0,1.5861660415758596e-22,0.13882815839278181,WANDER,0.55,0,0,0,0,looming_escape
162,3.24,40.41459178067114,40.0,1.5848678949379567e-22,0.14244909121934543,0.0,0.0,174.2751895477765,0.0,162,40.41459178067114,40.0,1.5848678949379567e-22,0.14244909121934543,WANDER,0.55,0,0,0,0,looming_escape
163,3.2600000000000002,40.417499126581,40.0,1.5836390945482515e-22,0.14536729549308866,0.0,0.0,174.2751895477765,0.0,163,40.417499126581,40.0,1.5836390945482515e-22,0.14536729549308866,WANDER,0.55,0,0,0,0,looming_escape
164,3.2800000000000002,40.420434661798815,40.0,1.587684453897024e-22,0.146776760890621,0.0,0.0,174.2751895477765,0.0,164,40.420434661798815,40.0,1.587684453897024e-22,0.146776760890621,WANDER,0.55,0,0,0,0,looming_escape
165,3.3000000000000003,40.423355290423125,40.0,1.5915458918369773e-22,0.1460314312155217,0.0,0.0,174.2751895477765,0.0,165,40.423355290423125,40.0,1.5915458918369773e-22,0.1460314312155217,WANDER,0.55,0,0,0,0,looming_escape
166,3.3200000000000003,40.42620933271617,40.0,1.59523214463503e-22,0.14270211465221846,0.0,0.0,174.2751895477765,0.0,166,40.42620933271617,40.0,1.59523214463503e-22,0.14270211465221846,WANDER,0.55,0,0,0,0,looming_escape
167,3.34,40.42894161212669,40.0,1.5987515335854226e-22,0.13661397052605592,0.0,0.0,174.2751895477765,0.0,167,40.42894161212669,40.0,1.5987515335854226e-22,0.13661397052605592,WANDER,0.55,0,0,0,0,looming_escape
168,3.36,40.43160304171553,40.0,1.6021119847209188e-22,0.13307147944216366,0.0,0.0,174.2751895477765,0.0,168,40.43160304171553,40.0,1.6021119847209188e-22,0.13307147944216366,WANDER,0.55,0,0,0,0,looming_escape
169,3.38,40.43425090299628,40.0,1.6053210475877263e-22,0.13239306403743462,0.0,0.0,174.2751895477765,0.0,169,40.43425090299628,40.0,1.6053210475877263e-22,0.13239306403743462,WANDER,0.55,0,0,0,0,looming_escape
170,3.4,40.43693036407649,40.0,1.6109899668471423e-22,0.13397305401040763,0.0,0.0,174.2751895477765,0.0,170,40.43693036407649,40.0,1.6109899668471423e-22,0.13397305401040763,WANDER,0.55,0,0,0,0,looming_escape
171,3.42,40.43967102377344,40.0,1.6163981200406582e-22,0.13703298484755147,0.0,0.0,174.2751895477765,0.0,171,40.43967102377344,40.0,1.6163981200406582e-22,0.13703298484755147,WANDER,0.55,0,0,0,0,looming_escape
172,3.44,40.44248482675788,40.0,1.6215578935564044e-22,0.14069014922174403,0.0,0.0,174.2751895477765,0.0,172,40.44248482675788,40.0,1.6215578935564044e-22,0.14069014922174403,WANDER,0.55,0,0,0,0,looming_escape
173,3.46,40.445365538147584,40.0,1.6316891928661442e-22,0.14403556948546845,0.0,0.0,174.2751895477765,0.0,173,40.445365538147584,40.0,1.6316891928661442e-22,0.14403556948546845,WANDER,0.55,0,0,0,0,looming_escape
174,3.48,40.448289825889255,40.0,1.6413483119349434e-22,0.14621438708366266,0.0,0.0,174.2751895477765,0.0,174,40.448289825889255,40.0,1.6413483119349434e-22,0.14621438708366266,WANDER,0.55,0,0,0,0,looming_escape
175,3.5,40.451219854845455,40.0,1.6505576793242467e-22,0.1465014478099132,0.0,0.0,174.2751895477765,0.0,175,40.451219854845455,40.0,1.6505576793242467e-22,0.1465014478099132,WANDER,0.55,0,0,0,0,looming_escape
176,3.52,40.45410716071206,40.0,1.6645467656758993e-22,0.1443652933303365,0.0,0.0,174.2751895477765,0.0,176,40.45410716071206,40.0,1.6645467656758993e-22,0.1443652933303365,WANDER,0.55,0,0,0,0,looming_escape
177,3.54,40.45689745692319,40.0,1.6778809757794704e-22,0.13951481055623946,0.0,0.0,174.2751895477765,0.0,177,40.45689745692319,40.0,1.6778809757794704e-22,0.13951481055623946,WANDER,0.55,0,0,0,0,looming_escape
178,3.56,40.45958843573103,40.0,1.6905914162567436e-22,0.13454894039204876,0.0,0.0,174.2751895477765,0.0,178,40.45958843573103,40.0,1.6905914162567436e-22,0.13454894039204876,WANDER,0.55,0,0,0,0,looming_escape
179,3.58,40.46224137473364,40.0,1.7027077161649683e-22,0.13264695013054495,0.0,0.0,174.2751895477765,0.0,179,40.46224137473364,40.0,1.7027077161649683e-22,0.13264695013054495,WANDER,0.55,0,0,0,0,looming_escape
180,3.6,40.46490733628638,40.0,1.7142580971811741e-22,0.13329807763712895,0.0,0.0,174.2751895477765,0.0,180,40.46490733628638,40.0,1.7142580971811741e-22,0.13329807763712895,WANDER,0.55,0,0,0,0,looming_escape
181,3.62,40.467623195816216,40.0,1.7278734941712666e-22,0.13579297649162436,0.0,0.0,174.2751895477765,0.0,181,40.467623195816216,40.0,1.7278734941712666e-22,0.13579297649162436,WANDER,0.55,0,0,0,0,looming_escape
182,3.64,40.470408916430586,40.0,1.7408520395966265e-22,0.13928603071836398,0.0,0.0,174.2751895477765,0.0,182,40.470408916430586,40.0,1.7408520395966265e-22,0.13928603071836398,WANDER,0.55,0,0,0,0,looming_escape
183,3.66,40.47326631578609,40.0,1.7532239839065787e-22,0.14286996777520786,0.0,0.0,174.2751895477765,0.0,183,40.47326631578609,40.0,1.7532239839065787e-22,0.14286996777520786,WANDER,0.55,0,0,0,0,looming_escape
184,3.68,40.47617943713064,40.0,1.7650181406541047e-22,0.14565606722751773,0.0,0.0,174.2751895477765,0.0,184,40.47617943713064,40.0,1.7650181406541047e-22,0.14565606722751773,WANDER,0.55,0,0,0,0,looming_escape
185,3.7,40.47911649233467,40.0,1.77626195474842e-22,0.146852760201408,0.0,0.0,174.2751895477765,0.0,185,40.47911649233467,40.0,1.77626195474842e-22,0.146852760201408,WANDER,0.55,0,0,0,0,looming_escape
186,3.72,40.48203320352124,40.0,1.7843775137470176e-22,0.14583555932864342,0.0,0.0,174.2751895477765,0.0,186,40.48203320352124,40.0,1.7843775137470176e-22,0.14583555932864342,WANDER,0.55,0,0,0,0,looming_escape
187,3.74,40.4848772442708,40.0,1.7921171890468036e-22,0.14220203747781665,0.0,0.0,174.2751895477765,0.0,187,40.4848772442708,40.0,1.7921171890468036e-22,0.14220203747781665,WANDER,0.55,0,0,0,0,looming_escape
188,3.7600000000000002,40.487593382594824,40.0,1.7994988351234717e-22,0.13580691620134897,0.0,0.0,174.2751895477765,0.0,188,40.487593382594824,40.0,1.7994988351234717e-22,0.13580691620134897,WANDER,0.55,0,0,0,0,looming_escape
189,3.7800000000000002,40.490245724574606,40.0,1.8091435120836546e-22,0.13261709898914129,0.0,0.0,174.2751895477765,0.0,189,40.490245724574606,40.0,1.8091435120836546e-22,0.13261709898914129,WANDER,0.55,0,0,0,0,looming_escape
190,3.8000000000000003,40.4928904036968,40.0,1.8209440003990603e-22,0.13223395610961614,0.0,0.0,174.2751895477765,0.0,190,40.4928904036968,40.0,1.8209440003990603e-22,0.13223395610961614,WANDER,0.55,0,0,0,0,looming_escape
191,3.8200000000000003,40.49557099815123,40.0,1.8269860123133866e-22,0.13402972272146702,0.0,0.0,174.2751895477765,0.0,191,40.49557099815123,40.0,1.8269860123133866e-22,0.13402972272146702,WANDER,0.55,0,0,0,0,looming_escape
192,3.84,40.49831521373414,40.0,1.8327506340154043e-22,0.13721077914533958,0.0,0.0,174.2751895477765,0.0,192,40.49831521373414,40.0,1.8327506340154043e-22,0.13721077914533958,WANDER,0.55,0,0,0,0,looming_escape
193,3.86,40.50113296517514,40.0,1.843459148977267e-22,0.14088757204994745,0.0,0.0,174.2751895477765,0.0,193,40.50113296517514,40.0,1.843459148977267e-22,0.14088757204994745,WANDER,0.55,0,0,0,0,looming_escape
194,3.88,40.50401602937953,40.0,1.8588772711464825e-22,0.14415321021952957,0.0,0.0,174.2751895477765,0.0,194,40.50401602937953,40.0,1.8588772711464825e-22,0.14415321021952957,WANDER,0.55,0,0,0,0,looming_escape
195,3.9,40.50693930287512,40.0,1.863157520746843e-22,0.14616367477958112,0.0,0.0,174.2751895477765,0.0,195,40.50693930287512,40.0,1.863157520746843e-22,0.14616367477958112,WANDER,0.55,0,0,0,0,looming_escape
196,3.92,40.50986355165335,40.0,1.8672440638448085e-22,0.14621243891173508,0.0,0.0,174.2751895477765,0.0,196,40.50986355165335,40.0,1.8672440638448085e-22,0.14621243891173508,WANDER,0.55,0,0,0,0,looming_escape
197,3.94,40.51273940753732,40.0,1.8633339403436383e-22,0.14379279419822896,0.0,0.0,174.2751895477765,0.0,197,40.51273940753732,40.0,1.8633339403436383e-22,0.14379279419822896,WANDER,0.55,0,0,0,0,looming_escape
198,3.96,40.51551225323163,40.0,1.859618329746371e-22,0.13864228471551499,0.0,0.0,174.2751895477765,0.0,198,40.51551225323163,40.0,1.859618329746371e-22,0.13864228471551499,WANDER,0.55,0,0,0,0,looming_escape
199,3.98,40.51819308337346,40.0,1.8508798852530017e-22,0.13404150709154936,0.0,0.0,174.2751895477765,0.0,199,40.51819308337346,40.0,1.8508798852530017e-22,0.13404150709154936,WANDER,0.55,0,0,0,0,looming_escape
200,4.0,40.52084226262388,40.0,1.8425647500333148e-22,0.13245896252089323,0.0,0.0,174.2751895477765,0.0,200,40.52084226262388,40.0,1.8425647500333148e-22,0.13245896252089323,WANDER,0.55,0,0,0,0,looming_escape
