trial_id,condition,seed,success,killed,ttf,distance,initial_euclidean,pte,tortuosity,upwind_fidelity,satiety_auc,escapes_count
461,DELTA_LC4,40102,0,1,50,140.12,42.65,0.3044,8.3563,0.5506,0.5485,0
462,DELTA_LC4,40103,0,1,277,624.34,48.67,0.078,17.5406,0.0067,0.5469,0
463,DELTA_LC4,40104,1,0,29,48.16,49.43,1.0,1.0102,0.9847,0.5497,0
464,DELTA_LC4,40105,0,1,66,206.68,45.66,0.2209,9.0248,0.5398,0.5486,0
465,DELTA_LC4,40106,0,1,8,31.36,48.11,1.0,1.909,0.9734,0.5444,0
466,DELTA_LC4,40107,0,1,9,44.51,43.65,0.9807,1.0024,0.9789,0.5449,0
467,DELTA_LC4,40108,0,1,15,42.71,49.41,1.0,5.5241,0.9855,0.5467,0
468,DELTA_LC4,40109,0,1,10,52.46,48.35,0.9216,1.0799,0.9858,0.5454,0
469,DELTA_LC4,40110,0,1,10,25.9,46.37,1.0,1.8355,0.9938,0.5454,0
470,DELTA_LC4,40111,0,1,9,30.29,50.03,1.0,1.0019,0.9974,0.5449,0
471,DELTA_LC4,40112,0,1,59,155.81,49.15,0.3155,5.2018,0.818,0.5486,0
472,DELTA_LC4,40113,0,1,47,147.8,47.74,0.323,24.2517,0.7074,0.5485,0
473,DELTA_LC4,40114,0,1,9,30.87,49.66,1.0,3.2067,0.9684,0.5449,0
474,DELTA_LC4,40115,0,1,10,22.84,45.03,1.0,1.1394,0.9381,0.5454,0
475,DELTA_LC4,40116,0,1,15,59.04,50.69,0.8586,1.0031,0.9567,0.5467,0
476,DELTA_LC4,40117,0,1,71,141.36,45.49,0.3218,3.5068,0.548,0.5486,0
477,DELTA_LC4,40118,0,1,65,183.97,46.91,0.255,14.2675,0.6316,0.5486,0
478,DELTA_LC4,40119,0,1,10,35.23,48.07,1.0,1.2677,0.9755,0.5454,0
479,DELTA_LC4,40120,0,1,10,28.1,45.77,1.0,1.0208,0.9965,0.5454,0
480,DELTA_LC4,40121,1,0,27,44.41,44.31,0.9976,1.0054,0.9948,0.5497,0
481,DELTA_LC4,40122,0,1,64,178.4,44.01,0.2467,57.8771,0.6213,0.5486,0
482,DELTA_LC4,40123,0,1,64,192.97,50.88,0.2636,24.6316,0.5284,0.5486,0
483,DELTA_LC4,40124,0,1,10,44.34,49.94,1.0,1.6611,0.9386,0.5454,0
484,DELTA_LC4,40125,0,1,50,154.87,46.2,0.2983,4.6323,0.5724,0.5485,0
485,DELTA_LC4,40126,0,1,10,41.41,47.51,1.0,1.8386,0.9456,0.5454,0
486,DELTA_LC4,40127,0,1,10,32.55,45.41,1.0,1.1228,0.983,0.5454,0
487,DELTA_LC4,40128,0,1,10,38.91,49.06,1.0,1.4253,0.9726,0.5454,0
488,DELTA_LC4,40129,0,1,10,20.14,48.63,1.0,1.445,0.9817,0.5454,0
489,DELTA_LC4,40130,0,1,10,30.82,46.18,1.0,1.3287,0.994,0.5454,0
490,DELTA_LC4,40131,0,1,71,184.28,48.24,0.2618,12.2303,0.5954,0.5486,0
491,DELTA_LC4,40132,0,1,15,38.01,47.45,1.0,1.7218,0.9423,0.5467,0
492,DELTA_LC4,40133,0,1,50,120.56,47.24,0.3918,2.6667,0.6341,0.5485,0
493,DELTA_LC4,40134,0,1,8,32.8,43.85,1.0,1.2251,0.9643,0.5444,0
494,DELTA_LC4,40135,1,0,28,46.28,48.03,1.0,1.0104,0.9899,0.5497,0
495,DELTA_LC4,40136,0,1,238,525.88,47.86,0.091,11.0776,0.0957,0.5473,0
496,DELTA_LC4,40137,0,1,15,46.78,47.44,1.0,11.8205,0.9923,0.5467,0
497,DELTA_LC4,40138,0,1,15,51.61,47.16,0.9139,2.5052,0.9849,0.5467,0
498,DELTA_LC4,40139,0,1,10,46.75,48.79,1.0,1.0954,0.9291,0.5454,0
499,DELTA_LC4,40140,0,1,10,54.9,43.73,0.7966,1.0249,0.9923,0.5454,0
500,DELTA_LC4,40141,0,1,71,184.53,43.68,0.2367,8.2842,0.5878,0.5486,0
501,DELTA_OFF,50042,0,1,86,257.13,51.02,0.1984,20.8106,0.4945,0.5485,30
502,DELTA_OFF,50043,1,0,157,374.83,45.85,0.1223,8.5579,0.1298,0.5483,60
503,DELTA_OFF,50044,0,1,307,783.13,46.68,0.0596,33.3093,0.0159,0.5465,90
504,DELTA_OFF,50045,0,1,174,447.2,44.2,0.0988,37.6052,0.2023,0.5478,60
505,DELTA_OFF,50046,0,1,44,173.08,46.37,0.2679,7.1454,0.0797,0.5484,30
506,DELTA_OFF,50047,0,1,278,705.45,46.73,0.0662,37.8835,-0.0153,0.5468,90
507,DELTA_OFF,50048,0,1,142,379.61,44.56,0.1174,13.107,0.2765,0.5481,60
508,DELTA_OFF,50049,1,0,210,485.77,44.65,0.0919,11.7208,0.111,0.5477,60
509,DELTA_OFF,50050,0,1,148,387.49,43.92,0.1133,17.9056,0.2746,0.5481,60
510,DELTA_OFF,50051,0,1,46,176.32,47.24,0.2679,6.3072,0.1706,0.5484,30
511,DELTA_OFF,50052,0,1,48,163.41,48.78,0.2985,13.8737,0.0534,0.5485,30
512,DELTA_OFF,50053,1,0,169,384.84,48.99,0.1273,8.4058,0.1811,0.5482,45
513,DELTA_OFF,50054,0,1,45,171.73,50.95,0.2967,7.8325,0.1728,0.5484,30
514,DELTA_OFF,50055,0,1,88,243.48,49.43,0.203,6.8601,0.3646,0.5485,30
515,DELTA_OFF,50056,0,1,100,300.7,48.1,0.16,31.9982,0.4653,0.5484,40
516,DELTA_OFF,50057,1,0,94,285.14,46.37,0.1626,6.2524,0.122,0.5485,41
517,DELTA_OFF,50058,0,1,59,153.27,47.4,0.3093,8.4467,0.3134,0.5485,31
518,DELTA_OFF,50059,0,1,133,407.88,46.89,0.115,61.9904,0.3141,0.5482,60
519,DELTA_OFF,50060,0,0,400,884.91,45.44,0.0513,34.5096,-0.0409,0.5457,60
520,DELTA_OFF,50061,0,1,50,150.54,47.73,0.3171,12.7753,0.0929,0.5485,30
521,DELTA_OFF,50062,0,1,363,945.3,50.1,0.053,26.5037,-0.0134,0.546,120
522,DELTA_OFF,50063,0,1,122,349.38,50.25,0.1438,9.6692,0.1341,0.5483,60
523,DELTA_OFF,50064,0,1,150,397.04,45.16,0.1137,81.8521,0.0002,0.5481,60
524,DELTA_OFF,50065,0,1,47,150.73,48.8,0.3238,5.0997,0.2017,0.5485,30
525,DELTA_OFF,50066,0,1,52,171.78,47.19,0.2747,41.3868,0.397,0.5485,30
526,DELTA_OFF,50067,0,1,45,181.38,49.87,0.275,6.179,0.1189,0.5484,30
527,DELTA_OFF,50068,0,1,118,323.99,50.0,0.1543,8.5265,0.1589,0.5483,60
528,DELTA_OFF,50069,0,1,82,194.55,51.63,0.2654,9.4062,0.0261,0.5485,30
529,DELTA_OFF,50070,0,1,47,180.22,49.46,0.2744,5.6037,0.0215,0.5485,30
530,DELTA_OFF,50071,0,1,83,254.77,44.05,0.1729,8.64,0.3586,0.5485,30
531,DELTA_OFF,50072,0,1,139,379.24,45.63,0.1203,22.4214,0.1335,0.5482,60
532,DELTA_OFF,50073,0,1,50,179.76,46.95,0.2612,3.8543,0.3739,0.5485,30
533,DELTA_OFF,50074,0,1,138,374.42,48.43,0.1293,19.3969,0.0737,0.5482,60
534,DELTA_OFF,50075,0,1,153,428.03,48.12,0.1124,15.7822,0.1144,0.548,60
535,DELTA_OFF,50076,0,1,55,191.27,45.97,0.2403,5.6726,-0.07,0.5485,30
536,DELTA_OFF,50077,0,0,400,942.03,47.14,0.05,24.1725,-0.0442,0.5457,150
537,DELTA_OFF,50078,0,1,51,190.43,47.16,0.2477,7.9444,0.2864,0.5485,30
538,DELTA_OFF,50079,0,1,75,240.49,47.63,0.1981,6.1992,-0.1061,0.5485,30
539,DELTA_OFF,50080,0,0,400,645.42,44.31,0.0687,13.7099,-0.0447,0.5458,60
540,DELTA_OFF,50081,0,1,310,789.94,48.45,0.0613,26.6291,0.1012,0.5465,120
541,DELTA_OFF,50082,0,1,70,224.52,49.02,0.2183,4.5859,0.4678,0.5486,30
542,DELTA_OFF,50083,0,1,220,567.03,48.52,0.0856,9.9366,0.159,0.5474,90
543,DELTA_OFF,50084,0,1,80,272.53,44.7,0.164,13.9189,0.4123,0.5485,30
544,DELTA_OFF,50085,0,1,78,241.56,48.28,0.1999,8.657,0.1259,0.5485,30
545,DELTA_OFF,50086,0,1,164,415.28,45.27,0.109,10.6328,0.1061,0.5479,60
546,DELTA_OFF,50087,0,1,252,631.87,46.49,0.0736,42.946,-0.0251,0.5471,90
547,DELTA_OFF,50088,0,1,52,190.92,44.48,0.233,3.9864,0.2759,0.5485,30
548,DELTA_OFF,50089,0,0,400,919.58,48.09,0.0523,22.3442,0.0255,0.5457,120
549,DELTA_OFF,50090,0,1,62,178.7,48.86,0.2734,6.4172,0.1498,0.5485,30
550,DELTA_OFF,50091,0,1,253,604.25,45.77,0.0757,29.9561,0.1632,0.5471,91
551,DELTA_OFF,50092,0,1,249,625.77,45.14,0.0721,15.346,0.0267,0.5471,91
552,DELTA_OFF,50093,0,1,44,180.89,43.0,0.2377,4.4497,0.0958,0.5484,30
553,DELTA_OFF,50094,0,1,47,163.8,46.72,0.2852,11.0691,-0.0397,0.5485,30
554,DELTA_OFF,50095,0,1,141,360.22,44.97,0.1249,8.6815,0.3048,0.5481,60
555,DELTA_OFF,50096,0,1,134,364.26,50.86,0.1396,9.4956,0.3104,0.5482,60
556,DELTA_OFF,50097,0,1,140,404.5,48.27,0.1193,16.8836,0.0817,0.5481,60
557,DELTA_OFF,50098,0,1,80,246.23,48.47,0.1968,7.1994,0.1179,0.5485,30
558,DELTA_OFF,50099,0,0,400,904.55,49.25,0.0544,11.6835,0.1123,0.5457,60
559,DELTA_OFF,50100,0,0,400,430.52,45.48,0.1056,10.555,-0.1051,0.5458,60
560,DELTA_OFF,50101,0,1,46,158.04,46.32,0.2931,11.9033,0.3782,0.5485,30
561,DELTA_OFF,50102,0,1,55,191.8,47.72,0.2488,5.4967,0.458,0.5485,30
562,DELTA_OFF,50103,0,1,109,324.08,42.93,0.1325,10.5792,0.0243,0.5484,51
563,DELTA_OFF,50104,0,1,45,171.14,46.78,0.2733,5.3614,0.0875,0.5484,30
564,DELTA_OFF,50105,0,1,81,259.06,45.28,0.1748,22.1428,0.4866,0.5485,30
565,DELTA_OFF,50106,0,1,86,280.76,50.97,0.1815,9.7483,0.4303,0.5485,30
566,DELTA_OFF,50107,0,1,142,377.89,45.28,0.1198,9.4472,0.3215,0.5481,60
567,DELTA_OFF,50108,0,1,82,244.14,47.48,0.1945,7.7783,0.0664,0.5485,30
568,DELTA_OFF,50109,0,1,126,337.05,45.27,0.1343,7.1026,0.0927,0.5483,60
569,DELTA_OFF,50110,0,1,142,365.8,43.8,0.1197,6.9663,0.3287,0.5481,60
570,DELTA_OFF,50111,1,0,146,354.95,45.29,0.1276,7.5765,0.2012,0.5484,60
571,DELTA_OFF,50112,0,1,53,181.1,46.11,0.2546,5.1671,0.3307,0.5485,30
572,DELTA_OFF,50113,0,1,45,176.0,48.79,0.2772,4.6021,0.1442,0.5484,30
573,DELTA_OFF,50114,0,1,86,258.47,50.18,0.1942,5.6074,0.0544,0.5485,30
574,DELTA_OFF,50115,0,1,131,359.29,50.3,0.14,14.4073,0.0867,0.5482,60
575,DELTA_OFF,50116,0,1,37,173.31,48.93,0.2823,4.3687,-0.0671,0.5483,30
576,DELTA_OFF,50117,0,1,50,146.21,50.14,0.3429,7.0008,0.2615,0.5485,31
577,DELTA_OFF,50118,0,1,87,268.5,47.23,0.1759,18.3974,0.4394,0.5485,30
578,DELTA_OFF,50119,0,1,333,805.62,49.3,0.0612,82.581,0.0523,0.5463,120
579,DELTA_OFF,50120,0,1,256,595.35,47.78,0.0803,36.0269,-0.0665,0.5471,90
580,DELTA_OFF,50121,0,1,49,166.34,48.26,0.2901,3.5536,0.0022,0.5485,30
581,DELTA_OFF,50122,0,0,400,918.74,45.46,0.0495,20.8196,0.0466,0.5457,60
582,DELTA_OFF,50123,0,1,85,269.13,49.97,0.1857,8.3904,0.0158,0.5485,30
583,DELTA_OFF,50124,0,1,125,327.28,45.39,0.1387,8.0526,0.0909,0.5483,61
584,DELTA_OFF,50125,0,1,343,851.48,50.63,0.0595,23.5794,0.14,0.5462,120
585,DELTA_OFF,50126,0,1,115,366.69,46.66,0.1272,34.8662,0.2399,0.5483,60
586,DELTA_OFF,50127,0,1,103,314.5,47.06,0.1497,15.8679,0.5164,0.5484,44
587,DELTA_OFF,50128,0,1,242,639.52,48.85,0.0764,14.1283,0.0149,0.5472,86
588,DELTA_OFF,50129,0,1,42,160.0,47.69,0.2981,4.1255,0.1209,0.5484,30
589,DELTA_OFF,50130,0,1,137,365.96,48.53,0.1326,9.5361,0.0486,0.5482,60
590,DELTA_OFF,50131,0,1,48,174.1,43.94,0.2524,7.1171,0.2983,0.5485,30
591,DELTA_OFF,50132,0,1,130,362.07,50.43,0.1393,8.7641,0.2803,0.5482,60
592,DELTA_OFF,50133,0,1,60,171.08,45.59,0.2665,4.9666,0.1251,0.5485,30
593,DELTA_OFF,50134,1,0,219,511.49,44.78,0.0875,11.1022,0.0335,0.5476,60
594,DELTA_OFF,50135,0,1,52,195.31,47.7,0.2442,4.9871,0.0927,0.5485,30
595,DELTA_OFF,50136,0,1,68,210.44,49.92,0.2372,15.1282,0.0411,0.5486,30
596,DELTA_OFF,50137,0,1,84,236.38,49.49,0.2094,7.8032,0.4316,0.5485,30
597,DELTA_OFF,50138,0,0,400,794.22,48.66,0.0613,40.3094,-0.0311,0.5457,90
598,DELTA_OFF,50139,0,1,129,344.78,45.25,0.1312,19.1767,0.0347,0.5482,60
599,DELTA_OFF,50140,1,0,109,243.07,48.28,0.1986,5.1348,0.3608,0.5488,30
600,DELTA_OFF,50141,0,1,60,163.19,47.16,0.289,4.3058,0.3359,0.5486,30
