step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,gap_width,probing,crossing_success,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
111,2.22,20.27256090903241,10.0,1.6594546085233512e-22,0.14495631744696566,0.0,0.0,3.5,0.0,0.0,111,20.27256090903241,10.0,1.6594546085233512e-22,0.14495631744696566,WANDER,0.55,0,0,0,0,gap_crossing
112,2.24,20.275480405160604,10.0,1.6464865639378614e-22,0.1459748064096103,0.0,0.0,3.5,0.0,0.0,112,20.275480405160604,10.0,1.6464865639378614e-22,0.1459748064096103,WANDER,0.55,0,0,0,0,gap_crossing
113,2.2600000000000002,20.278374820389107,10.0,1.634141362437055e-22,0.1447207614252211,0.0,0.0,3.5,0.0,0.0,113,20.278374820389107,10.0,1.634141362437055e-22,0.1447207614252211,WANDER,0.55,0,0,0,0,gap_crossing
114,2.2800000000000002,20.281191204566085,10.0,1.6223894189744097e-22,0.14081920884892923,0.0,0.0,3.5,0.0,0.0,114,20.281191204566085,10.0,1.6223894189744097e-22,0.14081920884892923,WANDER,0.55,0,0,0,0,gap_crossing
115,2.3000000000000003,20.2838874014302,10.0,1.6112025537931129e-22,0.13480984320570147,0.0,0.0,3.5,0.0,0.0,115,20.2838874014302,10.0,1.6112025537931129e-22,0.13480984320570147,WANDER,0.55,0,0,0,0,gap_crossing
116,2.32,20.286526998872635,10.0,1.603157979393335e-22,0.13197987212178772,0.0,0.0,3.5,0.0,0.0,116,20.286526998872635,10.0,1.603157979393335e-22,0.13197987212178772,WANDER,0.55,0,0,0,0,gap_crossing
117,2.34,20.28916491103134,10.0,1.5955026576830944e-22,0.13189560793526373,0.0,0.0,3.5,0.0,0.0,117,20.28916491103134,10.0,1.5955026576830944e-22,0.13189560793526373,WANDER,0.55,0,0,0,0,gap_crossing
118,2.36,20.29184306636651,10.0,1.5830099917225685e-22,0.1339077667585246,0.0,0.0,3.5,0.0,0.0,118,20.29184306636651,10.0,1.5830099917225685e-22,0.1339077667585246,WANDER,0.55,0,0,0,0,gap_crossing
119,2.38,20.29458723391267,10.0,1.5685132602048309e-22,0.13720837730795038,0.0,0.0,3.5,0.0,0.0,119,20.29458723391267,10.0,1.5685132602048309e-22,0.13720837730795038,WANDER,0.55,0,0,0,0,gap_crossing
120,2.4,20.297405273943546,10.0,1.5547114355237087e-22,0.14090200154395474,0.0,0.0,3.5,0.0,0.0,120,20.297405273943546,10.0,1.5547114355237087e-22,0.14090200154395474,WANDER,0.55,0,0,0,0,gap_crossing
121,2.42,20.300286971326216,10.0,1.5415715096044627e-22,0.1440848691334977,0.0,0.0,3.5,0.0,0.0,121,20.300286971326216,10.0,1.5415715096044627e-22,0.1440848691334977,WANDER,0.55,0,0,0,0,gap_crossing
122,2.44,20.303205467671464,10.0,1.529062042255904e-22,0.1459248172623602,0.0,0.0,3.5,0.0,0.0,122,20.303205467671464,10.0,1.529062042255904e-22,0.1459248172623602,WANDER,0.55,0,0,0,0,gap_crossing
123,2.46,20.30612016477407,10.0,1.5171530866959245e-22,0.1457348551303206,0.0,0.0,3.5,0.0,0.0,123,20.30612016477407,10.0,1.5171530866959245e-22,0.1457348551303206,WANDER,0.55,0,0,0,0,gap_crossing
124,2.48,20.308980839674906,10.0,1.513628279770171e-22,0.143033745041679,0.0,0.0,3.5,0.0,0.0,124,20.308980839674906,10.0,1.513628279770171e-22,0.143033745041679,WANDER,0.55,0,0,0,0,gap_crossing
125,2.5,20.311732602833757,10.0,1.5050699291418692e-22,0.13758815794255863,0.0,0.0,3.5,0.0,0.0,125,20.311732602833757,10.0,1.5050699291418692e-22,0.13758815794255863,WANDER,0.55,0,0,0,0,gap_crossing
126,2.52,20.314399818149937,10.0,1.4969246866966096e-22,0.13336076580900372,0.0,0.0,3.5,0.0,0.0,126,20.314399818149937,10.0,1.4969246866966096e-22,0.13336076580900372,WANDER,0.55,0,0,0,0,gap_crossing
127,2.54,20.31704186317172,10.0,1.4891729297956978e-22,0.13210225108916582,0.0,0.0,3.5,0.0,0.0,127,20.31704186317172,10.0,1.4891729297956978e-22,0.13210225108916582,WANDER,0.55,0,0,0,0,gap_crossing
128,2.56,20.31970692612702,10.0,1.481795967875777e-22,0.13325314776483807,0.0,0.0,3.5,0.0,0.0,128,20.31970692612702,10.0,1.481795967875777e-22,0.13325314776483807,WANDER,0.55,0,0,0,0,gap_crossing
129,2.58,20.32242828414774,10.0,1.4747759981752504e-22,0.13606790103604496,0.0,0.0,3.5,0.0,0.0,129,20.32242828414774,10.0,1.4747759981752504e-22,0.13606790103604496,WANDER,0.55,0,0,0,0,gap_crossing
130,2.6,20.325221893182064,10.0,1.4680960635636966e-22,0.13968045171618965,0.0,0.0,3.5,0.0,0.0,130,20.325221893182064,10.0,1.4680960635636966e-22,0.13968045171618965,WANDER,0.55,0,0,0,0,gap_crossing
131,2.62,20.328085507230977,10.0,1.4617400123743894e-22,0.14318070244561926,0.0,0.0,3.5,0.0,0.0,131,20.328085507230977,10.0,1.4617400123743894e-22,0.14318070244561926,WANDER,0.55,0,0,0,0,gap_crossing
132,2.64,20.330999407166555,10.0,1.4661086750189108e-22,0.14569499677889192,0.0,0.0,3.5,0.0,0.0,132,20.330999407166555,10.0,1.4661086750189108e-22,0.14569499677889192,WANDER,0.55,0,0,0,0,gap_crossing
133,2.66,20.33392867480644,10.0,1.4702775104707147e-22,0.14646338199418826,0.0,0.0,3.5,0.0,0.0,133,20.33392867480644,10.0,1.4702775104707147e-22,0.14646338199418826,WANDER,0.55,0,0,0,0,gap_crossing
134,2.68,20.33682680911431,10.0,1.4742560105214556e-22,0.14490671539342817,0.0,0.0,3.5,0.0,0.0,134,20.33682680911431,10.0,1.4742560105214556e-22,0.14490671539342817,WANDER,0.55,0,0,0,0,gap_crossing
135,2.7,20.339640360833624,10.0,1.483261323539753e-22,0.1406775859657626,0.0,0.0,3.5,0.0,0.0,135,20.339640360833624,10.0,1.483261323539753e-22,0.1406775859657626,WANDER,0.55,0,0,0,0,gap_crossing
136,2.72,20.342340435084033,10.0,1.4918471173499285e-22,0.13500371252039195,0.0,0.0,3.5,0.0,0.0,136,20.342340435084033,10.0,1.4918471173499285e-22,0.13500371252039195,WANDER,0.55,0,0,0,0,gap_crossing
137,2.74,20.34498992496184,10.0,1.500033319114368e-22,0.13247449389034036,0.0,0.0,3.5,0.0,0.0,137,20.34498992496184,10.0,1.500033319114368e-22,0.13247449389034036,WANDER,0.55,0,0,0,0,gap_crossing
138,2.7600000000000002,20.347642525294717,10.0,1.507838909455244e-22,0.13263001664380206,0.0,0.0,3.5,0.0,0.0,138,20.347642525294717,10.0,1.507838909455244e-22,0.13263001664380206,WANDER,0.55,0,0,0,0,gap_crossing
139,2.7800000000000002,20.350338529501684,10.0,1.5152819674151756e-22,0.13480021034840525,0.0,0.0,3.5,0.0,0.0,139,20.350338529501684,10.0,1.5152819674151756e-22,0.13480021034840525,WANDER,0.55,0,0,0,0,gap_crossing
140,2.8000000000000003,20.35310180199132,10.0,1.5275878207193273e-22,0.1381636244817682,0.0,0.0,3.5,0.0,0.0,140,20.35310180199132,10.0,1.5275878207193273e-22,0.1381636244817682,WANDER,0.55,0,0,0,0,gap_crossing
141,2.82,20.355938199209938,10.0,1.5393179280291287e-22,0.1418198609310458,0.0,0.0,3.5,0.0,0.0,141,20.355938199209938,10.0,1.5393179280291287e-22,0.1418198609310458,WANDER,0.55,0,0,0,0,gap_crossing
142,2.84,20.358835582315525,10.0,1.5452915298422423e-22,0.1448691552793526,0.0,0.0,3.5,0.0,0.0,142,20.358835582315525,10.0,1.5452915298422423e-22,0.1448691552793526,WANDER,0.55,0,0,0,0,gap_crossing
143,2.86,20.361765421481273,10.0,1.5509896187294805e-22,0.14649195828742403,0.0,0.0,3.5,0.0,0.0,143,20.361765421481273,10.0,1.5509896187294805e-22,0.14649195828742403,WANDER,0.55,0,0,0,0,gap_crossing
144,2.88,20.364685848862923,10.0,1.5564252815548222e-22,0.14602136908241836,0.0,0.0,3.5,0.0,0.0,144,20.364685848862923,10.0,1.5564252815548222e-22,0.14602136908241836,WANDER,0.55,0,0,0,0,gap_crossing
145,2.9,20.36754588713399,10.0,1.5590069298376727e-22,0.14300191355331968,0.0,0.0,3.5,0.0,0.0,145,20.36754588713399,10.0,1.5590069298376727e-22,0.14300191355331968,WANDER,0.55,0,0,0,0,gap_crossing
146,2.92,20.370290474887543,10.0,1.5666820159857295e-22,0.13722938767776416,0.0,0.0,3.5,0.0,0.0,146,20.370290474887543,10.0,1.5666820159857295e-22,0.13722938767776416,WANDER,0.55,0,0,0,0,gap_crossing
147,2.94,20.372957273779612,10.0,1.5792091505777452e-22,0.13333994460337803,0.0,0.0,3.5,0.0,0.0,147,20.372957273779612,10.0,1.5792091505777452e-22,0.13333994460337803,WANDER,0.55,0,0,0,0,gap_crossing
148,2.96,20.375604647947995,10.0,1.5885462490343776e-22,0.1323687084191058,0.0,0.0,3.5,0.0,0.0,148,20.375604647947995,10.0,1.5885462490343776e-22,0.1323687084191058,WANDER,0.55,0,0,0,0,gap_crossing
149,2.98,20.37827930357998,10.0,1.597448617351917e-22,0.13373278159932908,0.0,0.0,3.5,0.0,0.0,149,20.37827930357998,10.0,1.597448617351917e-22,0.13373278159932908,WANDER,0.55,0,0,0,0,gap_crossing
150,3.0,20.381012698086806,10.0,1.6059369052119706e-22,0.13666972534125182,0.0,0.0,3.5,0.0,0.0,150,20.381012698086806,10.0,1.6059369052119706e-22,0.13666972534125182,WANDER,0.55,0,0,0,0,gap_crossing
151,3.02,20.383818791383316,10.0,1.611426727717734e-22,0.1403046648254955,0.0,0.0,3.5,0.0,0.0,151,20.383818791383316,10.0,1.611426727717734e-22,0.1403046648254955,WANDER,0.55,0,0,0,0,gap_crossing
152,3.04,20.38669334241513,10.0,1.616664291253396e-22,0.14372755159055903,0.0,0.0,3.5,0.0,0.0,152,20.38669334241513,10.0,1.616664291253396e-22,0.14372755159055903,WANDER,0.55,0,0,0,0,gap_crossing
153,3.06,20.389614815267045,10.0,1.621661578120036e-22,0.14607364259585798,0.0,0.0,3.5,0.0,0.0,153,20.389614815267045,10.0,1.621661578120036e-22,0.14607364259585798,WANDER,0.55,0,0,0,0,gap_crossing
154,3.08,20.39254681460371,10.0,1.6212218940223638e-22,0.14659996683322152,0.0,0.0,3.5,0.0,0.0,154,20.39254681460371,10.0,1.6212218940223638e-22,0.14659996683322152,WANDER,0.55,0,0,0,0,gap_crossing
155,3.1,20.395441832818864,10.0,1.6129988924852993e-22,0.14475091075783603,0.0,0.0,3.5,0.0,0.0,155,20.395441832818864,10.0,1.6129988924852993e-22,0.14475091075783603,WANDER,0.55,0,0,0,0,gap_crossing
156,3.12,20.39824597343855,10.0,1.6051736189267931e-22,0.14020703098427853,0.0,0.0,3.5,0.0,0.0,156,20.39824597343855,10.0,1.6051736189267931e-22,0.14020703098427853,WANDER,0.55,0,0,0,0,gap_crossing
157,3.14,20.4009436278444,10.0,1.5977271812678638e-22,0.13488272029242218,0.0,0.0,3.5,0.0,0.0,157,20.4009436278444,10.0,1.5977271812678638e-22,0.13488272029242218,WANDER,0.55,0,0,0,0,gap_crossing
158,3.16,20.40359691730741,10.0,1.5932456385218159e-22,0.1326644731505606,0.0,0.0,3.5,0.0,0.0,158,20.40359691730741,10.0,1.5932456385218159e-22,0.1326644731505606,WANDER,0.55,0,0,0,0,gap_crossing
159,3.18,20.40625825087415,10.0,1.5889843789004278e-22,0.13306667833694472,0.0,0.0,3.5,0.0,0.0,159,20.40625825087415,10.0,1.5889843789004278e-22,0.13306667833694472,WANDER,0.55,0,0,0,0,gap_crossing
160,3.2,20.408966235678875,10.0,1.587536992673813e-22,0.13539924023624447,0.0,0.0,3.5,0.0,0.0,160,20.408966235678875,10.0,1.587536992673813e-22,0.13539924023624447,WANDER,0.55,0,0,0,0,gap_crossing
161,3.22,20.41174279884673,10.0,1.5861660415758596e-22,0.13882815839278181,0.0,0.0,3.5,0.0,0.0,161,20.41174279884673,10.0,1.5861660415758596e-22,0.13882815839278181,WANDER,0.55,0,0,0,0,gap_crossing
162,3.24,20.414591780671117,10.0,1.5848678949379567e-22,0.14244909121934543,0.0,0.0,3.5,0.0,0.0,162,20.414591780671117,10.0,1.5848678949379567e-22,0.14244909121934543,WANDER,0.55,0,0,0,0,gap_crossing
163,3.2600000000000002,20.417499126580978,10.0,1.5836390945482515e-22,0.14536729549308866,0.0,0.0,3.5,0.0,0.0,163,20.417499126580978,10.0,1.5836390945482515e-22,0.14536729549308866,WANDER,0.55,0,0,0,0,gap_crossing
164,3.2800000000000002,20.42043466179879,10.0,1.587684453897024e-22,0.146776760890621,0.0,0.0,3.5,0.0,0.0,164,20.42043466179879,10.0,1.587684453897024e-22,0.146776760890621,WANDER,0.55,0,0,0,0,gap_crossing
165,3.3000000000000003,20.4233552904231,10.0,1.5915458918369773e-22,0.1460314312155217,0.0,0.0,3.5,0.0,0.0,165,20.4233552904231,10.0,1.5915458918369773e-22,0.1460314312155217,WANDER,0.55,0,0,0,0,gap_crossing
166,3.3200000000000003,20.426209332716144,10.0,1.59523214463503e-22,0.14270211465221846,0.0,0.0,3.5,0.0,0.0,166,20.426209332716144,10.0,1.59523214463503e-22,0.14270211465221846,WANDER,0.55,0,0,0,0,gap_crossing
167,3.34,20.428941612126664,10.0,1.5987515335854226e-22,0.13661397052605592,0.0,0.0,3.5,0.0,0.0,167,20.428941612126664,10.0,1.5987515335854226e-22,0.13661397052605592,WANDER,0.55,0,0,0,0,gap_crossing
168,3.36,20.43160304171551,10.0,1.6021119847209188e-22,0.13307147944216366,0.0,0.0,3.5,0.0,0.0,168,20.43160304171551,10.0,1.6021119847209188e-22,0.13307147944216366,WANDER,0.55,0,0,0,0,gap_crossing
169,3.38,20.434250902996258,10.0,1.6053210475877263e-22,0.13239306403743462,0.0,0.0,3.5,0.0,0.0,169,20.434250902996258,10.0,1.6053210475877263e-22,0.13239306403743462,WANDER,0.55,0,0,0,0,gap_crossing
170,3.4,20.436930364076467,10.0,1.6109899668471423e-22,0.13397305401040763,0.0,0.0,3.5,0.0,0.0,170,20.436930364076467,10.0,1.6109899668471423e-22,0.13397305401040763,WANDER,0.55,0,0,0,0,gap_crossing
171,3.42,20.439671023773418,10.0,1.6163981200406582e-22,0.13703298484755147,0.0,0.0,3.5,0.0,0.0,171,20.439671023773418,10.0,1.6163981200406582e-22,0.13703298484755147,WANDER,0.55,0,0,0,0,gap_crossing
172,3.44,20.442484826757852,10.0,1.6215578935564044e-22,0.14069014922174403,0.0,0.0,3.5,0.0,0.0,172,20.442484826757852,10.0,1.6215578935564044e-22,0.14069014922174403,WANDER,0.55,0,0,0,0,gap_crossing
173,3.46,20.445365538147563,10.0,1.6316891928661442e-22,0.14403556948546845,0.0,0.0,3.5,0.0,0.0,173,20.445365538147563,10.0,1.6316891928661442e-22,0.14403556948546845,WANDER,0.55,0,0,0,0,gap_crossing
174,3.48,20.448289825889237,10.0,1.6413483119349434e-22,0.14621438708366266,0.0,0.0,3.5,0.0,0.0,174,20.448289825889237,10.0,1.6413483119349434e-22,0.14621438708366266,WANDER,0.55,0,0,0,0,gap_crossing
175,3.5,20.451219854845434,10.0,1.6505576793242467e-22,0.1465014478099132,0.0,0.0,3.5,0.0,0.0,175,20.451219854845434,10.0,1.6505576793242467e-22,0.1465014478099132,WANDER,0.55,0,0,0,0,gap_crossing
176,3.52,20.45410716071204,10.0,1.6645467656758993e-22,0.1443652933303365,0.0,0.0,3.5,0.0,0.0,176,20.45410716071204,10.0,1.6645467656758993e-22,0.1443652933303365,WANDER,0.55,0,0,0,0,gap_crossing
177,3.54,20.456897456923166,10.0,1.6778809757794704e-22,0.13951481055623946,0.0,0.0,3.5,0.0,0.0,177,20.456897456923166,10.0,1.6778809757794704e-22,0.13951481055623946,WANDER,0.55,0,0,0,0,gap_crossing
178,3.56,20.459588435731007,10.0,1.6905914162567436e-22,0.13454894039204876,0.0,0.0,3.5,0.0,0.0,178,20.459588435731007,10.0,1.6905914162567436e-22,0.13454894039204876,WANDER,0.55,0,0,0,0,gap_crossing
179,3.58,20.46224137473362,10.0,1.7027077161649683e-22,0.13264695013054495,0.0,0.0,3.5,0.0,0.0,179,20.46224137473362,10.0,1.7027077161649683e-22,0.13264695013054495,WANDER,0.55,0,0,0,0,gap_crossing
180,3.6,20.464907336286362,10.0,1.7142580971811741e-22,0.13329807763712895,0.0,0.0,3.5,0.0,0.0,180,20.464907336286362,10.0,1.7142580971811741e-22,0.13329807763712895,WANDER,0.55,0,0,0,0,gap_crossing
181,3.62,20.467623195816195,10.0,1.7278734941712666e-22,0.13579297649162436,0.0,0.0,3.5,0.0,0.0,181,20.467623195816195,10.0,1.7278734941712666e-22,0.13579297649162436,WANDER,0.55,0,0,0,0,gap_crossing
182,3.64,20.47040891643056,10.0,1.7408520395966265e-22,0.13928603071836398,0.0,0.0,3.5,0.0,0.0,182,20.47040891643056,10.0,1.7408520395966265e-22,0.13928603071836398,WANDER,0.55,0,0,0,0,gap_crossing
183,3.66,20.473266315786066,10.0,1.7532239839065787e-22,0.14286996777520786,0.0,0.0,3.5,0.0,0.0,183,20.473266315786066,10.0,1.7532239839065787e-22,0.14286996777520786,WANDER,0.55,0,0,0,0,gap_crossing
184,3.68,20.476179437130618,10.0,1.7650181406541047e-22,0.14565606722751773,0.0,0.0,3.5,0.0,0.0,184,20.476179437130618,10.0,1.7650181406541047e-22,0.14565606722751773,WANDER,0.55,0,0,0,0,gap_crossing
185,3.7,20.479116492334647,10.0,1.77626195474842e-22,0.146852760201408,0.0,0.0,3.5,0.0,0.0,185,20.479116492334647,10.0,1.77626195474842e-22,0.146852760201408,WANDER,0.55,0,0,0,0,gap_crossing
186,3.72,20.48203320352122,10.0,1.7843775137470176e-22,0.14583555932864342,0.0,0.0,3.5,0.0,0.0,186,20.48203320352122,10.0,1.7843775137470176e-22,0.14583555932864342,WANDER,0.55,0,0,0,0,gap_crossing
187,3.74,20.484877244270777,10.0,1.7921171890468036e-22,0.14220203747781665,0.0,0.0,3.5,0.0,0.0,187,20.484877244270777,10.0,1.7921171890468036e-22,0.14220203747781665,WANDER,0.55,0,0,0,0,gap_crossing
188,3.7600000000000002,20.487593382594802,10.0,1.7994988351234717e-22,0.13580691620134897,0.0,0.0,3.5,0.0,0.0,188,20.487593382594802,10.0,1.7994988351234717e-22,0.13580691620134897,WANDER,0.55,0,0,0,0,gap_crossing
189,3.7800000000000002,20.490245724574585,10.0,1.8091435120836546e-22,0.13261709898914129,0.0,0.0,3.5,0.0,0.0,189,20.490245724574585,10.0,1.8091435120836546e-22,0.13261709898914129,WANDER,0.55,0,0,0,0,gap_crossing
190,3.8000000000000003,20.492890403696777,10.0,1.8209440003990603e-22,0.13223395610961614,0.0,0.0,3.5,0.0,0.0,190,20.492890403696777,10.0,1.8209440003990603e-22,0.13223395610961614,WANDER,0.55,0,0,0,0,gap_crossing
191,3.8200000000000003,20.495570998151205,10.0,1.8269860123133866e-22,0.13402972272146702,0.0,0.0,3.5,0.0,0.0,191,20.495570998151205,10.0,1.8269860123133866e-22,0.13402972272146702,WANDER,0.55,0,0,0,0,gap_crossing
192,3.84,20.498315213734113,10.0,1.8327506340154043e-22,0.13721077914533958,0.0,0.0,3.5,0.0,0.0,192,20.498315213734113,10.0,1.8327506340154043e-22,0.13721077914533958,WANDER,0.55,0,0,0,0,gap_crossing
193,3.86,20.501132965175113,10.0,1.843459148977267e-22,0.14088757204994745,0.0,0.0,3.5,0.0,0.0,193,20.501132965175113,10.0,1.843459148977267e-22,0.14088757204994745,WANDER,0.55,0,0,0,0,gap_crossing
194,3.88,20.504016029379503,10.0,1.8588772711464825e-22,0.14415321021952957,0.0,0.0,3.5,0.0,0.0,194,20.504016029379503,10.0,1.8588772711464825e-22,0.14415321021952957,WANDER,0.55,0,0,0,0,gap_crossing
195,3.9,20.506939302875097,10.0,1.863157520746843e-22,0.14616367477958112,0.0,0.0,3.5,0.0,0.0,195,20.506939302875097,10.0,1.863157520746843e-22,0.14616367477958112,WANDER,0.55,0,0,0,0,gap_crossing
196,3.92,20.509863551653332,10.0,1.8672440638448085e-22,0.14621243891173508,0.0,0.0,3.5,0.0,0.0,196,20.509863551653332,10.0,1.8672440638448085e-22,0.14621243891173508,WANDER,0.55,0,0,0,0,gap_crossing
197,3.94,20.512739407537296,10.0,1.8633339403436383e-22,0.14379279419822896,0.0,0.0,3.5,0.0,0.0,197,20.512739407537296,10.0,1.8633339403436383e-22,0.14379279419822896,WANDER,0.55,0,0,0,0,gap_crossing
198,3.96,20.515512253231606,10.0,1.859618329746371e-22,0.13864228471551499,0.0,0.0,3.5,0.0,0.0,198,20.515512253231606,10.0,1.859618329746371e-22,0.13864228471551499,WANDER,0.55,0,0,0,0,gap_crossing
199,3.98,20.518193083373436,10.0,1.8508798852530017e-22,0.13404150709154936,0.0,0.0,3.5,0.0,0.0,199,20.518193083373436,10.0,1.8508798852530017e-22,0.13404150709154936,WANDER,0.55,0,0,0,0,gap_crossing
200,4.0,20.520842262623855,10.0,1.8425647500333148e-22,0.13245896252089323,0.0,0.0,3.5,0.0,0.0,200,20.520842262623855,10.0,1.8425647500333148e-22,0.13245896252089323,WANDER,0.55,0,0,0,0,gap_crossing
