step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,wing_angle,p1_rate,rejection,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
127,2.54,10.0,12.682958136828239,4.71238898038469,0.13210225108916582,0.0,0.0,54.872412104998,0.0,0.0,127,10.0,12.682958136828239,4.71238898038469,0.13210225108916582,WANDER,0.55,0,0,0,0,courtship
128,2.56,10.0,12.680293073872942,4.71238898038469,0.13325314776483807,0.0,0.0,54.9118725591032,0.0,0.0,128,10.0,12.680293073872942,4.71238898038469,0.13325314776483807,WANDER,0.55,0,0,0,0,courtship
129,2.58,10.0,12.67757171585222,4.71238898038469,0.13606790103604496,0.0,0.0,54.95164902416347,0.0,0.0,129,10.0,12.67757171585222,4.71238898038469,0.13606790103604496,WANDER,0.55,0,0,0,0,courtship
130,2.6,10.0,12.674778106817897,4.71238898038469,0.13968045171618965,0.0,0.0,54.992236839285766,0.0,0.0,130,10.0,12.674778106817897,4.71238898038469,0.13968045171618965,WANDER,0.55,0,0,0,0,courtship
131,2.62,10.0,12.671914492768984,4.71238898038469,0.14318070244561926,0.0,0.0,55.033871827445324,0.0,0.0,131,10.0,12.671914492768984,4.71238898038469,0.14318070244561926,WANDER,0.55,0,0,0,0,courtship
132,2.64,10.0,12.669000592833406,4.71238898038469,0.14569499677889192,0.0,0.0,55.07651807292329,0.0,0.0,132,10.0,12.669000592833406,4.71238898038469,0.14569499677889192,WANDER,0.55,0,0,0,0,courtship
133,2.66,10.0,12.666071325193522,4.71238898038469,0.14646338199418826,0.0,0.0,55.11987977343082,0.0,0.0,133,10.0,12.666071325193522,4.71238898038469,0.14646338199418826,WANDER,0.55,0,0,0,0,courtship
134,2.68,10.0,12.663173190885654,4.71238898038469,0.14490671539342817,0.0,0.0,55.163436078878206,0.0,0.0,134,10.0,12.663173190885654,4.71238898038469,0.14490671539342817,WANDER,0.55,0,0,0,0,courtship
135,2.7,10.0,12.660359639166339,4.71238898038469,0.1406775859657626,0.0,0.0,55.206495725916824,0.0,0.0,135,10.0,12.660359639166339,4.71238898038469,0.1406775859657626,WANDER,0.55,0,0,0,0,courtship
136,2.72,10.0,12.657659564915932,4.71238898038469,0.13500371252039195,0.0,0.0,55.24826648554237,0.0,0.0,136,10.0,12.657659564915932,4.71238898038469,0.13500371252039195,WANDER,0.55,0,0,0,0,courtship
137,2.74,10.0,12.655010075038124,4.71238898038469,0.13247449389034036,0.0,0.0,55.288322629732285,0.0,0.0,137,10.0,12.655010075038124,4.71238898038469,0.13247449389034036,WANDER,0.55,0,0,0,0,courtship
138,2.7600000000000002,10.0,12.652357474705248,4.71238898038469,0.13263001664380206,0.0,0.0,55.327599802662505,0.0,0.0,138,10.0,12.652357474705248,4.71238898038469,0.13263001664380206,WANDER,0.55,0,0,0,0,courtship
139,2.7800000000000002,10.0,12.64966147049828,4.71238898038469,0.13480021034840525,0.0,0.0,55.366894689191504,0.0,0.0,139,10.0,12.64966147049828,4.71238898038469,0.13480021034840525,WANDER,0.55,0,0,0,0,courtship
140,2.8000000000000003,10.0,12.646898198008644,4.71238898038469,0.1381636244817682,0.0,0.0,55.406803356356924,0.0,0.0,140,10.0,12.646898198008644,4.71238898038469,0.1381636244817682,WANDER,0.55,0,0,0,0,courtship
141,2.82,10.0,12.644061800790023,4.71238898038469,0.1418198609310458,0.0,0.0,55.447677166710506,0.0,0.0,141,10.0,12.644061800790023,4.71238898038469,0.1418198609310458,WANDER,0.55,0,0,0,0,courtship
142,2.84,10.0,12.641164417684436,4.71238898038469,0.1448691552793526,0.0,0.0,55.48960029468648,0.0,0.0,142,10.0,12.641164417684436,4.71238898038469,0.1448691552793526,WANDER,0.55,0,0,0,0,courtship
143,2.86,10.0,12.638234578518688,4.71238898038469,0.14649195828742403,0.0,0.0,55.532390908107075,0.0,0.0,143,10.0,12.638234578518688,4.71238898038469,0.14649195828742403,WANDER,0.55,0,0,0,0,courtship
144,2.88,10.0,12.63531415113704,4.71238898038469,0.14602136908241836,0.0,0.0,55.5756259053465,0.0,0.0,144,10.0,12.63531415113704,4.71238898038469,0.14602136908241836,WANDER,0.55,0,0,0,0,courtship
145,2.9,10.0,12.632454112865974,4.71238898038469,0.14300191355331968,0.0,0.0,55.61868693736492,0.0,0.0,145,10.0,12.632454112865974,4.71238898038469,0.14300191355331968,WANDER,0.55,0,0,0,0,courtship
146,2.92,10.0,12.629709525112418,4.71238898038469,0.13722938767776416,0.0,0.0,55.66082350510767,0.0,0.0,146,10.0,12.629709525112418,4.71238898038469,0.13722938767776416,WANDER,0.55,0,0,0,0,courtship
147,2.94,10.0,12.62704272622035,4.71238898038469,0.13333994460337803,0.0,0.0,55.701227392885286,0.0,0.0,147,10.0,12.62704272622035,4.71238898038469,0.13333994460337803,WANDER,0.55,0,0,0,0,courtship
148,2.96,10.0,12.62439535205197,4.71238898038469,0.1323687084191058,0.0,0.0,55.740456247509506,0.0,0.0,148,10.0,12.62439535205197,4.71238898038469,0.1323687084191058,WANDER,0.55,0,0,0,0,courtship
149,2.98,10.0,12.621720696419983,4.71238898038469,0.13373278159932908,0.0,0.0,55.779370154788424,0.0,0.0,149,10.0,12.621720696419983,4.71238898038469,0.13373278159932908,WANDER,0.55,0,0,0,0,courtship
150,3.0,10.0,12.618987301913158,4.71238898038469,0.13666972534125182,0.0,0.0,55.8186554428369,0.0,0.0,150,10.0,12.618987301913158,4.71238898038469,0.13666972534125182,WANDER,0.55,0,0,0,0,courtship
151,3.02,10.0,12.616181208616648,4.71238898038469,0.1403046648254955,0.0,0.0,55.85877263257829,0.0,0.0,151,10.0,12.616181208616648,4.71238898038469,0.1403046648254955,WANDER,0.55,0,0,0,0,courtship
152,3.04,10.0,12.613306657584838,4.71238898038469,0.14372755159055903,0.0,0.0,55.89992426725065,0.0,0.0,152,10.0,12.613306657584838,4.71238898038469,0.14372755159055903,WANDER,0.55,0,0,0,0,courtship
153,3.06,10.0,12.610385184732921,4.71238898038469,0.14607364259585798,0.0,0.0,55.94204556991979,0.0,0.0,153,10.0,12.610385184732921,4.71238898038469,0.14607364259585798,WANDER,0.55,0,0,0,0,courtship
154,3.08,10.0,12.607453185396256,4.71238898038469,0.14659996683322152,0.0,0.0,55.984818786208386,0.0,0.0,154,10.0,12.607453185396256,4.71238898038469,0.14659996683322152,WANDER,0.55,0,0,0,0,courtship
155,3.1,10.0,12.6045581671811,4.71238898038469,0.14475091075783603,0.0,0.0,56.02770989252177,0.0,0.0,155,10.0,12.6045581671811,4.71238898038469,0.14475091075783603,WANDER,0.55,0,0,0,0,courtship
156,3.12,10.0,12.601754026561414,4.71238898038469,0.14020703098427853,0.0,0.0,56.07002430290875,0.0,0.0,156,10.0,12.601754026561414,4.71238898038469,0.14020703098427853,WANDER,0.55,0,0,0,0,courtship
157,3.14,10.0,12.599056372155566,4.71238898038469,0.13488272029242218,0.0,0.0,56.11097649021704,0.0,0.0,157,10.0,12.599056372155566,4.71238898038469,0.13488272029242218,WANDER,0.55,0,0,0,0,courtship
158,3.16,10.0,12.596403082692555,4.71238898038469,0.1326644731505606,0.0,0.0,56.150341933687464,0.0,0.0,158,10.0,12.596403082692555,4.71238898038469,0.1326644731505606,WANDER,0.55,0,0,0,0,courtship
159,3.18,10.0,12.593741749125817,4.71238898038469,0.13306667833694472,0.0,0.0,56.18902967324146,0.0,0.0,159,10.0,12.593741749125817,4.71238898038469,0.13306667833694472,WANDER,0.55,0,0,0,0,courtship
160,3.2,10.0,12.591033764321093,4.71238898038469,0.13539924023624447,0.0,0.0,56.22780442835147,0.0,0.0,160,10.0,12.591033764321093,4.71238898038469,0.13539924023624447,WANDER,0.55,0,0,0,0,courtship
161,3.22,10.0,12.588257201153237,4.71238898038469,0.13882815839278181,0.0,0.0,56.267227669813806,0.0,0.0,161,10.0,12.588257201153237,4.71238898038469,0.13882815839278181,WANDER,0.55,0,0,0,0,courtship
162,3.24,10.0,12.58540821932885,4.71238898038469,0.14244909121934543,0.0,0.0,56.30761651264553,0.0,0.0,162,10.0,12.58540821932885,4.71238898038469,0.14244909121934543,WANDER,0.55,0,0,0,0,courtship
163,3.2600000000000002,10.0,12.582500873418988,4.71238898038469,0.14536729549308866,0.0,0.0,56.349024194570525,0.0,0.0,163,10.0,12.582500873418988,4.71238898038469,0.14536729549308866,WANDER,0.55,0,0,0,0,courtship
164,3.2800000000000002,10.0,12.579565338201176,4.71238898038469,0.146776760890621,0.0,0.0,56.39124393256849,0.0,0.0,164,10.0,12.579565338201176,4.71238898038469,0.146776760890621,WANDER,0.55,0,0,0,0,courtship
165,3.3000000000000003,10.0,12.576644709576865,4.71238898038469,0.1460314312155217,0.0,0.0,56.43383580049033,0.0,0.0,165,10.0,12.576644709576865,4.71238898038469,0.1460314312155217,WANDER,0.55,0,0,0,0,courtship
166,3.3200000000000003,10.0,12.57379066728382,4.71238898038469,0.14270211465221846,0.0,0.0,56.47617415604774,0.0,0.0,166,10.0,12.57379066728382,4.71238898038469,0.14270211465221846,WANDER,0.55,0,0,0,0,courtship
167,3.34,10.0,12.571058387873299,4.71238898038469,0.13661397052605592,0.0,0.0,56.5175112744008,0.0,0.0,167,10.0,12.571058387873299,4.71238898038469,0.13661397052605592,WANDER,0.55,0,0,0,0,courtship
168,3.36,10.0,12.568396958284456,4.71238898038469,0.13307147944216366,0.0,0.0,56.557051397921676,0.0,0.0,168,10.0,12.568396958284456,4.71238898038469,0.13307147944216366,WANDER,0.55,0,0,0,0,courtship
169,3.38,10.0,12.565749097003707,4.71238898038469,0.13239306403743462,0.0,0.0,56.59553470548942,0.0,0.0,169,10.0,12.565749097003707,4.71238898038469,0.13239306403743462,WANDER,0.55,0,0,0,0,courtship
170,3.4,10.0,12.5630696359235,4.71238898038469,0.13397305401040763,0.0,0.0,56.633790874608735,0.0,0.0,170,10.0,12.5630696359235,4.71238898038469,0.13397305401040763,WANDER,0.55,0,0,0,0,courtship
171,3.42,10.0,12.560328976226549,4.71238898038469,0.13703298484755147,0.0,0.0,56.67247209107807,0.0,0.0,171,10.0,12.560328976226549,4.71238898038469,0.13703298484755147,WANDER,0.55,0,0,0,0,courtship
172,3.44,10.0,12.557515173242114,4.71238898038469,0.14069014922174403,0.0,0.0,56.712003908463544,0.0,0.0,172,10.0,12.557515173242114,4.71238898038469,0.14069014922174403,WANDER,0.55,0,0,0,0,courtship
173,3.46,10.0,12.554634461852405,4.71238898038469,0.14403556948546845,0.0,0.0,56.752556076089704,0.0,0.0,173,10.0,12.554634461852405,4.71238898038469,0.14403556948546845,WANDER,0.55,0,0,0,0,courtship
174,3.48,10.0,12.551710174110733,4.71238898038469,0.14621438708366266,0.0,0.0,56.794036013628315,0.0,0.0,174,10.0,12.551710174110733,4.71238898038469,0.14621438708366266,WANDER,0.55,0,0,0,0,courtship
175,3.5,10.0,12.548780145154534,4.71238898038469,0.1465014478099132,0.0,0.0,56.83610553048411,0.0,0.0,175,10.0,12.548780145154534,4.71238898038469,0.1465014478099132,WANDER,0.55,0,0,0,0,courtship
176,3.52,10.0,12.545892839287928,4.71238898038469,0.1443652933303365,0.0,0.0,56.87821924815766,0.0,0.0,176,10.0,12.545892839287928,4.71238898038469,0.1443652933303365,WANDER,0.55,0,0,0,0,courtship
177,3.54,10.0,12.543102543076804,4.71238898038469,0.13951481055623946,0.0,0.0,56.91968119634353,0.0,0.0,177,10.0,12.543102543076804,4.71238898038469,0.13951481055623946,WANDER,0.55,0,0,0,0,courtship
178,3.56,10.0,12.540411564268963,4.71238898038469,0.13454894039204876,0.0,0.0,56.959714413354085,0.0,0.0,178,10.0,12.540411564268963,4.71238898038469,0.13454894039204876,WANDER,0.55,0,0,0,0,courtship
179,3.58,10.0,12.537758625266353,4.71238898038469,0.13264695013054495,0.0,0.0,56.99828939526451,0.0,0.0,179,10.0,12.537758625266353,4.71238898038469,0.13264695013054495,WANDER,0.55,0,0,0,0,courtship
180,3.6,10.0,12.53509266371361,4.71238898038469,0.13329807763712895,0.0,0.0,57.03628698736077,0.0,0.0,180,10.0,12.53509266371361,4.71238898038469,0.13329807763712895,WANDER,0.55,0,0,0,0,courtship
181,3.62,10.0,12.532376804183778,4.71238898038469,0.13579297649162436,0.0,0.0,57.074438914850056,0.0,0.0,181,10.0,12.532376804183778,4.71238898038469,0.13579297649162436,WANDER,0.55,0,0,0,0,courtship
182,3.64,10.0,12.52959108356941,4.71238898038469,0.13928603071836398,0.0,0.0,57.11327165660458,0.0,0.0,182,10.0,12.52959108356941,4.71238898038469,0.13928603071836398,WANDER,0.55,0,0,0,0,courtship
183,3.66,10.0,12.526733684213907,4.71238898038469,0.14286996777520786,0.0,0.0,57.15306833419669,0.0,0.0,183,10.0,12.526733684213907,4.71238898038469,0.14286996777520786,WANDER,0.55,0,0,0,0,courtship
184,3.68,10.0,12.523820562869357,4.71238898038469,0.14565606722751773,0.0,0.0,57.19385211204647,0.0,0.0,184,10.0,12.523820562869357,4.71238898038469,0.14565606722751773,WANDER,0.55,0,0,0,0,courtship
185,3.7,10.0,12.52088350766533,4.71238898038469,0.146852760201408,0.0,0.0,57.235392634453035,0.0,0.0,185,10.0,12.52088350766533,4.71238898038469,0.146852760201408,WANDER,0.55,0,0,0,0,courtship
186,3.72,10.0,12.517966796478756,4.71238898038469,0.14583555932864342,0.0,0.0,57.277234902743494,0.0,0.0,186,10.0,12.517966796478756,4.71238898038469,0.14583555932864342,WANDER,0.55,0,0,0,0,courtship
187,3.74,10.0,12.5151227557292,4.71238898038469,0.14220203747781665,0.0,0.0,57.31874793208626,0.0,0.0,187,10.0,12.5151227557292,4.71238898038469,0.14220203747781665,WANDER,0.55,0,0,0,0,courtship
188,3.7600000000000002,10.0,12.512406617405173,4.71238898038469,0.13580691620134897,0.0,0.0,57.359188727565495,0.0,0.0,188,10.0,12.512406617405173,4.71238898038469,0.13580691620134897,WANDER,0.55,0,0,0,0,courtship
189,3.7800000000000002,10.0,12.50975427542539,4.71238898038469,0.13261709898914129,0.0,0.0,57.39777575585539,0.0,0.0,189,10.0,12.50975427542539,4.71238898038469,0.13261709898914129,WANDER,0.55,0,0,0,0,courtship
190,3.8000000000000003,10.0,12.507109596303199,4.71238898038469,0.13223395610961614,0.0,0.0,57.43542330921053,0.0,0.0,190,10.0,12.507109596303199,4.71238898038469,0.13223395610961614,WANDER,0.55,0,0,0,0,courtship
191,3.8200000000000003,10.0,12.50442900184877,4.71238898038469,0.13402972272146702,0.0,0.0,57.472929396586984,0.0,0.0,191,10.0,12.50442900184877,4.71238898038469,0.13402972272146702,WANDER,0.55,0,0,0,0,courtship
192,3.84,10.0,12.501684786265864,4.71238898038469,0.13721077914533958,0.0,0.0,57.51091141667693,0.0,0.0,192,10.0,12.501684786265864,4.71238898038469,0.13721077914533958,WANDER,0.55,0,0,0,0,courtship
193,3.86,10.0,12.498867034824865,4.71238898038469,0.14088757204994745,0.0,0.0,57.549759966274145,0.0,0.0,193,10.0,12.498867034824865,4.71238898038469,0.14088757204994745,WANDER,0.55,0,0,0,0,courtship
194,3.88,10.0,12.495983970620475,4.71238898038469,0.14415321021952957,0.0,0.0,57.58961264932996,0.0,0.0,194,10.0,12.495983970620475,4.71238898038469,0.14415321021952957,WANDER,0.55,0,0,0,0,courtship
195,3.9,10.0,12.493060697124884,4.71238898038469,0.14616367477958112,0.0,0.0,57.630350294799925,0.0,0.0,195,10.0,12.493060697124884,4.71238898038469,0.14616367477958112,WANDER,0.55,0,0,0,0,courtship
196,3.92,10.0,12.490136448346648,4.71238898038469,0.14621243891173508,0.0,0.0,57.67161592832042,0.0,0.0,196,10.0,12.490136448346648,4.71238898038469,0.14621243891173508,WANDER,0.55,0,0,0,0,courtship
197,3.94,10.0,12.487260592462684,4.71238898038469,0.14379279419822896,0.0,0.0,57.71285474430243,0.0,0.0,197,10.0,12.487260592462684,4.71238898038469,0.14379279419822896,WANDER,0.55,0,0,0,0,courtship
198,3.96,10.0,12.484487746768375,4.71238898038469,0.13864228471551499,0.0,0.0,57.75337140129426,0.0,0.0,198,10.0,12.484487746768375,4.71238898038469,0.13864228471551499,WANDER,0.55,0,0,0,0,courtship
199,3.98,10.0,12.481806916626544,4.71238898038469,0.13404150709154936,0.0,0.0,57.79239940339917,0.0,0.0,199,10.0,12.481806916626544,4.71238898038469,0.13404150709154936,WANDER,0.55,0,0,0,0,courtship
200,4.0,10.0,12.479157737376127,4.71238898038469,0.13245896252089323,0.0,0.0,57.83009728177089,0.0,0.0,200,10.0,12.479157737376127,4.71238898038469,0.13245896252089323,WANDER,0.55,0,0,0,0,courtship
