step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,wing_angle,p1_rate,rejection,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
34,0.68,10.0,12.930984619428347,4.71238898038469,0.10524450420849163,0.0,0.0,51.063980334369894,0.0,0.0,34,10.0,12.930984619428347,4.71238898038469,0.10524450420849163,WANDER,0.55,0,0,0,0,courtship
35,0.7000000000000001,10.0,12.928798208586386,4.71238898038469,0.10932054209806402,0.0,0.0,51.09723279621555,0.0,0.0,35,10.0,12.928798208586386,4.71238898038469,0.10932054209806402,WANDER,0.55,0,0,0,0,courtship
36,0.72,10.0,12.92651546749687,4.71238898038469,0.114137054475821,0.0,0.0,51.13175865883426,0.0,0.0,36,10.0,12.92651546749687,4.71238898038469,0.114137054475821,WANDER,0.55,0,0,0,0,courtship
37,0.74,10.0,12.924139737620218,4.71238898038469,0.1187864938326362,0.0,0.0,51.16778994759839,0.0,0.0,37,10.0,12.924139737620218,4.71238898038469,0.1187864938326362,WANDER,0.55,0,0,0,0,courtship
38,0.76,10.0,12.921691783775437,4.71238898038469,0.12239769223908242,0.0,0.0,51.2052718835766,0.0,0.0,38,10.0,12.921691783775437,4.71238898038469,0.12239769223908242,WANDER,0.55,0,0,0,0,courtship
39,0.78,10.0,12.91920752127975,4.71238898038469,0.12421312478428326,0.0,0.0,51.243875002908524,0.0,0.0,39,10.0,12.91920752127975,4.71238898038469,0.12421312478428326,WANDER,0.55,0,0,0,0,courtship
40,0.8,10.0,12.916734401042296,4.71238898038469,0.12365601187268878,0.0,0.0,51.283031663549664,0.0,0.0,40,10.0,12.916734401042296,4.71238898038469,0.12365601187268878,WANDER,0.55,0,0,0,0,courtship
41,0.8200000000000001,10.0,12.914326776381003,4.71238898038469,0.12038123306468687,0.0,0.0,51.32199361461495,0.0,0.0,41,10.0,12.914326776381003,4.71238898038469,0.12038123306468687,WANDER,0.55,0,0,0,0,courtship
42,0.84,10.0,12.912014322855065,4.71238898038469,0.11562267629693412,0.0,0.0,51.35990539988935,0.0,0.0,42,10.0,12.912014322855065,4.71238898038469,0.11562267629693412,WANDER,0.55,0,0,0,0,courtship
43,0.86,10.0,12.909734973715281,4.71238898038469,0.1139674569891342,0.0,0.0,51.39630149545033,0.0,0.0,43,10.0,12.909734973715281,4.71238898038469,0.1139674569891342,WANDER,0.55,0,0,0,0,courtship
44,0.88,10.0,12.907435826622676,4.71238898038469,0.11495735463031481,0.0,0.0,51.43216014755729,0.0,0.0,44,10.0,12.907435826622676,4.71238898038469,0.11495735463031481,WANDER,0.55,0,0,0,0,courtship
45,0.9,10.0,12.905077347783303,4.71238898038469,0.11792394196861614,0.0,0.0,51.46831372110081,0.0,0.0,45,10.0,12.905077347783303,4.71238898038469,0.11792394196861614,WANDER,0.55,0,0,0,0,courtship
46,0.92,10.0,12.902636400248822,4.71238898038469,0.12204737672401511,0.0,0.0,51.50538297486178,0.0,0.0,46,10.0,12.902636400248822,4.71238898038469,0.12204737672401511,WANDER,0.55,0,0,0,0,courtship
47,0.9400000000000001,10.0,12.900107823354391,4.71238898038469,0.12642884472154078,0.0,0.0,51.543729934912264,0.0,0.0,47,10.0,12.900107823354391,4.71238898038469,0.12642884472154078,WANDER,0.55,0,0,0,0,courtship
48,0.96,10.0,12.897504420414055,4.71238898038469,0.130170147016787,0.0,0.0,51.58343366006812,0.0,0.0,48,10.0,12.897504420414055,4.71238898038469,0.130170147016787,WANDER,0.55,0,0,0,0,courtship
49,0.98,10.0,12.89485535476982,4.71238898038469,0.13245328221173489,0.0,0.0,51.62429111427563,0.0,0.0,49,10.0,12.89485535476982,4.71238898038469,0.13245328221173489,WANDER,0.55,0,0,0,0,courtship
50,1.0,10.0,12.892203097255866,4.71238898038469,0.13261287569771993,0.0,0.0,51.66584306931645,0.0,0.0,50,10.0,12.892203097255866,4.71238898038469,0.13261287569771993,WANDER,0.55,0,0,0,0,courtship
51,1.02,10.0,12.889599198256553,4.71238898038469,0.1301949499656576,0.0,0.0,51.70742267691776,0.0,0.0,51,10.0,12.889599198256553,4.71238898038469,0.1301949499656576,WANDER,0.55,0,0,0,0,courtship
52,1.04,10.0,12.887099263122398,4.71238898038469,0.12499675670780629,0.0,0.0,51.74822229160129,0.0,0.0,52,10.0,12.887099263122398,4.71238898038469,0.12499675670780629,WANDER,0.55,0,0,0,0,courtship
53,1.06,10.0,12.88466606885738,4.71238898038469,0.12165971325088959,0.0,0.0,51.78737248862245,0.0,0.0,53,10.0,12.88466606885738,4.71238898038469,0.12165971325088959,WANDER,0.55,0,0,0,0,courtship
54,1.08,10.0,12.882241752941988,4.71238898038469,0.1212157957695753,0.0,0.0,51.825458212444495,0.0,0.0,54,10.0,12.882241752941988,4.71238898038469,0.1212157957695753,WANDER,0.55,0,0,0,0,courtship
55,1.1,10.0,12.87978009130228,4.71238898038469,0.12308308198546487,0.0,0.0,51.86338600807851,0.0,0.0,55,10.0,12.87978009130228,4.71238898038469,0.12308308198546487,WANDER,0.55,0,0,0,0,courtship
56,1.12,10.0,12.87725008933731,4.71238898038469,0.12650009824854488,0.0,0.0,51.90187865765896,0.0,0.0,56,10.0,12.87725008933731,4.71238898038469,0.12650009824854488,WANDER,0.55,0,0,0,0,courtship
57,1.1400000000000001,10.0,12.874638230617478,4.71238898038469,0.1305929359915646,0.0,0.0,51.94141950528736,0.0,0.0,57,10.0,12.874638230617478,4.71238898038469,0.1305929359915646,WANDER,0.55,0,0,0,0,courtship
58,1.16,10.0,12.87194918020156,4.71238898038469,0.13445252079593317,0.0,0.0,51.98221789506463,0.0,0.0,58,10.0,12.87194918020156,4.71238898038469,0.13445252079593317,WANDER,0.55,0,0,0,0,courtship
59,1.18,10.0,12.869204878336737,4.71238898038469,0.13721509324116593,0.0,0.0,52.02419887794561,0.0,0.0,59,10.0,12.869204878336737,4.71238898038469,0.13721509324116593,WANDER,0.55,0,0,0,0,courtship
60,1.2,10.0,12.866442104888204,4.71238898038469,0.1381386724265947,0.0,0.0,52.067018130736514,0.0,0.0,60,10.0,12.866442104888204,4.71238898038469,0.1381386724265947,WANDER,0.55,0,0,0,0,courtship
61,1.22,10.0,12.863708732210315,4.71238898038469,0.136668633894506,0.0,0.0,52.110100727190876,0.0,0.0,61,10.0,12.863708732210315,4.71238898038469,0.136668633894506,WANDER,0.55,0,0,0,0,courtship
62,1.24,10.0,12.861059001985373,4.71238898038469,0.13248651124710067,0.0,0.0,52.15270022867757,0.0,0.0,62,10.0,12.861059001985373,4.71238898038469,0.13248651124710067,WANDER,0.55,0,0,0,0,courtship
63,1.26,10.0,12.85850877000087,4.71238898038469,0.1275115992251165,0.0,0.0,52.19397272782106,0.0,0.0,63,10.0,12.85850877000087,4.71238898038469,0.1275115992251165,WANDER,0.55,0,0,0,0,courtship
64,1.28,10.0,12.85599623239299,4.71238898038469,0.12562688039405667,0.0,0.0,52.23367358412351,0.0,0.0,64,10.0,12.85599623239299,4.71238898038469,0.12562688039405667,WANDER,0.55,0,0,0,0,courtship
65,1.3,10.0,12.853469286521635,4.71238898038469,0.1263472935676991,0.0,0.0,52.27276662257921,0.0,0.0,65,10.0,12.853469286521635,4.71238898038469,0.1263472935676991,WANDER,0.55,0,0,0,0,courtship
66,1.32,10.0,12.850889620593838,4.71238898038469,0.12898329638984127,0.0,0.0,52.31206275763641,0.0,0.0,66,10.0,12.850889620593838,4.71238898038469,0.12898329638984127,WANDER,0.55,0,0,0,0,courtship
67,1.34,10.0,12.84823559145447,4.71238898038469,0.13270145696837662,0.0,0.0,52.352156868869706,0.0,0.0,67,10.0,12.84823559145447,4.71238898038469,0.13270145696837662,WANDER,0.55,0,0,0,0,courtship
68,1.36,10.0,12.84550363094424,4.71238898038469,0.13659802551150688,0.0,0.0,52.39338364672803,0.0,0.0,68,10.0,12.84550363094424,4.71238898038469,0.13659802551150688,WANDER,0.55,0,0,0,0,courtship
69,1.3800000000000001,10.0,12.842708053404023,4.71238898038469,0.13977887701082578,0.0,0.0,52.4357964354353,0.0,0.0,69,10.0,12.842708053404023,4.71238898038469,0.13977887701082578,WANDER,0.55,0,0,0,0,courtship
70,1.4000000000000001,10.0,12.83987928052289,4.71238898038469,0.1414386440566314,0.0,0.0,52.479171008577545,0.0,0.0,70,10.0,12.83987928052289,4.71238898038469,0.1414386440566314,WANDER,0.55,0,0,0,0,courtship
71,1.42,10.0,12.837060641888746,4.71238898038469,0.140931931707182,0.0,0.0,52.52303393477032,0.0,0.0,71,10.0,12.837060641888746,4.71238898038469,0.140931931707182,WANDER,0.55,0,0,0,0,courtship
72,1.44,10.0,12.834304037540232,4.71238898038469,0.1378302174257002,0.0,0.0,52.566712945541326,0.0,0.0,72,10.0,12.834304037540232,4.71238898038469,0.1378302174257002,WANDER,0.55,0,0,0,0,courtship
73,1.46,10.0,12.831664851048325,4.71238898038469,0.13195932459536633,0.0,0.0,52.60940472145809,0.0,0.0,73,10.0,12.831664851048325,4.71238898038469,0.13195932459536633,WANDER,0.55,0,0,0,0,courtship
74,1.48,10.0,12.829092286900663,4.71238898038469,0.12862820738312764,0.0,0.0,52.65025395394023,0.0,0.0,74,10.0,12.829092286900663,4.71238898038469,0.12862820738312764,WANDER,0.55,0,0,0,0,courtship
75,1.5,10.0,12.826529258644387,4.71238898038469,0.12815141281375725,0.0,0.0,52.69004927502251,0.0,0.0,75,10.0,12.826529258644387,4.71238898038469,0.12815141281375725,WANDER,0.55,0,0,0,0,courtship
76,1.52,10.0,12.823930787460501,4.71238898038469,0.12992355919428242,0.0,0.0,52.72967470945852,0.0,0.0,76,10.0,12.823930787460501,4.71238898038469,0.12992355919428242,WANDER,0.55,0,0,0,0,courtship
77,1.54,10.0,12.821267457604788,4.71238898038469,0.13316649278564827,0.0,0.0,52.76982524933331,0.0,0.0,77,10.0,12.821267457604788,4.71238898038469,0.13316649278564827,WANDER,0.55,0,0,0,0,courtship
78,1.56,10.0,12.818527500633964,4.71238898038469,0.13699784854121136,0.0,0.0,52.81095401629649,0.0,0.0,78,10.0,12.818527500633964,4.71238898038469,0.13699784854121136,WANDER,0.55,0,0,0,0,courtship
79,1.58,10.0,12.815717320085266,4.71238898038469,0.1405090274348558,0.0,0.0,52.85324074525583,0.0,0.0,79,10.0,12.815717320085266,4.71238898038469,0.1405090274348558,WANDER,0.55,0,0,0,0,courtship
80,1.6,10.0,12.812860408368367,4.71238898038469,0.14284558584494525,0.0,0.0,52.89658447009338,0.0,0.0,80,10.0,12.812860408368367,4.71238898038469,0.14284558584494525,WANDER,0.55,0,0,0,0,courtship
81,1.62,10.0,12.80999475204852,4.71238898038469,0.14328281599242446,0.0,0.0,52.94062108259599,0.0,0.0,81,10.0,12.80999475204852,4.71238898038469,0.14328281599242446,WANDER,0.55,0,0,0,0,courtship
82,1.6400000000000001,10.0,12.807168957481343,4.71238898038469,0.14128972835883588,0.0,0.0,52.98476416120757,0.0,0.0,82,10.0,12.807168957481343,4.71238898038469,0.14128972835883588,WANDER,0.55,0,0,0,0,courtship
83,1.6600000000000001,10.0,12.80443744371037,4.71238898038469,0.1365756885486835,0.0,0.0,53.02826534655462,0.0,0.0,83,10.0,12.80443744371037,4.71238898038469,0.1365756885486835,WANDER,0.55,0,0,0,0,courtship
84,1.68,10.0,12.801802562781551,4.71238898038469,0.13174404644094934,0.0,0.0,53.07028877879595,0.0,0.0,84,10.0,12.801802562781551,4.71238898038469,0.13174404644094934,WANDER,0.55,0,0,0,0,courtship
85,1.7,10.0,12.799203161233459,4.71238898038469,0.12997007740458857,0.0,0.0,53.11080092283014,0.0,0.0,85,10.0,12.799203161233459,4.71238898038469,0.12997007740458857,WANDER,0.55,0,0,0,0,courtship
86,1.72,10.0,12.796588298495577,4.71238898038469,0.1307431368941273,0.0,0.0,53.15074380358864,0.0,0.0,86,10.0,12.796588298495577,4.71238898038469,0.1307431368941273,WANDER,0.55,0,0,0,0,courtship
87,1.74,10.0,12.793921218090274,4.71238898038469,0.1333540202651258,0.0,0.0,53.19090039622112,0.0,0.0,87,10.0,12.793921218090274,4.71238898038469,0.1333540202651258,WANDER,0.55,0,0,0,0,courtship
88,1.76,10.0,12.79118207232447,4.71238898038469,0.1369572882902058,0.0,0.0,53.2318341744537,0.0,0.0,88,10.0,12.79118207232447,4.71238898038469,0.1369572882902058,WANDER,0.55,0,0,0,0,courtship
89,1.78,10.0,12.78836915458976,4.71238898038469,0.14064588673545023,0.0,0.0,53.273847938369336,0.0,0.0,89,10.0,12.78836915458976,4.71238898038469,0.14064588673545023,WANDER,0.55,0,0,0,0,courtship
90,1.8,10.0,12.785498527452175,4.71238898038469,0.14353135687931523,0.0,0.0,53.316965680932455,0.0,0.0,90,10.0,12.785498527452175,4.71238898038469,0.14353135687931523,WANDER,0.55,0,0,0,0,courtship
91,1.82,10.0,12.78260207881321,4.71238898038469,0.14482243194818886,0.0,0.0,53.360939153821356,0.0,0.0,91,10.0,12.78260207881321,4.71238898038469,0.14482243194818886,WANDER,0.55,0,0,0,0,courtship
92,1.84,10.0,12.779724179623303,4.71238898038469,0.14389495949536793,0.0,0.0,53.40527853333951,0.0,0.0,92,10.0,12.779724179623303,4.71238898038469,0.14389495949536793,WANDER,0.55,0,0,0,0,courtship
93,1.86,10.0,12.776917242248524,4.71238898038469,0.14034686873893562,0.0,0.0,53.449304385279746,0.0,0.0,93,10.0,12.776917242248524,4.71238898038469,0.14034686873893562,WANDER,0.55,0,0,0,0,courtship
94,1.8800000000000001,10.0,12.774236577351509,4.71238898038469,0.13403324485074064,0.0,0.0,53.49221619642535,0.0,0.0,94,10.0,12.774236577351509,4.71238898038469,0.13403324485074064,WANDER,0.55,0,0,0,0,courtship
95,1.9000000000000001,10.0,12.771618074569465,4.71238898038469,0.13092513910218537,0.0,0.0,53.53317126201962,0.0,0.0,95,10.0,12.771618074569465,4.71238898038469,0.13092513910218537,WANDER,0.55,0,0,0,0,courtship
96,1.92,10.0,12.76900567914053,4.71238898038469,0.13061977144671214,0.0,0.0,53.57315172385177,0.0,0.0,96,10.0,12.76900567914053,4.71238898038469,0.13061977144671214,WANDER,0.55,0,0,0,0,courtship
97,1.94,10.0,12.766355890996953,4.71238898038469,0.1324894071788307,0.0,0.0,53.613014356044005,0.0,0.0,97,10.0,12.766355890996953,4.71238898038469,0.1324894071788307,WANDER,0.55,0,0,0,0,courtship
98,1.96,10.0,12.763641081159458,4.71238898038469,0.13574049187478696,0.0,0.0,53.653422419084094,0.0,0.0,98,10.0,12.763641081159458,4.71238898038469,0.13574049187478696,WANDER,0.55,0,0,0,0,courtship
99,1.98,10.0,12.760851409541013,4.71238898038469,0.1394835809222088,0.0,0.0,53.694795700036906,0.0,0.0,99,10.0,12.760851409541013,4.71238898038469,0.1394835809222088,WANDER,0.55,0,0,0,0,courtship
100,2.0,10.0,12.757995170759228,4.71238898038469,0.14281193908922218,0.0,0.0,53.73728202328543,0.0,0.0,100,10.0,12.757995170759228,4.71238898038469,0.14281193908922218,WANDER,0.55,0,0,0,0,courtship
101,2.02,10.0,12.75509753576528,4.71238898038469,0.1448817496973644,0.0,0.0,53.78075283861595,0.0,0.0,101,10.0,12.75509753576528,4.71238898038469,0.1448817496973644,WANDER,0.55,0,0,0,0,courtship
102,2.04,10.0,12.752197801194256,4.71238898038469,0.14498672855117603,0.0,0.0,53.82482329194892,0.0,0.0,102,10.0,12.752197801194256,4.71238898038469,0.14498672855117603,WANDER,0.55,0,0,0,0,courtship
103,2.06,10.0,12.749345392388044,4.71238898038469,0.14262044031061966,0.0,0.0,53.868894942739615,0.0,0.0,103,10.0,12.749345392388044,4.71238898038469,0.14262044031061966,WANDER,0.55,0,0,0,0,courtship
104,2.08,10.0,12.746594978001117,4.71238898038469,0.13752071934636106,0.0,0.0,53.91221722899103,0.0,0.0,104,10.0,12.746594978001117,4.71238898038469,0.13752071934636106,WANDER,0.55,0,0,0,0,courtship
105,2.1,10.0,12.743935530604658,4.71238898038469,0.13297236982292313,0.0,0.0,53.95396209366665,0.0,0.0,105,10.0,12.743935530604658,4.71238898038469,0.13297236982292313,WANDER,0.55,0,0,0,0,courtship
106,2.12,10.0,12.741306736433554,4.71238898038469,0.13143970855518755,0.0,0.0,53.994299766636104,0.0,0.0,106,10.0,12.741306736433554,4.71238898038469,0.13143970855518755,WANDER,0.55,0,0,0,0,courtship
107,2.14,10.0,12.738658989451972,4.71238898038469,0.1323873490791308,0.0,0.0,54.034146802876045,0.0,0.0,107,10.0,12.738658989451972,4.71238898038469,0.1323873490791308,WANDER,0.55,0,0,0,0,courtship
108,2.16,10.0,12.735957239955885,4.71238898038469,0.1350874748043018,0.0,0.0,54.07425523041721,0.0,0.0,108,10.0,12.735957239955885,4.71238898038469,0.1350874748043018,WANDER,0.55,0,0,0,0,courtship
109,2.18,10.0,12.733183563365062,4.71238898038469,0.13868382954122227,0.0,0.0,54.11515483754901,0.0,0.0,109,10.0,12.733183563365062,4.71238898038469,0.13868382954122227,WANDER,0.55,0,0,0,0,courtship
110,2.2,10.0,12.730338217316492,4.71238898038469,0.14226730242853255,0.0,0.0,54.15711499340901,0.0,0.0,110,10.0,12.730338217316492,4.71238898038469,0.14226730242853255,WANDER,0.55,0,0,0,0,courtship
111,2.22,10.0,12.727439090967552,4.71238898038469,0.14495631744696566,0.0,0.0,54.20012949229654,0.0,0.0,111,10.0,12.727439090967552,4.71238898038469,0.14495631744696566,WANDER,0.55,0,0,0,0,courtship
112,2.24,10.0,12.724519594839359,4.71238898038469,0.1459748064096103,0.0,0.0,54.243925810870515,0.0,0.0,112,10.0,12.724519594839359,4.71238898038469,0.1459748064096103,WANDER,0.55,0,0,0,0,courtship
113,2.2600000000000002,10.0,12.721625179610854,4.71238898038469,0.1447207614252211,0.0,0.0,54.28799793058761,0.0,0.0,113,10.0,12.721625179610854,4.71238898038469,0.1447207614252211,WANDER,0.55,0,0,0,0,courtship
114,2.2800000000000002,10.0,12.718808795433874,4.71238898038469,0.14081920884892923,0.0,0.0,54.331659723304575,0.0,0.0,114,10.0,12.718808795433874,4.71238898038469,0.14081920884892923,WANDER,0.55,0,0,0,0,courtship
115,2.3000000000000003,10.0,12.71611259856976,4.71238898038469,0.13480984320570147,0.0,0.0,54.37411403485584,0.0,0.0,115,10.0,12.71611259856976,4.71238898038469,0.13480984320570147,WANDER,0.55,0,0,0,0,courtship
116,2.32,10.0,12.713473001127324,4.71238898038469,0.13197987212178772,0.0,0.0,54.414728470832365,0.0,0.0,116,10.0,12.713473001127324,4.71238898038469,0.13197987212178772,WANDER,0.55,0,0,0,0,courtship
117,2.34,10.0,12.710835088968619,4.71238898038469,0.13189560793526373,0.0,0.0,54.45446355308885,0.0,0.0,117,10.0,12.710835088968619,4.71238898038469,0.13189560793526373,WANDER,0.55,0,0,0,0,courtship
118,2.36,10.0,12.708156933633449,4.71238898038469,0.1339077667585246,0.0,0.0,54.494146742880375,0.0,0.0,118,10.0,12.708156933633449,4.71238898038469,0.1339077667585246,WANDER,0.55,0,0,0,0,courtship
119,2.38,10.0,12.70541276608729,4.71238898038469,0.13720837730795038,0.0,0.0,54.53440813133508,0.0,0.0,119,10.0,12.70541276608729,4.71238898038469,0.13720837730795038,WANDER,0.55,0,0,0,0,courtship
120,2.4,10.0,12.702594726056411,4.71238898038469,0.14090200154395474,0.0,0.0,54.57563339909513,0.0,0.0,120,10.0,12.702594726056411,4.71238898038469,0.14090200154395474,WANDER,0.55,0,0,0,0,courtship
121,2.42,10.0,12.699713028673742,4.71238898038469,0.1440848691334977,0.0,0.0,54.61793834037459,0.0,0.0,121,10.0,12.699713028673742,4.71238898038469,0.1440848691334977,WANDER,0.55,0,0,0,0,courtship
122,2.44,10.0,12.696794532328495,4.71238898038469,0.1459248172623602,0.0,0.0,54.661167285236544,0.0,0.0,122,10.0,12.696794532328495,4.71238898038469,0.1459248172623602,WANDER,0.55,0,0,0,0,courtship
123,2.46,10.0,12.693879835225887,4.71238898038469,0.1457348551303206,0.0,0.0,54.704915564976034,0.0,0.0,123,10.0,12.693879835225887,4.71238898038469,0.1457348551303206,WANDER,0.55,0,0,0,0,courtship
124,2.48,10.0,12.691019160325054,4.71238898038469,0.143033745041679,0.0,0.0,54.74857396198489,0.0,0.0,124,10.0,12.691019160325054,4.71238898038469,0.143033745041679,WANDER,0.55,0,0,0,0,courtship
125,2.5,10.0,12.688267397166202,4.71238898038469,0.13758815794255863,0.0,0.0,54.79139108273094,0.0,0.0,125,10.0,12.688267397166202,4.71238898038469,0.13758815794255863,WANDER,0.55,0,0,0,0,courtship
126,2.52,10.0,12.685600181850022,4.71238898038469,0.13336076580900372,0.0,0.0,54.83254798271507,0.0,0.0,126,10.0,12.685600181850022,4.71238898038469,0.13336076580900372,WANDER,0.55,0,0,0,0,courtship
