step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,hs_rate,drum_vel,saccade_shunt,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
117,2.34,45.289164911031385,45.0,1.5955026576830944e-22,0.13189560793526373,0.0,0.0,76.0,30.0,0.0,117,45.289164911031385,45.0,1.5955026576830944e-22,0.13189560793526373,WANDER,0.55,0,0,0,0,optomotor
118,2.36,45.29184306636655,45.0,1.5830099917225685e-22,0.1339077667585246,0.0,0.0,76.0,30.0,0.0,118,45.29184306636655,45.0,1.5830099917225685e-22,0.1339077667585246,WANDER,0.55,0,0,0,0,optomotor
119,2.38,45.294587233912715,45.0,1.5685132602048309e-22,0.13720837730795038,0.0,0.0,76.0,30.0,0.0,119,45.294587233912715,45.0,1.5685132602048309e-22,0.13720837730795038,WANDER,0.55,0,0,0,0,optomotor
120,2.4,45.297405273943596,45.0,1.5547114355237087e-22,0.14090200154395474,0.0,0.0,76.0,30.0,0.0,120,45.297405273943596,45.0,1.5547114355237087e-22,0.14090200154395474,WANDER,0.55,0,0,0,0,optomotor
121,2.42,45.300286971326265,45.0,1.5415715096044627e-22,0.1440848691334977,0.0,0.0,76.0,30.0,0.0,121,45.300286971326265,45.0,1.5415715096044627e-22,0.1440848691334977,WANDER,0.55,0,0,0,0,optomotor
122,2.44,45.30320546767151,45.0,1.529062042255904e-22,0.1459248172623602,0.0,0.0,76.0,30.0,0.0,122,45.30320546767151,45.0,1.529062042255904e-22,0.1459248172623602,WANDER,0.55,0,0,0,0,optomotor
123,2.46,45.306120164774114,45.0,1.5171530866959245e-22,0.1457348551303206,0.0,0.0,76.0,30.0,0.0,123,45.306120164774114,45.0,1.5171530866959245e-22,0.1457348551303206,WANDER,0.55,0,0,0,0,optomotor
124,2.48,45.308980839674945,45.0,1.513628279770171e-22,0.143033745041679,0.0,0.0,76.0,30.0,0.0,124,45.308980839674945,45.0,1.513628279770171e-22,0.143033745041679,WANDER,0.55,0,0,0,0,optomotor
125,2.5,45.31173260283379,45.0,1.5050699291418692e-22,0.13758815794255863,0.0,0.0,76.0,30.0,0.0,125,45.31173260283379,45.0,1.5050699291418692e-22,0.13758815794255863,WANDER,0.55,0,0,0,0,optomotor
126,2.52,45.31439981814997,45.0,1.4969246866966096e-22,0.13336076580900372,0.0,0.0,76.0,30.0,0.0,126,45.31439981814997,45.0,1.4969246866966096e-22,0.13336076580900372,WANDER,0.55,0,0,0,0,optomotor
127,2.54,45.31704186317175,45.0,1.4891729297956978e-22,0.13210225108916582,0.0,0.0,76.0,30.0,0.0,127,45.31704186317175,45.0,1.4891729297956978e-22,0.13210225108916582,WANDER,0.55,0,0,0,0,optomotor
128,2.56,45.31970692612705,45.0,1.481795967875777e-22,0.13325314776483807,0.0,0.0,76.0,30.0,0.0,128,45.31970692612705,45.0,1.481795967875777e-22,0.13325314776483807,WANDER,0.55,0,0,0,0,optomotor
129,2.58,45.32242828414777,45.0,1.4747759981752504e-22,0.13606790103604496,0.0,0.0,76.0,30.0,0.0,129,45.32242828414777,45.0,1.4747759981752504e-22,0.13606790103604496,WANDER,0.55,0,0,0,0,optomotor
130,2.6,45.32522189318209,45.0,1.4680960635636966e-22,0.13968045171618965,0.0,0.0,76.0,30.0,0.0,130,45.32522189318209,45.0,1.4680960635636966e-22,0.13968045171618965,WANDER,0.55,0,0,0,0,optomotor
131,2.62,45.328085507231,45.0,1.4617400123743894e-22,0.14318070244561926,0.0,0.0,76.0,30.0,0.0,131,45.328085507231,45.0,1.4617400123743894e-22,0.14318070244561926,WANDER,0.55,0,0,0,0,optomotor
132,2.64,45.33099940716658,45.0,1.4661086750189108e-22,0.14569499677889192,0.0,0.0,76.0,30.0,0.0,132,45.33099940716658,45.0,1.4661086750189108e-22,0.14569499677889192,WANDER,0.55,0,0,0,0,optomotor
133,2.66,45.333928674806465,45.0,1.4702775104707147e-22,0.14646338199418826,0.0,0.0,76.0,30.0,0.0,133,45.333928674806465,45.0,1.4702775104707147e-22,0.14646338199418826,WANDER,0.55,0,0,0,0,optomotor
134,2.68,45.336826809114335,45.0,1.4742560105214556e-22,0.14490671539342817,0.0,0.0,76.0,30.0,0.0,134,45.336826809114335,45.0,1.4742560105214556e-22,0.14490671539342817,WANDER,0.55,0,0,0,0,optomotor
135,2.7,45.33964036083365,45.0,1.483261323539753e-22,0.1406775859657626,0.0,0.0,76.0,30.0,0.0,135,45.33964036083365,45.0,1.483261323539753e-22,0.1406775859657626,WANDER,0.55,0,0,0,0,optomotor
136,2.72,45.342340435084054,45.0,1.4918471173499285e-22,0.13500371252039195,0.0,0.0,76.0,30.0,0.0,136,45.342340435084054,45.0,1.4918471173499285e-22,0.13500371252039195,WANDER,0.55,0,0,0,0,optomotor
137,2.74,45.34498992496186,45.0,1.500033319114368e-22,0.13247449389034036,0.0,0.0,76.0,30.0,0.0,137,45.34498992496186,45.0,1.500033319114368e-22,0.13247449389034036,WANDER,0.55,0,0,0,0,optomotor
138,2.7600000000000002,45.34764252529473,45.0,1.507838909455244e-22,0.13263001664380206,0.0,0.0,76.0,30.0,0.0,138,45.34764252529473,45.0,1.507838909455244e-22,0.13263001664380206,WANDER,0.55,0,0,0,0,optomotor
139,2.7800000000000002,45.3503385295017,45.0,1.5152819674151756e-22,0.13480021034840525,0.0,0.0,76.0,30.0,0.0,139,45.3503385295017,45.0,1.5152819674151756e-22,0.13480021034840525,WANDER,0.55,0,0,0,0,optomotor
140,2.8000000000000003,45.353101801991336,45.0,1.5275878207193273e-22,0.1381636244817682,0.0,0.0,76.0,30.0,0.0,140,45.353101801991336,45.0,1.5275878207193273e-22,0.1381636244817682,WANDER,0.55,0,0,0,0,optomotor
141,2.82,45.35593819920996,45.0,1.5393179280291287e-22,0.1418198609310458,0.0,0.0,76.0,30.0,0.0,141,45.35593819920996,45.0,1.5393179280291287e-22,0.1418198609310458,WANDER,0.55,0,0,0,0,optomotor
142,2.84,45.35883558231554,45.0,1.5452915298422423e-22,0.1448691552793526,0.0,0.0,76.0,30.0,0.0,142,45.35883558231554,45.0,1.5452915298422423e-22,0.1448691552793526,WANDER,0.55,0,0,0,0,optomotor
143,2.86,45.361765421481294,45.0,1.5509896187294805e-22,0.14649195828742403,0.0,0.0,76.0,30.0,0.0,143,45.361765421481294,45.0,1.5509896187294805e-22,0.14649195828742403,WANDER,0.55,0,0,0,0,optomotor
144,2.88,45.36468584886294,45.0,1.5564252815548222e-22,0.14602136908241836,0.0,0.0,76.0,30.0,0.0,144,45.36468584886294,45.0,1.5564252815548222e-22,0.14602136908241836,WANDER,0.55,0,0,0,0,optomotor
145,2.9,45.36754588713401,45.0,1.5590069298376727e-22,0.14300191355331968,0.0,0.0,76.0,30.0,0.0,145,45.36754588713401,45.0,1.5590069298376727e-22,0.14300191355331968,WANDER,0.55,0,0,0,0,optomotor
146,2.92,45.37029047488756,45.0,1.5666820159857295e-22,0.13722938767776416,0.0,0.0,76.0,30.0,0.0,146,45.37029047488756,45.0,1.5666820159857295e-22,0.13722938767776416,WANDER,0.55,0,0,0,0,optomotor
147,2.94,45.372957273779626,45.0,1.5792091505777452e-22,0.13333994460337803,0.0,0.0,76.0,30.0,0.0,147,45.372957273779626,45.0,1.5792091505777452e-22,0.13333994460337803,WANDER,0.55,0,0,0,0,optomotor
148,2.96,45.37560464794801,45.0,1.5885462490343776e-22,0.1323687084191058,0.0,0.0,76.0,30.0,0.0,148,45.37560464794801,45.0,1.5885462490343776e-22,0.1323687084191058,WANDER,0.55,0,0,0,0,optomotor
149,2.98,45.378279303579994,45.0,1.597448617351917e-22,0.13373278159932908,0.0,0.0,76.0,30.0,0.0,149,45.378279303579994,45.0,1.597448617351917e-22,0.13373278159932908,WANDER,0.55,0,0,0,0,optomotor
150,3.0,45.38101269808682,45.0,1.6059369052119706e-22,0.13666972534125182,0.0,0.0,76.0,30.0,0.0,150,45.38101269808682,45.0,1.6059369052119706e-22,0.13666972534125182,WANDER,0.55,0,0,0,0,optomotor
151,3.02,45.383818791383334,45.0,1.611426727717734e-22,0.1403046648254955,0.0,0.0,76.0,30.0,0.0,151,45.383818791383334,45.0,1.611426727717734e-22,0.1403046648254955,WANDER,0.55,0,0,0,0,optomotor
152,3.04,45.38669334241514,45.0,1.616664291253396e-22,0.14372755159055903,0.0,0.0,76.0,30.0,0.0,152,45.38669334241514,45.0,1.616664291253396e-22,0.14372755159055903,WANDER,0.55,0,0,0,0,optomotor
153,3.06,45.38961481526706,45.0,1.621661578120036e-22,0.14607364259585798,0.0,0.0,76.0,30.0,0.0,153,45.38961481526706,45.0,1.621661578120036e-22,0.14607364259585798,WANDER,0.55,0,0,0,0,optomotor
154,3.08,45.392546814603726,45.0,1.6212218940223638e-22,0.14659996683322152,0.0,0.0,76.0,30.0,0.0,154,45.392546814603726,45.0,1.6212218940223638e-22,0.14659996683322152,WANDER,0.55,0,0,0,0,optomotor
155,3.1,45.39544183281888,45.0,1.6129988924852993e-22,0.14475091075783603,0.0,0.0,76.0,30.0,0.0,155,45.39544183281888,45.0,1.6129988924852993e-22,0.14475091075783603,WANDER,0.55,0,0,0,0,optomotor
156,3.12,45.39824597343857,45.0,1.6051736189267931e-22,0.14020703098427853,0.0,0.0,76.0,30.0,0.0,156,45.39824597343857,45.0,1.6051736189267931e-22,0.14020703098427853,WANDER,0.55,0,0,0,0,optomotor
157,3.14,45.40094362784442,45.0,1.5977271812678638e-22,0.13488272029242218,0.0,0.0,76.0,30.0,0.0,157,45.40094362784442,45.0,1.5977271812678638e-22,0.13488272029242218,WANDER,0.55,0,0,0,0,optomotor
158,3.16,45.40359691730743,45.0,1.5932456385218159e-22,0.1326644731505606,0.0,0.0,76.0,30.0,0.0,158,45.40359691730743,45.0,1.5932456385218159e-22,0.1326644731505606,WANDER,0.55,0,0,0,0,optomotor
159,3.18,45.406258250874174,45.0,1.5889843789004278e-22,0.13306667833694472,0.0,0.0,76.0,30.0,0.0,159,45.406258250874174,45.0,1.5889843789004278e-22,0.13306667833694472,WANDER,0.55,0,0,0,0,optomotor
160,3.2,45.408966235678896,45.0,1.587536992673813e-22,0.13539924023624447,0.0,0.0,76.0,30.0,0.0,160,45.408966235678896,45.0,1.587536992673813e-22,0.13539924023624447,WANDER,0.55,0,0,0,0,optomotor
161,3.22,45.41174279884675,45.0,1.5861660415758596e-22,0.13882815839278181,0.0,0.0,76.0,30.0,0.0,161,45.41174279884675,45.0,1.5861660415758596e-22,0.13882815839278181,WANDER,0.55,0,0,0,0,optomotor
162,3.24,45.41459178067114,45.0,1.5848678949379567e-22,0.14244909121934543,0.0,0.0,76.0,30.0,0.0,162,45.41459178067114,45.0,1.5848678949379567e-22,0.14244909121934543,WANDER,0.55,0,0,0,0,optomotor
163,3.2600000000000002,45.417499126581,45.0,1.5836390945482515e-22,0.14536729549308866,0.0,0.0,76.0,30.0,0.0,163,45.417499126581,45.0,1.5836390945482515e-22,0.14536729549308866,WANDER,0.55,0,0,0,0,optomotor
164,3.2800000000000002,45.420434661798815,45.0,1.587684453897024e-22,0.146776760890621,0.0,0.0,76.0,30.0,0.0,164,45.420434661798815,45.0,1.587684453897024e-22,0.146776760890621,WANDER,0.55,0,0,0,0,optomotor
165,3.3000000000000003,45.423355290423125,45.0,1.5915458918369773e-22,0.1460314312155217,0.0,0.0,76.0,30.0,0.0,165,45.423355290423125,45.0,1.5915458918369773e-22,0.1460314312155217,WANDER,0.55,0,0,0,0,optomotor
166,3.3200000000000003,45.42620933271617,45.0,1.59523214463503e-22,0.14270211465221846,0.0,0.0,76.0,30.0,0.0,166,45.42620933271617,45.0,1.59523214463503e-22,0.14270211465221846,WANDER,0.55,0,0,0,0,optomotor
167,3.34,45.42894161212669,45.0,1.5987515335854226e-22,0.13661397052605592,0.0,0.0,76.0,30.0,0.0,167,45.42894161212669,45.0,1.5987515335854226e-22,0.13661397052605592,WANDER,0.55,0,0,0,0,optomotor
168,3.36,45.43160304171553,45.0,1.6021119847209188e-22,0.13307147944216366,0.0,0.0,76.0,30.0,0.0,168,45.43160304171553,45.0,1.6021119847209188e-22,0.13307147944216366,WANDER,0.55,0,0,0,0,optomotor
169,3.38,45.43425090299628,45.0,1.6053210475877263e-22,0.13239306403743462,0.0,0.0,76.0,30.0,0.0,169,45.43425090299628,45.0,1.6053210475877263e-22,0.13239306403743462,WANDER,0.55,0,0,0,0,optomotor
170,3.4,45.43693036407649,45.0,1.6109899668471423e-22,0.13397305401040763,0.0,0.0,76.0,30.0,0.0,170,45.43693036407649,45.0,1.6109899668471423e-22,0.13397305401040763,WANDER,0.55,0,0,0,0,optomotor
171,3.42,45.43967102377344,45.0,1.6163981200406582e-22,0.13703298484755147,0.0,0.0,76.0,30.0,0.0,171,45.43967102377344,45.0,1.6163981200406582e-22,0.13703298484755147,WANDER,0.55,0,0,0,0,optomotor
172,3.44,45.44248482675788,45.0,1.6215578935564044e-22,0.14069014922174403,0.0,0.0,76.0,30.0,0.0,172,45.44248482675788,45.0,1.6215578935564044e-22,0.14069014922174403,WANDER,0.55,0,0,0,0,optomotor
173,3.46,45.445365538147584,45.0,1.6316891928661442e-22,0.14403556948546845,0.0,0.0,76.0,30.0,0.0,173,45.445365538147584,45.0,1.6316891928661442e-22,0.14403556948546845,WANDER,0.55,0,0,0,0,optomotor
174,3.48,45.448289825889255,45.0,1.6413483119349434e-22,0.14621438708366266,0.0,0.0,76.0,30.0,0.0,174,45.448289825889255,45.0,1.6413483119349434e-22,0.14621438708366266,WANDER,0.55,0,0,0,0,optomotor
175,3.5,45.451219854845455,45.0,1.6505576793242467e-22,0.1465014478099132,0.0,0.0,76.0,30.0,0.0,175,45.451219854845455,45.0,1.6505576793242467e-22,0.1465014478099132,WANDER,0.55,0,0,0,0,optomotor
176,3.52,45.45410716071206,45.0,1.6645467656758993e-22,0.1443652933303365,0.0,0.0,76.0,30.0,0.0,176,45.45410716071206,45.0,1.6645467656758993e-22,0.1443652933303365,WANDER,0.55,0,0,0,0,optomotor
177,3.54,45.45689745692319,45.0,1.6778809757794704e-22,0.13951481055623946,0.0,0.0,76.0,30.0,0.0,177,45.45689745692319,45.0,1.6778809757794704e-22,0.13951481055623946,WANDER,0.55,0,0,0,0,optomotor
178,3.56,45.45958843573103,45.0,1.6905914162567436e-22,0.13454894039204876,0.0,0.0,76.0,30.0,0.0,178,45.45958843573103,45.0,1.6905914162567436e-22,0.13454894039204876,WANDER,0.55,0,0,0,0,optomotor
179,3.58,45.46224137473364,45.0,1.7027077161649683e-22,0.13264695013054495,0.0,0.0,76.0,30.0,0.0,179,45.46224137473364,45.0,1.7027077161649683e-22,0.13264695013054495,WANDER,0.55,0,0,0,0,optomotor
180,3.6,45.46490733628638,45.0,1.7142580971811741e-22,0.13329807763712895,0.0,0.0,76.0,30.0,0.0,180,45.46490733628638,45.0,1.7142580971811741e-22,0.13329807763712895,WANDER,0.55,0,0,0,0,optomotor
181,3.62,45.467623195816216,45.0,1.7278734941712666e-22,0.13579297649162436,0.0,0.0,76.0,30.0,0.0,181,45.467623195816216,45.0,1.7278734941712666e-22,0.13579297649162436,WANDER,0.55,0,0,0,0,optomotor
182,3.64,45.470408916430586,45.0,1.7408520395966265e-22,0.13928603071836398,0.0,0.0,76.0,30.0,0.0,182,45.470408916430586,45.0,1.7408520395966265e-22,0.13928603071836398,WANDER,0.55,0,0,0,0,optomotor
183,3.66,45.47326631578609,45.0,1.7532239839065787e-22,0.14286996777520786,0.0,0.0,76.0,30.0,0.0,183,45.47326631578609,45.0,1.7532239839065787e-22,0.14286996777520786,WANDER,0.55,0,0,0,0,optomotor
184,3.68,45.47617943713064,45.0,1.7650181406541047e-22,0.14565606722751773,0.0,0.0,76.0,30.0,0.0,184,45.47617943713064,45.0,1.7650181406541047e-22,0.14565606722751773,WANDER,0.55,0,0,0,0,optomotor
185,3.7,45.47911649233467,45.0,1.77626195474842e-22,0.146852760201408,0.0,0.0,76.0,30.0,0.0,185,45.47911649233467,45.0,1.77626195474842e-22,0.146852760201408,WANDER,0.55,0,0,0,0,optomotor
186,3.72,45.48203320352124,45.0,1.7843775137470176e-22,0.14583555932864342,0.0,0.0,76.0,30.0,0.0,186,45.48203320352124,45.0,1.7843775137470176e-22,0.14583555932864342,WANDER,0.55,0,0,0,0,optomotor
187,3.74,45.4848772442708,45.0,1.7921171890468036e-22,0.14220203747781665,0.0,0.0,76.0,30.0,0.0,187,45.4848772442708,45.0,1.7921171890468036e-22,0.14220203747781665,WANDER,0.55,0,0,0,0,optomotor
188,3.7600000000000002,45.487593382594824,45.0,1.7994988351234717e-22,0.13580691620134897,0.0,0.0,76.0,30.0,0.0,188,45.487593382594824,45.0,1.7994988351234717e-22,0.13580691620134897,WANDER,0.55,0,0,0,0,optomotor
189,3.7800000000000002,45.490245724574606,45.0,1.8091435120836546e-22,0.13261709898914129,0.0,0.0,76.0,30.0,0.0,189,45.490245724574606,45.0,1.8091435120836546e-22,0.13261709898914129,WANDER,0.55,0,0,0,0,optomotor
190,3.8000000000000003,45.4928904036968,45.0,1.8209440003990603e-22,0.13223395610961614,0.0,0.0,76.0,30.0,0.0,190,45.4928904036968,45.0,1.8209440003990603e-22,0.13223395610961614,WANDER,0.55,0,0,0,0,optomotor
191,3.8200000000000003,45.49557099815123,45.0,1.8269860123133866e-22,0.13402972272146702,0.0,0.0,76.0,30.0,0.0,191,45.49557099815123,45.0,1.8269860123133866e-22,0.13402972272146702,WANDER,0.55,0,0,0,0,optomotor
192,3.84,45.49831521373414,45.0,1.8327506340154043e-22,0.13721077914533958,0.0,0.0,76.0,30.0,0.0,192,45.49831521373414,45.0,1.8327506340154043e-22,0.13721077914533958,WANDER,0.55,0,0,0,0,optomotor
193,3.86,45.50113296517514,45.0,1.843459148977267e-22,0.14088757204994745,0.0,0.0,76.0,30.0,0.0,193,45.50113296517514,45.0,1.843459148977267e-22,0.14088757204994745,WANDER,0.55,0,0,0,0,optomotor
194,3.88,45.50401602937953,45.0,1.8588772711464825e-22,0.14415321021952957,0.0,0.0,76.0,30.0,0.0,194,45.50401602937953,45.0,1.8588772711464825e-22,0.14415321021952957,WANDER,0.55,0,0,0,0,optomotor
195,3.9,45.50693930287512,45.0,1.863157520746843e-22,0.14616367477958112,0.0,0.0,76.0,30.0,0.0,195,45.50693930287512,45.0,1.863157520746843e-22,0.14616367477958112,WANDER,0.55,0,0,0,0,optomotor
196,3.92,45.50986355165335,45.0,1.8672440638448085e-22,0.14621243891173508,0.0,0.0,76.0,30.0,0.0,196,45.50986355165335,45.0,1.8672440638448085e-22,0.14621243891173508,WANDER,0.55,0,0,0,0,optomotor
197,3.94,45.51273940753732,45.0,1.8633339403436383e-22,0.14379279419822896,0.0,0.0,76.0,30.0,0.0,197,45.51273940753732,45.0,1.8633339403436383e-22,0.14379279419822896,WANDER,0.55,0,0,0,0,optomotor
198,3.96,45.51551225323163,45.0,1.859618329746371e-22,0.13864228471551499,0.0,0.0,76.0,30.0,0.0,198,45.51551225323163,45.0,1.859618329746371e-22,0.13864228471551499,WANDER,0.55,0,0,0,0,optomotor
199,3.98,45.51819308337346,45.0,1.8508798852530017e-22,0.13404150709154936,0.0,0.0,76.0,30.0,0.0,199,45.51819308337346,45.0,1.8508798852530017e-22,0.13404150709154936,WANDER,0.55,0,0,0,0,optomotor
200,4.0,45.52084226262388,45.0,1.8425647500333148e-22,0.13245896252089323,0.0,0.0,76.0,30.0,0.0,200,45.52084226262388,45.0,1.8425647500333148e-22,0.13245896252089323,WANDER,0.55,0,0,0,0,optomotor
