step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,drum_angle,laser_active,yaw_torque,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
103,2.06,40.25065460761196,40.0,1.6775649679953902e-22,0.14262044031061966,0.0,0.0,0.0,0.0,2.243915721940418e-23,103,40.25065460761196,40.0,1.6775649679953902e-22,0.14262044031061966,WANDER,0.55,0,0,0,0,visual_operant
104,2.08,40.25340502199889,40.0,1.6792965105575824e-22,0.13752071934636106,0.0,0.0,0.0,0.0,-4.623329745878156e-24,104,40.25340502199889,40.0,1.6792965105575824e-22,0.13752071934636106,WANDER,0.55,0,0,0,0,visual_operant
105,2.1,40.25606446939535,40.0,1.6783502587284582e-22,0.13297236982292313,0.0,0.0,0.0,0.0,8.657712810960765e-24,105,40.25606446939535,40.0,1.6783502587284582e-22,0.13297236982292313,WANDER,0.55,0,0,0,0,visual_operant
106,2.12,40.25869326356645,40.0,1.6748531333029299e-22,0.13143970855518755,0.0,0.0,0.0,0.0,-4.7312591456219104e-24,106,40.25869326356645,40.0,1.6748531333029299e-22,0.13143970855518755,WANDER,0.55,0,0,0,0,visual_operant
107,2.14,40.26134101054803,40.0,1.6715300800566865e-22,0.1323873490791308,0.0,0.0,4.1965505106339505e-23,0.0,-1.7485627127641458e-23,107,40.26134101054803,40.0,1.6715300800566865e-22,0.1323873490791308,WANDER,0.55,0,0,0,0,visual_operant
108,2.16,40.26404276004411,40.0,1.6683728305612122e-22,0.1350874748043018,0.0,0.0,8.184214406125907e-23,0.0,-1.6615266231216484e-23,108,40.26404276004411,40.0,1.6683728305612122e-22,0.1350874748043018,WANDER,0.55,0,0,0,0,visual_operant
109,2.18,40.26681643663494,40.0,1.66797756285688e-22,0.13868382954122227,0.0,0.0,1.1972913800695113e-22,0.0,-1.5786247477371694e-23,109,40.26681643663494,40.0,1.66797756285688e-22,0.13868382954122227,WANDER,0.55,0,0,0,0,visual_operant
110,2.2,40.269661782683514,40.0,1.6676093035287509e-22,0.14226730242853255,0.0,0.0,1.2447235045893845e-22,0.0,-1.9763385216613802e-24,110,40.269661782683514,40.0,1.6676093035287509e-22,0.14226730242853255,WANDER,0.55,0,0,0,0,visual_operant
111,2.22,40.27256090903245,40.0,1.6594546085233512e-22,0.14495631744696566,0.0,0.0,1.288914623964886e-22,0.0,-1.841296640645906e-24,111,40.27256090903245,40.0,1.6594546085233512e-22,0.14495631744696566,WANDER,0.55,0,0,0,0,visual_operant
112,2.24,40.27548040516064,40.0,1.6464865639378614e-22,0.1459748064096103,0.0,0.0,2.267478024612841e-22,0.0,-4.077347502699813e-23,112,40.27548040516064,40.0,1.6464865639378614e-22,0.1459748064096103,WANDER,0.55,0,0,0,0,visual_operant
113,2.2600000000000002,40.278374820389146,40.0,1.634141362437055e-22,0.1447207614252211,0.0,0.0,3.82364337487162e-22,0.0,-6.484022292744912e-23,113,40.278374820389146,40.0,1.634141362437055e-22,0.1447207614252211,WANDER,0.55,0,0,0,0,visual_operant
114,2.2800000000000002,40.28119120456613,40.0,1.6223894189744097e-22,0.14081920884892923,0.0,0.0,5.305067554968375e-22,0.0,-6.172600750403149e-23,114,40.28119120456613,40.0,1.6223894189744097e-22,0.14081920884892923,WANDER,0.55,0,0,0,0,visual_operant
115,2.3000000000000003,40.28388740143024,40.0,1.6112025537931129e-22,0.13480984320570147,0.0,0.0,6.715300770485804e-22,0.0,-5.875971731322619e-23,115,40.28388740143024,40.0,1.6112025537931129e-22,0.13480984320570147,WANDER,0.55,0,0,0,0,visual_operant
116,2.32,40.28652699887268,40.0,1.603157979393335e-22,0.13197987212178772,0.0,0.0,8.057724592241423e-22,0.0,-5.593432590648415e-23,116,40.28652699887268,40.0,1.603157979393335e-22,0.13197987212178772,WANDER,0.55,0,0,0,0,visual_operant
117,2.34,40.289164911031385,40.0,1.5955026576830944e-22,0.13189560793526373,0.0,0.0,9.023073520214763e-22,0.0,-4.02228719988892e-23,117,40.289164911031385,40.0,1.5955026576830944e-22,0.13189560793526373,WANDER,0.55,0,0,0,0,visual_operant
118,2.36,40.29184306636655,40.0,1.5830099917225685e-22,0.1339077667585246,0.0,0.0,9.941712125443649e-22,0.0,-3.827660855120361e-23,118,40.29184306636655,40.0,1.5830099917225685e-22,0.1339077667585246,WANDER,0.55,0,0,0,0,visual_operant
119,2.38,40.294587233912715,40.0,1.5685132602048309e-22,0.13720837730795038,0.0,0.0,1.1440832040706754e-21,0.0,-6.246332980262939e-23,119,40.294587233912715,40.0,1.5685132602048309e-22,0.13720837730795038,WANDER,0.55,0,0,0,0,visual_operant
120,2.4,40.297405273943596,40.0,1.5547114355237087e-22,0.14090200154395474,0.0,0.0,1.3180439822835276e-21,0.0,-7.248365758868839e-23,120,40.297405273943596,40.0,1.5547114355237087e-22,0.14090200154395474,WANDER,0.55,0,0,0,0,visual_operant
121,2.42,40.300286971326265,40.0,1.5415715096044627e-22,0.1440848691334977,0.0,0.0,1.483665878456994e-21,0.0,-6.9009123405611e-23,121,40.300286971326265,40.0,1.5415715096044627e-22,0.1440848691334977,WANDER,0.55,0,0,0,0,visual_operant
122,2.44,40.30320546767151,40.0,1.529062042255904e-22,0.1459248172623602,0.0,0.0,1.6413449894879454e-21,0.0,-6.569962959622979e-23,122,40.30320546767151,40.0,1.529062042255904e-22,0.1459248172623602,WANDER,0.55,0,0,0,0,visual_operant
123,2.46,40.306120164774114,40.0,1.5171530866959245e-22,0.1457348551303206,0.0,0.0,1.7914585976706515e-21,0.0,-6.254733674279418e-23,123,40.306120164774114,40.0,1.5171530866959245e-22,0.1457348551303206,WANDER,0.55,0,0,0,0,visual_operant
124,2.48,40.308980839674945,40.0,1.513628279770171e-22,0.143033745041679,0.0,0.0,1.934366064390404e-21,0.0,-5.954477779989676e-23,124,40.308980839674945,40.0,1.513628279770171e-22,0.143033745041679,WANDER,0.55,0,0,0,0,visual_operant
125,2.5,40.31173260283379,40.0,1.5050699291418692e-22,0.13758815794255863,0.0,0.0,1.976663747499446e-21,0.0,-1.7624034628767518e-23,125,40.31173260283379,40.0,1.5050699291418692e-22,0.13758815794255863,WANDER,0.55,0,0,0,0,visual_operant
126,2.52,40.31439981814997,40.0,1.4969246866966096e-22,0.13336076580900372,0.0,0.0,2.0793639550390674e-21,0.0,-4.2791753141509004e-23,126,40.31439981814997,40.0,1.4969246866966096e-22,0.13336076580900372,WANDER,0.55,0,0,0,0,visual_operant
127,2.54,40.31704186317175,40.0,1.4891729297956978e-22,0.13210225108916582,0.0,0.0,2.1771068643821828e-21,0.0,-4.0726212226298076e-23,127,40.31704186317175,40.0,1.4891729297956978e-22,0.13210225108916582,WANDER,0.55,0,0,0,0,visual_operant
128,2.56,40.31970692612705,40.0,1.481795967875777e-22,0.13325314776483807,0.0,0.0,2.2701279471931262e-21,0.0,-3.8758784504559677e-23,128,40.31970692612705,40.0,1.481795967875777e-22,0.13325314776483807,WANDER,0.55,0,0,0,0,visual_operant
129,2.58,40.32242828414777,40.0,1.4747759981752504e-22,0.13606790103604496,0.0,0.0,2.3586514902321753e-21,0.0,-3.688480959960384e-23,129,40.32242828414777,40.0,1.4747759981752504e-22,0.13606790103604496,WANDER,0.55,0,0,0,0,visual_operant
130,2.6,40.32522189318209,40.0,1.4680960635636966e-22,0.13968045171618965,0.0,0.0,2.4428911266384955e-21,0.0,-3.5099848502633414e-23,130,40.32522189318209,40.0,1.4680960635636966e-22,0.13968045171618965,WANDER,0.55,0,0,0,0,visual_operant
131,2.62,40.328085507231,40.0,1.4617400123743894e-22,0.14318070244561926,0.0,0.0,2.5230503419771412e-21,0.0,-3.339967305776908e-23,131,40.328085507231,40.0,1.4617400123743894e-22,0.14318070244561926,WANDER,0.55,0,0,0,0,visual_operant
132,2.64,40.33099940716658,40.0,1.4661086750189108e-22,0.14569499677889192,0.0,0.0,2.599322956248827e-21,0.0,-3.17802559465358e-23,132,40.33099940716658,40.0,1.4661086750189108e-22,0.14569499677889192,WANDER,0.55,0,0,0,0,visual_operant
133,2.66,40.333928674806465,40.0,1.4702775104707147e-22,0.14646338199418826,0.0,0.0,2.5468990045145717e-21,0.0,2.184331322260649e-23,133,40.333928674806465,40.0,1.4702775104707147e-22,0.14646338199418826,WANDER,0.55,0,0,0,0,visual_operant
134,2.68,40.336826809114335,40.0,1.4742560105214556e-22,0.14490671539342817,0.0,0.0,2.4968729790929232e-21,0.0,2.0844177259020135e-23,134,40.336826809114335,40.0,1.4742560105214556e-22,0.14490671539342817,WANDER,0.55,0,0,0,0,visual_operant
135,2.7,40.33964036083365,40.0,1.483261323539753e-22,0.1406775859657626,0.0,0.0,2.4491309784840333e-21,0.0,1.9892500253704132e-23,135,40.33964036083365,40.0,1.483261323539753e-22,0.1406775859657626,WANDER,0.55,0,0,0,0,visual_operant
136,2.72,40.342340435084054,40.0,1.4918471173499285e-22,0.13500371252039195,0.0,0.0,2.3410672222644646e-21,0.0,4.502656509148694e-23,136,40.342340435084054,40.0,1.4918471173499285e-22,0.13500371252039195,WANDER,0.55,0,0,0,0,visual_operant
137,2.74,40.34498992496186,40.0,1.500033319114368e-22,0.13247449389034036,0.0,0.0,2.2380376965423578e-21,0.0,4.292896905087787e-23,137,40.34498992496186,40.0,1.500033319114368e-22,0.13247449389034036,WANDER,0.55,0,0,0,0,visual_operant
138,2.7600000000000002,40.34764252529473,40.0,1.507838909455244e-22,0.13263001664380206,0.0,0.0,2.1398032753690833e-21,0.0,4.093100882219773e-23,138,40.34764252529473,40.0,1.507838909455244e-22,0.13263001664380206,WANDER,0.55,0,0,0,0,visual_operant
139,2.7800000000000002,40.3503385295017,40.0,1.5152819674151756e-22,0.13480021034840525,0.0,0.0,2.0461361912785716e-21,0.0,3.90279517043799e-23,139,40.3503385295017,40.0,1.5152819674151756e-22,0.13480021034840525,WANDER,0.55,0,0,0,0,visual_operant
140,2.8000000000000003,40.353101801991336,40.0,1.5275878207193273e-22,0.1381636244817682,0.0,0.0,1.9568194957593914e-21,0.0,3.721528979965841e-23,140,40.353101801991336,40.0,1.5275878207193273e-22,0.1381636244817682,WANDER,0.55,0,0,0,0,visual_operant
141,2.82,40.35593819920996,40.0,1.5393179280291287e-22,0.1418198609310458,0.0,0.0,1.8091492561095736e-21,0.0,6.152926652075749e-23,141,40.35593819920996,40.0,1.5393179280291287e-22,0.1418198609310458,WANDER,0.55,0,0,0,0,visual_operant
142,2.84,40.35883558231554,40.0,1.5452915298422423e-22,0.1448691552793526,0.0,0.0,1.6683879683919564e-21,0.0,5.865053654900718e-23,142,40.35883558231554,40.0,1.5452915298422423e-22,0.1448691552793526,WANDER,0.55,0,0,0,0,visual_operant
143,2.86,40.361765421481294,40.0,1.5509896187294805e-22,0.14649195828742403,0.0,0.0,1.5967047466345915e-21,0.0,2.98680090655687e-23,143,40.361765421481294,40.0,1.5509896187294805e-22,0.14649195828742403,WANDER,0.55,0,0,0,0,visual_operant
144,2.88,40.36468584886294,40.0,1.5564252815548222e-22,0.14602136908241836,0.0,0.0,1.5283276799877337e-21,0.0,2.849044443619074e-23,144,40.36468584886294,40.0,1.5564252815548222e-22,0.14602136908241836,WANDER,0.55,0,0,0,0,visual_operant
145,2.9,40.36754588713401,40.0,1.5590069298376727e-22,0.14300191355331968,0.0,0.0,1.4630997260836338e-21,0.0,2.7178314126708244e-23,145,40.36754588713401,40.0,1.5590069298376727e-22,0.14300191355331968,WANDER,0.55,0,0,0,0,visual_operant
146,2.92,40.37029047488756,40.0,1.5666820159857295e-22,0.13722938767776416,0.0,0.0,1.4321199466894265e-21,0.0,1.290824141425301e-23,146,40.37029047488756,40.0,1.5666820159857295e-22,0.13722938767776416,WANDER,0.55,0,0,0,0,visual_operant
147,2.94,40.372957273779626,40.0,1.5792091505777452e-22,0.13333994460337803,0.0,0.0,1.3400189129127442e-21,0.0,3.837543074028429e-23,147,40.372957273779626,40.0,1.5792091505777452e-22,0.13333994460337803,WANDER,0.55,0,0,0,0,visual_operant
148,2.96,40.37560464794801,40.0,1.5885462490343776e-22,0.1323687084191058,0.0,0.0,1.1896932978085566e-21,0.0,6.26356729600782e-23,148,40.37560464794801,40.0,1.5885462490343776e-22,0.1323687084191058,WANDER,0.55,0,0,0,0,visual_operant
149,2.98,40.378279303579994,40.0,1.597448617351917e-22,0.13373278159932908,0.0,0.0,1.077648116328969e-21,0.0,4.668549228316155e-23,149,40.378279303579994,40.0,1.597448617351917e-22,0.13373278159932908,WANDER,0.55,0,0,0,0,visual_operant
150,3.0,40.38101269808682,40.0,1.6059369052119706e-22,0.13666972534125182,0.0,0.0,9.70819696518496e-22,0.0,4.451184158769704e-23,150,40.38101269808682,40.0,1.6059369052119706e-22,0.13666972534125182,WANDER,0.55,0,0,0,0,visual_operant
151,3.02,40.383818791383334,40.0,1.611426727717734e-22,0.1403046648254955,0.0,0.0,8.68960242197855e-22,0.0,4.244143930026709e-23,151,40.383818791383334,40.0,1.611426727717734e-22,0.1403046648254955,WANDER,0.55,0,0,0,0,visual_operant
152,3.04,40.38669334241514,40.0,1.616664291253396e-22,0.14372755159055903,0.0,0.0,8.030823721286944e-22,0.0,2.744911252881692e-23,152,40.38669334241514,40.0,1.616664291253396e-22,0.14372755159055903,WANDER,0.55,0,0,0,0,visual_operant
153,3.06,40.38961481526706,40.0,1.621661578120036e-22,0.14607364259585798,0.0,0.0,7.4023160970075225e-22,0.0,2.618781767830923e-23,153,40.38961481526706,40.0,1.621661578120036e-22,0.14607364259585798,WANDER,0.55,0,0,0,0,visual_operant
154,3.08,40.392546814603726,40.0,1.6212218940223638e-22,0.14659996683322152,0.0,0.0,6.802641673010707e-22,0.0,2.4986434333200653e-23,154,40.392546814603726,40.0,1.6212218940223638e-22,0.14659996683322152,WANDER,0.55,0,0,0,0,visual_operant
155,3.1,40.39544183281888,40.0,1.6129988924852993e-22,0.14475091075783603,0.0,0.0,6.855403764731384e-22,0.0,-2.1984204883615656e-24,155,40.39544183281888,40.0,1.6129988924852993e-22,0.14475091075783603,WANDER,0.55,0,0,0,0,visual_operant
156,3.12,40.39824597343857,40.0,1.6051736189267931e-22,0.14020703098427853,0.0,0.0,7.842163949179109e-22,0.0,-4.1115007685321837e-23,156,40.39824597343857,40.0,1.6051736189267931e-22,0.14020703098427853,WANDER,0.55,0,0,0,0,visual_operant
157,3.14,40.40094362784442,40.0,1.5977271812678638e-22,0.13488272029242218,0.0,0.0,8.781196776199845e-22,0.0,-3.91263677925307e-23,157,40.40094362784442,40.0,1.5977271812678638e-22,0.13488272029242218,WANDER,0.55,0,0,0,0,visual_operant
158,3.16,40.40359691730743,40.0,1.5932456385218159e-22,0.1326644731505606,0.0,0.0,9.674769295271377e-22,0.0,-3.723218829464714e-23,158,40.40359691730743,40.0,1.5932456385218159e-22,0.1326644731505606,WANDER,0.55,0,0,0,0,visual_operant
159,3.18,40.406258250874174,40.0,1.5889843789004278e-22,0.13306667833694472,0.0,0.0,1.0212554424797135e-21,0.0,-2.2407713730239902e-23,159,40.406258250874174,40.0,1.5889843789004278e-22,0.13306667833694472,WANDER,0.55,0,0,0,0,visual_operant
160,3.2,40.408966235678896,40.0,1.587536992673813e-22,0.13539924023624447,0.0,0.0,1.0723905579363709e-21,0.0,-2.1306298106940603e-23,160,40.408966235678896,40.0,1.587536992673813e-22,0.13539924023624447,WANDER,0.55,0,0,0,0,visual_operant
161,3.22,40.41174279884675,40.0,1.5861660415758596e-22,0.13882815839278181,0.0,0.0,1.0897591926557507e-21,0.0,-7.236931133074872e-24,161,40.41174279884675,40.0,1.5861660415758596e-22,0.13882815839278181,WANDER,0.55,0,0,0,0,visual_operant
162,3.24,40.41459178067114,40.0,1.5848678949379567e-22,0.14244909121934543,0.0,0.0,1.10621060583119e-21,0.0,-6.85475548976636e-24,162,40.41459178067114,40.0,1.5848678949379567e-22,0.14244909121934543,WANDER,0.55,0,0,0,0,visual_operant
163,3.2600000000000002,40.417499126581,40.0,1.5836390945482515e-22,0.14536729549308866,0.0,0.0,1.121788365486026e-21,0.0,-6.490733189515004e-24,163,40.417499126581,40.0,1.5836390945482515e-22,0.14536729549308866,WANDER,0.55,0,0,0,0,visual_operant
164,3.2800000000000002,40.420434661798815,40.0,1.587684453897024e-22,0.146776760890621,0.0,0.0,1.1365339701624874e-21,0.0,-6.144001948525586e-24,164,40.420434661798815,40.0,1.587684453897024e-22,0.146776760890621,WANDER,0.55,0,0,0,0,visual_operant
165,3.3000000000000003,40.423355290423125,40.0,1.5915458918369773e-22,0.1460314312155217,0.0,0.0,1.0879896579772159e-21,0.0,2.022679674386313e-23,165,40.423355290423125,40.0,1.5915458918369773e-22,0.1460314312155217,WANDER,0.55,0,0,0,0,visual_operant
166,3.3200000000000003,40.42620933271617,40.0,1.59523214463503e-22,0.14270211465221846,0.0,0.0,1.041652402697777e-21,0.0,1.9307189699766192e-23,166,40.42620933271617,40.0,1.59523214463503e-22,0.14270211465221846,WANDER,0.55,0,0,0,0,visual_operant
167,3.34,40.42894161212669,40.0,1.5987515335854226e-22,0.13661397052605592,0.0,0.0,9.974173691211437e-22,0.0,1.8431263990263857e-23,167,40.42894161212669,40.0,1.5987515335854226e-22,0.13661397052605592,WANDER,0.55,0,0,0,0,visual_operant
168,3.36,40.43160304171553,40.0,1.6021119847209188e-22,0.13307147944216366,0.0,0.0,9.551847017164329e-22,0.0,1.7596944751962882e-23,168,40.43160304171553,40.0,1.6021119847209188e-22,0.13307147944216366,WANDER,0.55,0,0,0,0,visual_operant
169,3.38,40.43425090299628,40.0,1.6053210475877263e-22,0.13239306403743462,0.0,0.0,9.14859288090478e-22,0.0,1.6802255677481205e-23,169,40.43425090299628,40.0,1.6053210475877263e-22,0.13239306403743462,WANDER,0.55,0,0,0,0,visual_operant
170,3.4,40.43693036407649,40.0,1.6109899668471423e-22,0.13397305401040763,0.0,0.0,8.763505336887881e-22,0.0,1.6045314334037406e-23,170,40.43693036407649,40.0,1.6109899668471423e-22,0.13397305401040763,WANDER,0.55,0,0,0,0,visual_operant
171,3.42,40.43967102377344,40.0,1.6163981200406582e-22,0.13703298484755147,0.0,0.0,8.083235025757954e-22,0.0,2.8344596297080334e-23,171,40.43967102377344,40.0,1.6163981200406582e-22,0.13703298484755147,WANDER,0.55,0,0,0,0,visual_operant
172,3.44,40.44248482675788,40.0,1.6215578935564044e-22,0.14069014922174403,0.0,0.0,7.43425664253603e-22,0.0,2.7040765967580126e-23,172,40.44248482675788,40.0,1.6215578935564044e-22,0.14069014922174403,WANDER,0.55,0,0,0,0,visual_operant
173,3.46,40.445365538147584,40.0,1.6316891928661442e-22,0.14403556948546845,0.0,0.0,6.815083820646482e-22,0.0,2.5798867578731184e-23,173,40.445365538147584,40.0,1.6316891928661442e-22,0.14403556948546845,WANDER,0.55,0,0,0,0,visual_operant
174,3.48,40.448289825889255,40.0,1.6413483119349434e-22,0.14621438708366266,0.0,0.0,5.599327903477709e-22,0.0,5.0656496548698865e-23,174,40.448289825889255,40.0,1.6413483119349434e-22,0.14621438708366266,WANDER,0.55,0,0,0,0,visual_operant
175,3.5,40.451219854845455,40.0,1.6505576793242467e-22,0.1465014478099132,0.0,0.0,4.440233615221808e-22,0.0,4.829559534399588e-23,175,40.451219854845455,40.0,1.6505576793242467e-22,0.1465014478099132,WANDER,0.55,0,0,0,0,visual_operant
176,3.52,40.45410716071206,40.0,1.6645467656758993e-22,0.1443652933303365,0.0,0.0,3.3351095285054166e-22,0.0,4.6046836946516296e-23,176,40.45410716071206,40.0,1.6645467656758993e-22,0.1443652933303365,WANDER,0.55,0,0,0,0,visual_operant
177,3.54,40.45689745692319,40.0,1.6778809757794704e-22,0.13951481055623946,0.0,0.0,1.6564191663070977e-22,0.0,6.994543175826329e-23,177,40.45689745692319,40.0,1.6778809757794704e-22,0.13951481055623946,WANDER,0.55,0,0,0,0,visual_operant
178,3.56,40.45958843573103,40.0,1.6905914162567436e-22,0.13454894039204876,0.0,0.0,5.631395387857505e-24,0.0,6.667105051785511e-23,178,40.45958843573103,40.0,1.6905914162567436e-22,0.13454894039204876,WANDER,0.55,0,0,0,0,visual_operant
179,3.58,40.46224137473364,40.0,1.7027077161649683e-22,0.13264695013054495,0.0,0.0,0.0,0.0,6.35522023863663e-23,179,40.46224137473364,40.0,1.7027077161649683e-22,0.13264695013054495,WANDER,0.55,0,0,0,0,visual_operant
180,3.6,40.46490733628638,40.0,1.7142580971811741e-22,0.13329807763712895,0.0,0.0,0.0,0.0,6.058149954112322e-23,180,40.46490733628638,40.0,1.7142580971811741e-22,0.13329807763712895,WANDER,0.55,0,0,0,0,visual_operant
181,3.62,40.467623195816216,40.0,1.7278734941712666e-22,0.13579297649162436,0.0,0.0,0.0,0.0,5.775190508102919e-23,181,40.467623195816216,40.0,1.7278734941712666e-22,0.13579297649162436,WANDER,0.55,0,0,0,0,visual_operant
182,3.64,40.470408916430586,40.0,1.7408520395966265e-22,0.13928603071836398,0.0,0.0,0.0,0.0,6.807698495046278e-23,182,40.470408916430586,40.0,1.7408520395966265e-22,0.13928603071836398,WANDER,0.55,0,0,0,0,visual_operant
183,3.66,40.47326631578609,40.0,1.7532239839065787e-22,0.14286996777520786,0.0,0.0,0.0,0.0,6.489272712679968e-23,183,40.47326631578609,40.0,1.7532239839065787e-22,0.14286996777520786,WANDER,0.55,0,0,0,0,visual_operant
184,3.68,40.47617943713064,40.0,1.7650181406541047e-22,0.14565606722751773,0.0,0.0,0.0,0.0,6.185972154976056e-23,184,40.47617943713064,40.0,1.7650181406541047e-22,0.14565606722751773,WANDER,0.55,0,0,0,0,visual_operant
185,3.7,40.47911649233467,40.0,1.77626195474842e-22,0.146852760201408,0.0,0.0,0.0,0.0,5.897078373763082e-23,185,40.47911649233467,40.0,1.77626195474842e-22,0.146852760201408,WANDER,0.55,0,0,0,0,visual_operant
186,3.72,40.48203320352124,40.0,1.7843775137470176e-22,0.14583555932864342,0.0,0.0,0.0,0.0,5.621907047157722e-23,186,40.48203320352124,40.0,1.7843775137470176e-22,0.14583555932864342,WANDER,0.55,0,0,0,0,visual_operant
187,3.74,40.4848772442708,40.0,1.7921171890468036e-22,0.14220203747781665,0.0,0.0,0.0,0.0,4.057779499298802e-23,187,40.4848772442708,40.0,1.7921171890468036e-22,0.14220203747781665,WANDER,0.55,0,0,0,0,visual_operant
188,3.7600000000000002,40.487593382594824,40.0,1.7994988351234717e-22,0.13580691620134897,0.0,0.0,0.0,0.0,3.869837649893041e-23,188,40.487593382594824,40.0,1.7994988351234717e-22,0.13580691620134897,WANDER,0.55,0,0,0,0,visual_operant
189,3.7800000000000002,40.490245724574606,40.0,1.8091435120836546e-22,0.13261709898914129,0.0,0.0,0.0,0.0,3.690823038334054e-23,189,40.490245724574606,40.0,1.8091435120836546e-22,0.13261709898914129,WANDER,0.55,0,0,0,0,visual_operant
190,3.8000000000000003,40.4928904036968,40.0,1.8209440003990603e-22,0.13223395610961614,0.0,0.0,0.0,0.0,4.822338480091433e-23,190,40.4928904036968,40.0,1.8209440003990603e-22,0.13223395610961614,WANDER,0.55,0,0,0,0,visual_operant
191,3.8200000000000003,40.49557099815123,40.0,1.8269860123133866e-22,0.13402972272146702,0.0,0.0,0.0,0.0,5.900244157702791e-23,191,40.49557099815123,40.0,1.8269860123133866e-22,0.13402972272146702,WANDER,0.55,0,0,0,0,visual_operant
192,3.84,40.49831521373414,40.0,1.8327506340154043e-22,0.13721077914533958,0.0,0.0,0.0,0.0,3.0210059571631215e-23,192,40.49831521373414,40.0,1.8327506340154043e-22,0.13721077914533958,WANDER,0.55,0,0,0,0,visual_operant
193,3.86,40.50113296517514,40.0,1.843459148977267e-22,0.14088757204994745,0.0,0.0,0.0,0.0,2.882310851008805e-23,193,40.50113296517514,40.0,1.843459148977267e-22,0.14088757204994745,WANDER,0.55,0,0,0,0,visual_operant
194,3.88,40.50401602937953,40.0,1.8588772711464825e-22,0.14415321021952957,0.0,0.0,0.0,0.0,5.354257480931448e-23,194,40.50401602937953,40.0,1.8588772711464825e-22,0.14415321021952957,WANDER,0.55,0,0,0,0,visual_operant
195,3.9,40.50693930287512,40.0,1.863157520746843e-22,0.14616367477958112,0.0,0.0,0.0,0.0,7.709061084607676e-23,195,40.50693930287512,40.0,1.863157520746843e-22,0.14616367477958112,WANDER,0.55,0,0,0,0,visual_operant
196,3.92,40.50986355165335,40.0,1.8672440638448085e-22,0.14621243891173508,0.0,0.0,0.0,0.0,2.1401248001803054e-23,196,40.50986355165335,40.0,1.8672440638448085e-22,0.14621243891173508,WANDER,0.55,0,0,0,0,visual_operant
197,3.94,40.51273940753732,40.0,1.8633339403436383e-22,0.14379279419822896,0.0,0.0,0.0,0.0,2.043271548982673e-23,197,40.51273940753732,40.0,1.8633339403436383e-22,0.14379279419822896,WANDER,0.55,0,0,0,0,visual_operant
198,3.96,40.51551225323163,40.0,1.859618329746371e-22,0.13864228471551499,0.0,0.0,0.0,0.0,-1.9550617505850175e-23,198,40.51551225323163,40.0,1.859618329746371e-22,0.13864228471551499,WANDER,0.55,0,0,0,0,visual_operant
199,3.98,40.51819308337346,40.0,1.8508798852530017e-22,0.13404150709154936,0.0,0.0,4.4587327167207916e-23,0.0,-1.857805298633663e-23,199,40.51819308337346,40.0,1.8508798852530017e-22,0.13404150709154936,WANDER,0.55,0,0,0,0,visual_operant
200,4.0,40.52084226262388,40.0,1.8425647500333148e-22,0.13245896252089323,0.0,0.0,1.4944866108763897e-22,0.0,-4.369222246684627e-23,200,40.52084226262388,40.0,1.8425647500333148e-22,0.13245896252089323,WANDER,0.55,0,0,0,0,visual_operant
