step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,wind_speed,odor_conc,source_reached,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
113,2.2600000000000002,20.779326059260704,30.0,8.938458956798632e-24,0.42565804727793816,0.0,0.0,25.0,0.5289207081644673,0.0,113,20.779326059260704,30.0,8.938458956798632e-24,0.42565804727793816,SURGE,0.55,0,0,0,0,wind_tunnel
114,2.2800000000000002,20.78760384975669,30.0,9.327033785714826e-24,0.41388952479922675,0.0,0.0,25.0,0.5289387196195986,0.0,114,20.78760384975669,30.0,9.327033785714826e-24,0.41388952479922675,SURGE,0.55,0,0,0,0,wind_tunnel
115,2.3000000000000003,20.795858284120214,30.0,9.805571527506051e-24,0.4127217181763483,0.0,0.0,25.0,0.5289562336851775,0.0,115,20.795858284120214,30.0,9.805571527506051e-24,0.4127217181763483,SURGE,0.55,0,0,0,0,wind_tunnel
116,2.32,20.80433409681407,30.0,1.0152958509313642e-23,0.42379063469273226,0.0,0.0,25.0,0.5289736989115555,0.0,116,20.80433409681407,30.0,1.0152958509313642e-23,0.42379063469273226,SURGE,0.55,0,0,0,0,wind_tunnel
117,2.34,20.812835118917622,30.0,1.0592264826733923e-23,0.42505110517764105,0.0,0.0,25.0,0.528991633143536,0.0,117,20.812835118917622,30.0,1.0592264826733923e-23,0.42505110517764105,SURGE,0.55,0,0,0,0,wind_tunnel
118,2.36,20.821028042967253,30.0,1.1010704094076741e-23,0.40964620248150735,0.0,0.0,25.0,0.529009621327634,0.0,118,20.821028042967253,30.0,1.1010704094076741e-23,0.40964620248150735,SURGE,0.55,0,0,0,0,wind_tunnel
119,2.38,20.829353816222397,30.0,1.1409267496220775e-23,0.4162886627572496,0.0,0.0,25.0,0.5290269581543072,0.0,119,20.829353816222397,30.0,1.1409267496220775e-23,0.4162886627572496,SURGE,0.55,0,0,0,0,wind_tunnel
120,2.4,20.83786985725174,30.0,1.1788899136762967e-23,0.4258020514671393,0.0,0.0,25.0,0.5290445766816791,0.0,120,20.83786985725174,30.0,1.1788899136762967e-23,0.4258020514671393,SURGE,0.55,0,0,0,0,wind_tunnel
121,2.42,20.846221342419057,30.0,1.2150498274379404e-23,0.4175742583658526,0.0,0.0,25.0,0.5290625984499112,0.0,121,20.846221342419057,30.0,1.2150498274379404e-23,0.4175742583658526,SURGE,0.55,0,0,0,0,wind_tunnel
122,2.44,20.85448317243626,30.0,1.2386501235710512e-23,0.4130915008602105,0.0,0.0,25.0,0.5290802725788941,0.0,122,20.85448317243626,30.0,1.2386501235710512e-23,0.4130915008602105,SURGE,0.55,0,0,0,0,wind_tunnel
123,2.46,20.862956698729622,30.0,1.2611294056378391e-23,0.42367631466814315,0.0,0.0,25.0,0.5290977575529183,0.0,123,20.862956698729622,30.0,1.2611294056378391e-23,0.42367631466814315,SURGE,0.55,0,0,0,0,wind_tunnel
124,2.48,20.871506601205994,30.0,1.2716989000815995e-23,0.4274951238185174,0.0,0.0,25.0,0.5291156911518797,0.0,124,20.871506601205994,30.0,1.2716989000815995e-23,0.4274951238185174,SURGE,0.55,0,0,0,0,wind_tunnel
125,2.5,20.879671758070927,30.0,1.2926083652641364e-23,0.40825784324668446,0.0,0.0,25.0,0.5291337870115459,0.0,125,20.879671758070927,30.0,1.2926083652641364e-23,0.40825784324668446,SURGE,0.55,0,0,0,0,wind_tunnel
126,2.52,20.887927167743147,30.0,1.3125246308505028e-23,0.41277048361102486,0.0,0.0,25.0,0.5291510691352608,0.0,126,20.887927167743147,30.0,1.3125246308505028e-23,0.41277048361102486,SURGE,0.55,0,0,0,0,wind_tunnel
127,2.54,20.89639456260705,30.0,1.3206528520966617e-23,0.4233697431951707,0.0,0.0,25.0,0.5291685428591816,0.0,127,20.89639456260705,30.0,1.3206528520966617e-23,0.4233697431951707,SURGE,0.55,0,0,0,0,wind_tunnel
128,2.56,20.904767086384496,30.0,1.3392370045584831e-23,0.41862618887220865,0.0,0.0,25.0,0.5291864658787102,0.0,128,20.904767086384496,30.0,1.3392370045584831e-23,0.41862618887220865,SURGE,0.55,0,0,0,0,wind_tunnel
129,2.58,20.91298151257625,30.0,1.346096388053513e-23,0.41072130958769454,0.0,0.0,25.0,0.5292041886805507,0.0,129,20.91298151257625,30.0,1.346096388053513e-23,0.41072130958769454,SURGE,0.55,0,0,0,0,wind_tunnel
130,2.6,20.921391217160053,30.0,1.352629950832529e-23,0.4204852291902145,0.0,0.0,25.0,0.5292215774012191,0.0,130,20.921391217160053,30.0,1.352629950832529e-23,0.4204852291902145,SURGE,0.55,0,0,0,0,wind_tunnel
131,2.62,20.929924015825335,30.0,1.369695191104397e-23,0.42663993326406446,0.0,0.0,25.0,0.5292393800891494,0.0,131,20.929924015825335,30.0,1.369695191104397e-23,0.42663993326406446,SURGE,0.55,0,0,0,0,wind_tunnel
132,2.64,20.938147286491418,30.0,1.385949832463351e-23,0.41116353330404104,0.0,0.0,25.0,0.5292574439697227,0.0,132,20.938147286491418,30.0,1.385949832463351e-23,0.41116353330404104,SURGE,0.55,0,0,0,0,wind_tunnel
133,2.66,20.94640713095845,30.0,1.3905903566328996e-23,0.4129922233514416,0.0,0.0,25.0,0.5292748531648974,0.0,133,20.94640713095845,30.0,1.3905903566328996e-23,0.4129922233514416,SURGE,0.55,0,0,0,0,wind_tunnel
134,2.68,20.954888110301148,30.0,1.3950104559043947e-23,0.42404896713494633,0.0,0.0,25.0,0.5292923403656488,0.0,134,20.954888110301148,30.0,1.3950104559043947e-23,0.42404896713494633,SURGE,0.55,0,0,0,0,wind_tunnel
135,2.7,20.963336590013288,30.0,1.4100626221853488e-23,0.4224239856069598,0.0,0.0,25.0,0.5293102963398351,0.0,135,20.963336590013288,30.0,1.4100626221853488e-23,0.4224239856069598,SURGE,0.55,0,0,0,0,wind_tunnel
136,2.72,20.971552609931358,30.0,1.4243998105679576e-23,0.41080099590344327,0.0,0.0,25.0,0.5293281841112826,0.0,136,20.971552609931358,30.0,1.4243998105679576e-23,0.41080099590344327,SURGE,0.55,0,0,0,0,wind_tunnel
137,2.74,20.979936376222277,30.0,1.4380559825023925e-23,0.4191883145460293,0.0,0.0,25.0,0.529345580280751,0.0,137,20.979936376222277,30.0,1.4380559825023925e-23,0.4191883145460293,SURGE,0.55,0,0,0,0,wind_tunnel
138,2.7600000000000002,20.988480340299272,30.0,1.4510634862699418e-23,0.4271982038496986,0.0,0.0,25.0,0.5293633322169342,0.0,138,20.988480340299272,30.0,1.4510634862699418e-23,0.4271982038496986,SURGE,0.55,0,0,0,0,wind_tunnel
139,2.7800000000000002,20.99678754778578,30.0,1.4634531336085324e-23,0.4153603743252579,0.0,0.0,25.0,0.5293814239712596,0.0,139,20.99678754778578,30.0,1.4634531336085324e-23,0.4153603743252579,SURGE,0.55,0,0,0,0,wind_tunnel
140,2.8000000000000003,21.005070075375254,30.0,1.464412250973685e-23,0.4141263794737081,0.0,0.0,25.0,0.5293990149888362,0.0,140,21.005070075375254,30.0,1.464412250973685e-23,0.4141263794737081,SURGE,0.55,0,0,0,0,wind_tunnel
141,2.82,21.013572717099887,30.0,1.4653258102639926e-23,0.42513208623171095,0.0,0.0,25.0,0.5294165543271646,0.0,141,21.013572717099887,30.0,1.4653258102639926e-23,0.42513208623171095,SURGE,0.55,0,0,0,0,wind_tunnel
142,2.84,21.022099360927836,30.0,1.4661959754880108e-23,0.42633219139736567,0.0,0.0,25.0,0.5294345603904993,0.0,142,21.022099360927836,30.0,1.4661959754880108e-23,0.42633219139736567,SURGE,0.55,0,0,0,0,wind_tunnel
143,2.86,21.030316753724264,30.0,1.467024807863888e-23,0.4108696398213445,0.0,0.0,25.0,0.529452617898144,0.0,143,21.030316753724264,30.0,1.467024807863888e-23,0.4108696398213445,SURGE,0.55,0,0,0,0,wind_tunnel
144,2.88,21.0386658946326,30.0,1.478656292426766e-23,0.41745704541679407,0.0,0.0,25.0,0.5294700210646732,0.0,144,21.0386658946326,30.0,1.478656292426766e-23,0.41745704541679407,SURGE,0.55,0,0,0,0,wind_tunnel
145,2.9,21.04720425177074,30.0,1.4897352814729076e-23,0.4269178569070043,0.0,0.0,25.0,0.529487703839194,0.0,145,21.04720425177074,30.0,1.4897352814729076e-23,0.4269178569070043,SURGE,0.55,0,0,0,0,wind_tunnel
146,2.92,21.05557704882196,30.0,1.4894459968145023e-23,0.4186398525609236,0.0,0.0,25.0,0.5295057879684723,0.0,146,21.05557704882196,30.0,1.4894459968145023e-23,0.4186398525609236,SURGE,0.55,0,0,0,0,wind_tunnel
147,2.94,21.06385923168829,30.0,1.478328431452516e-23,0.41410914331650334,0.0,0.0,25.0,0.5295235220434387,0.0,147,21.06385923168829,30.0,1.478328431452516e-23,0.41410914331650334,SURGE,0.55,0,0,0,0,wind_tunnel
148,2.96,21.07235219495257,30.0,1.4677389504452242e-23,0.42464816321390275,0.0,0.0,25.0,0.5295410647765877,0.0,148,21.07235219495257,30.0,1.4677389504452242e-23,0.42464816321390275,SURGE,0.55,0,0,0,0,wind_tunnel
149,2.98,21.08092065973616,30.0,1.457652469785779e-23,0.4284232391797178,0.0,0.0,25.0,0.5295590545733996,0.0,149,21.08092065973616,30.0,1.457652469785779e-23,0.4284232391797178,SURGE,0.55,0,0,0,0,wind_tunnel
150,3.0,21.089103543604494,30.0,1.448045096957657e-23,0.40914419341663105,0.0,0.0,25.0,0.5295772049168788,0.0,150,21.089103543604494,30.0,1.448045096957657e-23,0.40914419341663105,SURGE,0.55,0,0,0,0,wind_tunnel
151,3.02,21.09737588256496,30.0,1.4280520526140163e-23,0.4136169480233239,0.0,0.0,25.0,0.5295945390756326,0.0,151,21.09737588256496,30.0,1.4280520526140163e-23,0.4136169480233239,SURGE,0.55,0,0,0,0,wind_tunnel
152,3.04,21.10585944489914,30.0,1.4090086778766982e-23,0.42417811670891625,0.0,0.0,25.0,0.5296120633077191,0.0,152,21.10585944489914,30.0,1.4090086778766982e-23,0.42417811670891625,SURGE,0.55,0,0,0,0,wind_tunnel
153,3.06,21.114247408610694,30.0,1.3800278417145477e-23,0.4193981855778356,0.0,0.0,25.0,0.5296300356004635,0.0,153,21.114247408610694,30.0,1.3800278417145477e-23,0.4193981855778356,SURGE,0.55,0,0,0,0,wind_tunnel
154,3.08,21.122476579939526,30.0,1.3415815735452443e-23,0.41145856644156836,0.0,0.0,25.0,0.529647805968653,0.0,154,21.122476579939526,30.0,1.3415815735452443e-23,0.41145856644156836,SURGE,0.55,0,0,0,0,wind_tunnel
155,3.1,21.13090036612924,30.0,1.3158035248388379e-23,0.421189309485664,0.0,0.0,25.0,0.529665240505752,0.0,155,21.13090036612924,30.0,1.3158035248388379e-23,0.421189309485664,SURGE,0.55,0,0,0,0,wind_tunnel
156,3.12,21.139446612728165,30.0,1.2912499334459858e-23,0.4273123299462187,0.0,0.0,25.0,0.5296830879533891,0.0,156,21.139446612728165,30.0,1.2912499334459858e-23,0.4273123299462187,SURGE,0.55,0,0,0,0,wind_tunnel
157,3.14,21.147682726170874,30.0,1.2678626376442942e-23,0.41180567213549824,0.0,0.0,25.0,0.5297011954720456,0.0,157,21.147682726170874,30.0,1.2678626376442942e-23,0.41180567213549824,SURGE,0.55,0,0,0,0,wind_tunnel
158,3.16,21.155954835489585,30.0,1.2455862383931828e-23,0.4136054659354832,0.0,0.0,25.0,0.5297186464760476,0.0,158,21.155954835489585,30.0,1.2455862383931828e-23,0.4136054659354832,SURGE,0.55,0,0,0,0,wind_tunnel
159,3.18,21.16444752776564,30.0,1.2243679681064992e-23,0.4246346138027061,0.0,0.0,25.0,0.5297361743282378,0.0,159,21.16444752776564,30.0,1.2243679681064992e-23,0.4246346138027061,SURGE,0.55,0,0,0,0,wind_tunnel
160,3.2,21.17290719332913,30.0,1.1933155439335781e-23,0.4229832781746704,0.0,0.0,25.0,0.5297541701791668,0.0,160,21.17290719332913,30.0,1.1933155439335781e-23,0.4229832781746704,SURGE,0.55,0,0,0,0,wind_tunnel
161,3.22,21.181133895735243,30.0,1.1637381099088708e-23,0.41133512030560687,0.0,0.0,25.0,0.5297720966549114,0.0,161,21.181133895735243,30.0,1.1637381099088708e-23,0.41133512030560687,SURGE,0.55,0,0,0,0,wind_tunnel
162,3.24,21.189527863802244,30.0,1.135565604000337e-23,0.41969840335009556,0.0,0.0,25.0,0.5297895300512775,0.0,162,21.189527863802244,30.0,1.135565604000337e-23,0.41969840335009556,SURGE,0.55,0,0,0,0,wind_tunnel
163,3.2600000000000002,21.198081570575397,30.0,1.1087312921224587e-23,0.42768533865758185,0.0,0.0,25.0,0.529807318495497,0.0,163,21.198081570575397,30.0,1.1087312921224587e-23,0.42768533865758185,SURGE,0.55,0,0,0,0,wind_tunnel
164,3.2800000000000002,21.206398082336733,30.0,1.0831716100587795e-23,0.4158255880667864,0.0,0.0,25.0,0.5298254460714059,0.0,164,21.206398082336733,30.0,1.0831716100587795e-23,0.4158255880667864,SURGE,0.55,0,0,0,0,wind_tunnel
165,3.3000000000000003,21.21468949550867,30.0,1.04798399116827e-23,0.41457065859686787,0.0,0.0,25.0,0.5298430715627843,0.0,165,21.21468949550867,30.0,1.04798399116827e-23,0.41457065859686787,SURGE,0.55,0,0,0,0,wind_tunnel
166,3.3200000000000003,21.223200622964555,30.0,1.0144677841750598e-23,0.4255563727943285,0.0,0.0,25.0,0.5298606444454813,0.0,166,21.223200622964555,30.0,1.0144677841750598e-23,0.4255563727943285,SURGE,0.55,0,0,0,0,wind_tunnel
167,3.34,21.23173537066585,30.0,9.717015752891719e-24,0.4267373850646654,0.0,0.0,25.0,0.5298786835984615,0.0,167,21.23173537066585,30.0,9.717015752891719e-24,0.4267373850646654,SURGE,0.55,0,0,0,0,wind_tunnel
168,3.36,21.239960502661322,30.0,9.309667613253637e-24,0.4112565997736158,0.0,0.0,25.0,0.5298967734307514,0.0,168,21.239960502661322,30.0,9.309667613253637e-24,0.4112565997736158,SURGE,0.55,0,0,0,0,wind_tunnel
169,3.38,21.248317034504748,30.0,8.813248292999815e-24,0.4178265921712132,0.0,0.0,25.0,0.5299142076011681,0.0,169,21.248317034504748,30.0,8.813248292999815e-24,0.4178265921712132,SURGE,0.55,0,0,0,0,wind_tunnel
170,3.4,21.256862449985896,30.0,8.340408890458049e-24,0.42727077405747454,0.0,0.0,25.0,0.52993192087701,0.0,170,21.256862449985896,30.0,8.340408890458049e-24,0.42727077405747454,SURGE,0.55,0,0,0,0,wind_tunnel
171,3.42,21.26524198775469,30.0,7.781609142288466e-24,0.41897688843962266,0.0,0.0,25.0,0.5299500351403587,0.0,171,21.26524198775469,30.0,7.781609142288466e-24,0.41897688843962266,SURGE,0.55,0,0,0,0,wind_tunnel
172,3.44,21.2735306080063,30.0,7.140932164908388e-24,0.41443101258066106,0.0,0.0,25.0,0.5299677983833926,0.0,172,21.2735306080063,30.0,7.140932164908388e-24,0.41443101258066106,SURGE,0.55,0,0,0,0,wind_tunnel
173,3.46,21.282029718973526,30.0,6.530687343953863e-24,0.4249555483611735,0.0,0.0,25.0,0.5299853694819768,0.0,173,21.282029718973526,30.0,6.530687343953863e-24,0.4249555483611735,SURGE,0.55,0,0,0,0,wind_tunnel
174,3.48,21.290604054813432,30.0,6.057849369243229e-24,0.4287167919953612,0.0,0.0,25.0,0.5300033874061126,0.0,174,21.290604054813432,30.0,6.057849369243229e-24,0.4287167919953612,SURGE,0.55,0,0,0,0,wind_tunnel
175,3.5,21.298792545540543,30.0,5.7158914155799e-24,0.40942453635557047,0.0,0.0,25.0,0.5300215654259994,0.0,175,21.298792545540543,30.0,5.7158914155799e-24,0.40942453635557047,SURGE,0.55,0,0,0,0,wind_tunnel
176,3.52,21.307070239051143,30.0,5.0649158129699284e-24,0.41388467553001107,0.0,0.0,25.0,0.5300389260170066,0.0,176,21.307070239051143,30.0,5.0649158129699284e-24,0.41388467553001107,SURGE,0.55,0,0,0,0,wind_tunnel
177,3.54,21.3155589149807,30.0,4.661701985981031e-24,0.42443379647780255,0.0,0.0,25.0,0.5300564763066699,0.0,177,21.3155589149807,30.0,4.661701985981031e-24,0.42443379647780255,SURGE,0.55,0,0,0,0,wind_tunnel
178,3.56,21.32395176217584,30.0,4.169220598525556e-24,0.4196423597571219,0.0,0.0,25.0,0.5300744745228371,0.0,178,21.32395176217584,30.0,4.169220598525556e-24,0.4196423597571219,SURGE,0.55,0,0,0,0,wind_tunnel
179,3.58,21.332185597231497,30.0,3.591711859725666e-24,0.41169175278278686,0.0,0.0,25.0,0.5300922701578145,0.0,179,21.332185597231497,30.0,3.591711859725666e-24,0.41169175278278686,SURGE,0.55,0,0,0,0,wind_tunnel
180,3.6,21.340613837280326,30.0,3.1500550032673205e-24,0.42141200244152766,0.0,0.0,25.0,0.5301097292145899,0.0,180,21.340613837280326,30.0,3.1500550032673205e-24,0.42141200244152766,SURGE,0.55,0,0,0,0,wind_tunnel
181,3.62,21.349164337314708,30.0,2.7293768474907465e-24,0.42752500171906843,0.0,0.0,25.0,0.5301276010840451,0.0,181,21.349164337314708,30.0,2.7293768474907465e-24,0.42752500171906843,SURGE,0.55,0,0,0,0,wind_tunnel
182,3.64,21.35740451278828,30.0,2.32868090411356e-24,0.41200877367856964,0.0,0.0,25.0,0.5301457328183993,0.0,182,21.35740451278828,30.0,2.32868090411356e-24,0.41200877367856964,SURGE,0.55,0,0,0,0,wind_tunnel
183,3.66,21.36568050134646,30.0,1.94701801804679e-24,0.41379942790911645,0.0,0.0,25.0,0.5301632070818396,0.0,183,21.36568050134646,30.0,1.94701801804679e-24,0.41379942790911645,SURGE,0.55,0,0,0,0,wind_tunnel
184,3.68,21.374176898296213,30.0,1.5834841190681912e-24,0.4248198474875259,0.0,0.0,25.0,0.5301807578708814,0.0,184,21.374176898296213,30.0,1.5834841190681912e-24,0.4248198474875259,SURGE,0.55,0,0,0,0,wind_tunnel
185,3.7,21.382640101823085,30.0,1.3456382975396264e-24,0.4231601763436732,0.0,0.0,25.0,0.5301987766817656,0.0,185,21.382640101823085,30.0,1.3456382975396264e-24,0.4231601763436732,SURGE,0.55,0,0,0,0,wind_tunnel
186,3.72,21.390870182984226,30.0,1.227510369782219e-24,0.4115040580570047,0.0,0.0,25.0,0.5302167257062035,0.0,186,21.390870182984226,30.0,1.227510369782219e-24,0.4115040580570047,SURGE,0.55,0,0,0,0,wind_tunnel
187,3.74,21.39926737776228,30.0,1.0065733013447378e-24,0.4198597389026805,0.0,0.0,25.0,0.5302341809002594,0.0,187,21.39926737776228,30.0,1.0065733013447378e-24,0.4198597389026805,SURGE,0.55,0,0,0,0,wind_tunnel
188,3.7600000000000002,21.407824166044485,30.0,7.961307436580371e-25,0.42783941411030046,0.0,0.0,25.0,0.5302519911181495,0.0,188,21.407824166044485,30.0,7.961307436580371e-25,0.42783941411030046,SURGE,0.55,0,0,0,0,wind_tunnel
189,3.7800000000000002,21.416143620646967,30.0,5.956842074614546e-25,0.41597273012413255,0.0,0.0,25.0,0.5302701404448444,0.0,189,21.416143620646967,30.0,5.956842074614546e-25,0.41597273012413255,SURGE,0.55,0,0,0,0,wind_tunnel
190,3.8000000000000003,21.424437844232198,30.0,4.0475888173420982e-25,0.41471117926163353,0.0,0.0,25.0,0.5302877869719037,0.0,190,21.424437844232198,30.0,4.0475888173420982e-25,0.41471117926163353,SURGE,0.55,0,0,0,0,wind_tunnel
191,3.8200000000000003,21.43295165563278,30.0,2.2290250897900914e-25,0.4256905700291797,0.0,0.0,25.0,0.5303053805656311,0.0,191,21.43295165563278,30.0,2.2290250897900914e-25,0.4256905700291797,SURGE,0.55,0,0,0,0,wind_tunnel
192,3.84,21.44148896650126,30.0,4.968431392968045e-26,0.4268655434239483,0.0,0.0,25.0,0.5303234405531274,0.0,192,21.44148896650126,30.0,4.968431392968045e-26,0.4268655434239483,SURGE,0.55,0,0,0,0,wind_tunnel
193,3.86,21.449716546321394,30.0,6.283185307179586,0.41137899100673103,0.0,0.0,25.0,0.5303415510066463,0.0,193,21.449716546321394,30.0,6.283185307179586,0.41137899100673103,SURGE,0.55,0,0,0,0,wind_tunnel
194,3.88,21.45807541583737,30.0,0.0,0.4179434757988383,0.0,0.0,25.0,0.5303590050036243,0.0,194,21.45807541583737,30.0,0.0,0.4179434757988383,SURGE,0.55,0,0,0,0,wind_tunnel
195,3.9,21.466623063795808,30.0,6.283185307179586,0.42738239792185645,0.0,0.0,25.0,0.5303767381069578,0.0,195,21.466623063795808,30.0,6.283185307179586,0.42738239792185645,SURGE,0.55,0,0,0,0,wind_tunnel
196,3.92,21.47500473358041,30.0,0.0,0.4190834892301073,0.0,0.0,25.0,0.5303948723115364,0.0,196,21.47500473358041,30.0,0.0,0.4190834892301073,SURGE,0.55,0,0,0,0,wind_tunnel
197,3.94,21.48329538990712,30.0,6.283185307179586,0.41453281633557393,0.0,0.0,25.0,0.5304126549883325,0.0,197,21.48329538990712,30.0,6.283185307179586,0.41453281633557393,SURGE,0.55,0,0,0,0,wind_tunnel
198,3.96,21.491796445326063,30.0,0.0,0.42505277094711524,0.0,0.0,25.0,0.5304302451561344,0.0,198,21.491796445326063,30.0,0.0,0.42505277094711524,SURGE,0.55,0,0,0,0,wind_tunnel
199,3.98,21.500372638117362,30.0,6.283185307179586,0.42880963956493556,0.0,0.0,25.0,0.5304482823304424,0.0,199,21.500372638117362,30.0,6.283185307179586,0.42880963956493556,SURGE,0.55,0,0,0,0,wind_tunnel
200,4.0,21.508562902233052,30.0,0.0,0.4095132057845141,0.0,0.0,25.0,0.5304664795495067,0.0,200,21.508562902233052,30.0,0.0,0.4095132057845141,SURGE,0.55,0,0,0,0,wind_tunnel
