step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,floor_temp,epg_bump,pam_burst,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
28,0.56,70.0,17.719999999999956,1.5707963267948966,-0.5,0.0,0.0,36.499999994220495,0.010036014440021557,0.0,28,70.0,17.719999999999956,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
29,0.58,70.0,17.709999999999955,1.5707963267948966,-0.5,0.0,0.0,36.49999999426677,0.010393914622792266,0.0,29,70.0,17.709999999999955,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
30,0.6,70.0,17.699999999999953,1.5707963267948966,-0.5,0.0,0.0,36.49999999431268,0.01075177840322361,0.0,30,70.0,17.699999999999953,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
31,0.62,70.0,17.68999999999995,1.5707963267948966,-0.5,0.0,0.0,36.49999999435824,0.011109605788681254,0.0,31,70.0,17.68999999999995,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
32,0.64,70.0,17.67999999999995,1.5707963267948966,-0.5,0.0,0.0,36.49999999440343,0.01146739678652775,0.0,32,70.0,17.67999999999995,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
33,0.66,70.0,17.66999999999995,1.5707963267948966,-0.5,0.0,0.0,36.49999999444828,0.01182515140412388,0.0,33,70.0,17.66999999999995,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
34,0.68,70.0,17.659999999999947,1.5707963267948966,-0.5,0.0,0.0,36.499999994492775,0.012182869648827754,0.0,34,70.0,17.659999999999947,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
35,0.7000000000000001,70.0,17.649999999999945,1.5707963267948966,-0.5,0.0,0.0,36.499999994536914,0.012540551527996158,0.0,35,70.0,17.649999999999945,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
36,0.72,70.0,17.639999999999944,1.5707963267948966,-0.5,0.0,0.0,36.49999999458072,0.012898197048983207,0.0,36,70.0,17.639999999999944,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
37,0.74,70.0,17.629999999999942,1.5707963267948966,-0.5,0.0,0.0,36.499999994624176,0.013255806219140354,0.0,37,70.0,17.629999999999942,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
38,0.76,70.0,17.61999999999994,1.5707963267948966,-0.5,0.0,0.0,36.49999999466729,0.01361337904581772,0.0,38,70.0,17.61999999999994,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
39,0.78,70.0,17.60999999999994,1.5707963267948966,-0.5,0.0,0.0,36.499999994710066,0.013970915536362316,0.0,39,70.0,17.60999999999994,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
40,0.8,70.0,17.599999999999937,1.5707963267948966,-0.5,0.0,0.0,36.499999994752514,0.014328415698119379,0.0,40,70.0,17.599999999999937,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
41,0.8200000000000001,70.0,17.589999999999936,1.5707963267948966,-0.5,0.0,0.0,36.49999999479462,0.014685879538431923,0.0,41,70.0,17.589999999999936,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
42,0.84,70.0,17.579999999999934,1.5707963267948966,-0.5,0.0,0.0,36.49999999483641,0.015043307064640743,0.0,42,70.0,17.579999999999934,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
43,0.86,70.0,17.569999999999933,1.5707963267948966,-0.5,0.0,0.0,36.49999999487786,0.015400698284084413,0.0,43,70.0,17.569999999999933,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
44,0.88,70.0,17.55999999999993,1.5707963267948966,-0.5,0.0,0.0,36.49999999491899,0.015758053204099287,0.0,44,70.0,17.55999999999993,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
45,0.9,70.0,17.54999999999993,1.5707963267948966,-0.5,0.0,0.0,36.49999999495979,0.0161153718320195,0.0,45,70.0,17.54999999999993,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
46,0.92,70.0,17.539999999999928,1.5707963267948966,-0.5,0.0,0.0,36.49999999500028,0.01647265417517696,0.0,46,70.0,17.539999999999928,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
47,0.9400000000000001,70.0,17.529999999999927,1.5707963267948966,-0.5,0.0,0.0,36.49999999504045,0.016829900240901363,0.0,47,70.0,17.529999999999927,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
48,0.96,70.0,17.519999999999925,1.5707963267948966,-0.5,0.0,0.0,36.4999999950803,0.01718711003652018,0.0,48,70.0,17.519999999999925,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
49,0.98,70.0,17.509999999999923,1.5707963267948966,-0.5,0.0,0.0,36.49999999511984,0.017544283569358665,0.0,49,70.0,17.509999999999923,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
50,1.0,70.0,17.499999999999922,1.5707963267948966,-0.5,0.0,0.0,36.49999999515908,0.017901420846739846,0.0,50,70.0,17.499999999999922,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
51,1.02,70.0,17.48999999999992,1.5707963267948966,-0.5,0.0,0.0,36.499999995198,0.01825852187598498,0.0,51,70.0,17.48999999999992,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
52,1.04,70.0,17.47999999999992,1.5707963267948966,-0.5,0.0,0.0,36.49999999523662,0.01861558666441221,0.0,52,70.0,17.47999999999992,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
53,1.06,70.0,17.469999999999917,1.5707963267948966,-0.5,0.0,0.0,36.49999999527493,0.01897261521933835,0.0,53,70.0,17.469999999999917,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
54,1.08,70.0,17.459999999999916,1.5707963267948966,-0.5,0.0,0.0,36.49999999531295,0.019329607548077554,0.0,54,70.0,17.459999999999916,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
55,1.1,70.0,17.449999999999914,1.5707963267948966,-0.5,0.0,0.0,36.49999999535066,0.019686563657941747,0.0,55,70.0,17.449999999999914,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
56,1.12,70.0,17.439999999999912,1.5707963267948966,-0.5,0.0,0.0,36.49999999538808,0.020043483556241082,0.0,56,70.0,17.439999999999912,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
57,1.1400000000000001,70.0,17.42999999999991,1.5707963267948966,-0.5,0.0,0.0,36.499999995425206,0.020400367250283047,0.0,57,70.0,17.42999999999991,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
58,1.16,70.0,17.41999999999991,1.5707963267948966,-0.5,0.0,0.0,36.49999999546204,0.020757214747373354,0.0,58,70.0,17.41999999999991,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
59,1.18,70.0,17.409999999999908,1.5707963267948966,-0.5,0.0,0.0,36.499999995498584,0.02111402605481505,0.0,59,70.0,17.409999999999908,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
60,1.2,70.0,17.399999999999906,1.5707963267948966,-0.5,0.0,0.0,36.499999995534836,0.02147080117990896,0.0,60,70.0,17.399999999999906,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
61,1.22,70.0,17.389999999999905,1.5707963267948966,-0.5,0.0,0.0,36.49999999557081,0.021827540129954137,0.0,61,70.0,17.389999999999905,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
62,1.24,70.0,17.379999999999903,1.5707963267948966,-0.5,0.0,0.0,36.499999995606494,0.02218424291224741,0.0,62,70.0,17.379999999999903,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
63,1.26,70.0,17.3699999999999,1.5707963267948966,-0.5,0.0,0.0,36.4999999956419,0.022540909534082942,0.0,63,70.0,17.3699999999999,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
64,1.28,70.0,17.3599999999999,1.5707963267948966,-0.5,0.0,0.0,36.49999999567703,0.02289754000275357,0.0,64,70.0,17.3599999999999,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
65,1.3,70.0,17.3499999999999,1.5707963267948966,-0.5,0.0,0.0,36.49999999571188,0.02325413432554857,0.0,65,70.0,17.3499999999999,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
66,1.32,70.0,17.339999999999897,1.5707963267948966,-0.5,0.0,0.0,36.499999995746464,0.023610692509756337,0.0,66,70.0,17.339999999999897,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
67,1.34,70.0,17.329999999999895,1.5707963267948966,-0.5,0.0,0.0,36.49999999578077,0.023967214562662598,0.0,67,70.0,17.329999999999895,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
68,1.36,70.0,17.319999999999894,1.5707963267948966,-0.5,0.0,0.0,36.499999995814804,0.02432370049155086,0.0,68,70.0,17.319999999999894,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
69,1.3800000000000001,70.0,17.309999999999892,1.5707963267948966,-0.5,0.0,0.0,36.49999999584857,0.02468015030370241,0.0,69,70.0,17.309999999999892,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
70,1.4000000000000001,70.0,17.29999999999989,1.5707963267948966,-0.5,0.0,0.0,36.49999999588207,0.02503656400639631,0.0,70,70.0,17.29999999999989,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
71,1.42,70.0,17.28999999999989,1.5707963267948966,-0.5,0.0,0.0,36.49999999591531,0.025392941606909414,0.0,71,70.0,17.28999999999989,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
72,1.44,70.0,17.279999999999887,1.5707963267948966,-0.5,0.0,0.0,36.49999999594828,0.02574928311251634,0.0,72,70.0,17.279999999999887,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
73,1.46,70.0,17.269999999999886,1.5707963267948966,-0.5,0.0,0.0,36.499999995981,0.026105588530489943,0.0,73,70.0,17.269999999999886,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
74,1.48,70.0,17.259999999999884,1.5707963267948966,-0.5,0.0,0.0,36.49999999601346,0.026461857868100402,0.0,74,70.0,17.259999999999884,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
75,1.5,70.0,17.249999999999883,1.5707963267948966,-0.5,0.0,0.0,36.49999999604565,0.02681809113261613,0.0,75,70.0,17.249999999999883,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
76,1.52,70.0,17.23999999999988,1.5707963267948966,-0.5,0.0,0.0,36.499999996077605,0.027174288331302865,0.0,76,70.0,17.23999999999988,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
77,1.54,70.0,17.22999999999988,1.5707963267948966,-0.5,0.0,0.0,36.499999996109295,0.02753044947142458,0.0,77,70.0,17.22999999999988,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
78,1.56,70.0,17.219999999999878,1.5707963267948966,-0.5,0.0,0.0,36.499999996140744,0.027886574560243016,0.0,78,70.0,17.219999999999878,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
79,1.58,70.0,17.209999999999877,1.5707963267948966,-0.5,0.0,0.0,36.49999999617194,0.028242663605017704,0.0,79,70.0,17.209999999999877,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
80,1.6,70.0,17.199999999999875,1.5707963267948966,-0.5,0.0,0.0,36.49999999620289,0.028598716613005504,0.0,80,70.0,17.199999999999875,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
81,1.62,70.0,17.189999999999873,1.5707963267948966,-0.5,0.0,0.0,36.4999999962336,0.028954733591461945,0.0,81,70.0,17.189999999999873,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
82,1.6400000000000001,70.0,17.179999999999872,1.5707963267948966,-0.5,0.0,0.0,36.49999999626406,0.029310714547639893,0.0,82,70.0,17.179999999999872,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
83,1.6600000000000001,70.0,17.16999999999987,1.5707963267948966,-0.5,0.0,0.0,36.499999996294285,0.029666659488789993,0.0,83,70.0,17.16999999999987,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
84,1.68,70.0,17.15999999999987,1.5707963267948966,-0.5,0.0,0.0,36.49999999632427,0.030022568422160667,0.0,84,70.0,17.15999999999987,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
85,1.7,70.0,17.149999999999867,1.5707963267948966,-0.5,0.0,0.0,36.49999999635401,0.03037844135499812,0.0,85,70.0,17.149999999999867,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
86,1.72,70.0,17.139999999999866,1.5707963267948966,-0.5,0.0,0.0,36.49999999638353,0.030734278294547224,0.0,86,70.0,17.139999999999866,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
87,1.74,70.0,17.129999999999864,1.5707963267948966,-0.5,0.0,0.0,36.499999996412804,0.031090079248049296,0.0,87,70.0,17.129999999999864,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
88,1.76,70.0,17.119999999999862,1.5707963267948966,-0.5,0.0,0.0,36.49999999644185,0.03144584422274477,0.0,88,70.0,17.119999999999862,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
89,1.78,70.0,17.10999999999986,1.5707963267948966,-0.5,0.0,0.0,36.49999999647067,0.03180157322587096,0.0,89,70.0,17.10999999999986,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
90,1.8,70.0,17.09999999999986,1.5707963267948966,-0.5,0.0,0.0,36.49999999649926,0.032157266264663864,0.0,90,70.0,17.09999999999986,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
91,1.82,70.0,17.089999999999858,1.5707963267948966,-0.5,0.0,0.0,36.49999999652762,0.03251292334635636,0.0,91,70.0,17.089999999999858,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
92,1.84,70.0,17.079999999999856,1.5707963267948966,-0.5,0.0,0.0,36.499999996555765,0.03286854447817955,0.0,92,70.0,17.079999999999856,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
93,1.86,70.0,17.069999999999855,1.5707963267948966,-0.5,0.0,0.0,36.499999996583675,0.03322412966736277,0.0,93,70.0,17.069999999999855,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
94,1.8800000000000001,70.0,17.059999999999853,1.5707963267948966,-0.5,0.0,0.0,36.49999999661137,0.03357967892113267,0.0,94,70.0,17.059999999999853,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
95,1.9000000000000001,70.0,17.04999999999985,1.5707963267948966,-0.5,0.0,0.0,36.49999999663885,0.03393519224671415,0.0,95,70.0,17.04999999999985,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
96,1.92,70.0,17.03999999999985,1.5707963267948966,-0.5,0.0,0.0,36.499999996666105,0.03429066965132943,0.0,96,70.0,17.03999999999985,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
97,1.94,70.0,17.02999999999985,1.5707963267948966,-0.5,0.0,0.0,36.49999999669315,0.034646111142198954,0.0,97,70.0,17.02999999999985,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
98,1.96,70.0,17.019999999999847,1.5707963267948966,-0.5,0.0,0.0,36.49999999671998,0.03500151672654095,0.0,98,70.0,17.019999999999847,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
99,1.98,70.0,17.009999999999845,1.5707963267948966,-0.5,0.0,0.0,36.499999996746595,0.03535688641157142,0.0,99,70.0,17.009999999999845,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
100,2.0,70.0,16.999999999999844,1.5707963267948966,-0.5,0.0,0.0,36.499999996773,0.03571222020450415,0.0,100,70.0,16.999999999999844,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
101,2.02,70.0,16.989999999999842,1.5707963267948966,-0.5,0.0,0.0,36.4999999967992,0.036067518112551156,0.0,101,70.0,16.989999999999842,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
102,2.04,70.0,16.97999999999984,1.5707963267948966,-0.5,0.0,0.0,36.49999999682518,0.03642278014292133,0.0,102,70.0,16.97999999999984,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
103,2.06,70.0,16.96999999999984,1.5707963267948966,-0.5,0.0,0.0,36.49999999685096,0.036778006302822686,0.0,103,70.0,16.96999999999984,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
104,2.08,70.0,16.959999999999837,1.5707963267948966,-0.5,0.0,0.0,36.49999999687654,0.03713319659946013,0.0,104,70.0,16.959999999999837,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
105,2.1,70.0,16.949999999999836,1.5707963267948966,-0.5,0.0,0.0,36.49999999690191,0.03748835104003634,0.0,105,70.0,16.949999999999836,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
106,2.12,70.0,16.939999999999834,1.5707963267948966,-0.5,0.0,0.0,36.49999999692709,0.03784346963175267,0.0,106,70.0,16.939999999999834,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
107,2.14,70.0,16.929999999999833,1.5707963267948966,-0.5,0.0,0.0,36.49999999695206,0.038198552381807804,0.0,107,70.0,16.929999999999833,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
108,2.16,70.0,16.91999999999983,1.5707963267948966,-0.5,0.0,0.0,36.49999999697683,0.03855359929739821,0.0,108,70.0,16.91999999999983,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
109,2.18,70.0,16.90999999999983,1.5707963267948966,-0.5,0.0,0.0,36.49999999700141,0.038908610385718134,0.0,109,70.0,16.90999999999983,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
110,2.2,70.0,16.899999999999828,1.5707963267948966,-0.5,0.0,0.0,36.499999997025796,0.03926358565396004,0.0,110,70.0,16.899999999999828,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
111,2.22,70.0,16.889999999999826,1.5707963267948966,-0.5,0.0,0.0,36.49999999704998,0.039618525109314184,0.0,111,70.0,16.889999999999826,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
112,2.24,70.0,16.879999999999825,1.5707963267948966,-0.5,0.0,0.0,36.49999999707398,0.039973428758968144,0.0,112,70.0,16.879999999999825,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
113,2.2600000000000002,70.0,16.869999999999823,1.5707963267948966,-0.5,0.0,0.0,36.49999999709779,0.04032829661010773,0.0,113,70.0,16.869999999999823,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
114,2.2800000000000002,70.0,16.859999999999822,1.5707963267948966,-0.5,0.0,0.0,36.49999999712141,0.04068312866991697,0.0,114,70.0,16.859999999999822,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
115,2.3000000000000003,70.0,16.84999999999982,1.5707963267948966,-0.5,0.0,0.0,36.49999999714483,0.04103792494557679,0.0,115,70.0,16.84999999999982,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
116,2.32,70.0,16.83999999999982,1.5707963267948966,-0.5,0.0,0.0,36.499999997168075,0.04139268544426722,0.0,116,70.0,16.83999999999982,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
117,2.34,70.0,16.829999999999817,1.5707963267948966,-0.5,0.0,0.0,36.49999999719113,0.041747410173164745,0.0,117,70.0,16.829999999999817,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
118,2.36,70.0,16.819999999999816,1.5707963267948966,-0.5,0.0,0.0,36.49999999721401,0.04210209913944496,0.0,118,70.0,16.819999999999816,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
119,2.38,70.0,16.809999999999814,1.5707963267948966,-0.5,0.0,0.0,36.4999999972367,0.04245675235028079,0.0,119,70.0,16.809999999999814,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
120,2.4,70.0,16.799999999999812,1.5707963267948966,-0.5,0.0,0.0,36.499999997259216,0.042811369812842504,0.0,120,70.0,16.799999999999812,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
