step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,floor_temp,epg_bump,pam_burst,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
121,2.42,70.0,16.78999999999981,1.5707963267948966,-0.5,0.0,0.0,36.49999999728155,0.04316595153429903,0.0,121,70.0,16.78999999999981,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
122,2.44,70.0,16.77999999999981,1.5707963267948966,-0.5,0.0,0.0,36.4999999973037,0.04352049752181664,0.0,122,70.0,16.77999999999981,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
123,2.46,70.0,16.769999999999808,1.5707963267948966,-0.5,0.0,0.0,36.49999999732568,0.043875007782559816,0.0,123,70.0,16.769999999999808,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
124,2.48,70.0,16.759999999999806,1.5707963267948966,-0.5,0.0,0.0,36.49999999734749,0.04422948232369084,0.0,124,70.0,16.759999999999806,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
125,2.5,70.0,16.749999999999805,1.5707963267948966,-0.5,0.0,0.0,36.499999997369116,0.044583921152369754,0.0,125,70.0,16.749999999999805,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
126,2.52,70.0,16.739999999999803,1.5707963267948966,-0.5,0.0,0.0,36.499999997390574,0.04493832427575395,0.0,126,70.0,16.739999999999803,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
127,2.54,70.0,16.7299999999998,1.5707963267948966,-0.5,0.0,0.0,36.49999999741186,0.04529269170099992,0.0,127,70.0,16.7299999999998,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
128,2.56,70.0,16.7199999999998,1.5707963267948966,-0.5,0.0,0.0,36.49999999743298,0.045647023435260614,0.0,128,70.0,16.7199999999998,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
129,2.58,70.0,16.7099999999998,1.5707963267948966,-0.5,0.0,0.0,36.499999997453926,0.046001319485688086,0.0,129,70.0,16.7099999999998,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
130,2.6,70.0,16.699999999999797,1.5707963267948966,-0.5,0.0,0.0,36.49999999747471,0.046355579859431284,0.0,130,70.0,16.699999999999797,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
131,2.62,70.0,16.689999999999795,1.5707963267948966,-0.5,0.0,0.0,36.49999999749532,0.04670980456363738,0.0,131,70.0,16.689999999999795,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
132,2.64,70.0,16.679999999999794,1.5707963267948966,-0.5,0.0,0.0,36.49999999751577,0.04706399360545177,0.0,132,70.0,16.679999999999794,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
133,2.66,70.0,16.669999999999792,1.5707963267948966,-0.5,0.0,0.0,36.499999997536065,0.047418146992017185,0.0,133,70.0,16.669999999999792,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
134,2.68,70.0,16.65999999999979,1.5707963267948966,-0.5,0.0,0.0,36.49999999755619,0.047772264730474134,0.0,134,70.0,16.65999999999979,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
135,2.7,70.0,16.64999999999979,1.5707963267948966,-0.5,0.0,0.0,36.499999997576154,0.0481263468279618,0.0,135,70.0,16.64999999999979,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
136,2.72,70.0,16.639999999999787,1.5707963267948966,-0.5,0.0,0.0,36.499999997595964,0.04848039329161624,0.0,136,70.0,16.639999999999787,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
137,2.74,70.0,16.629999999999786,1.5707963267948966,-0.5,0.0,0.0,36.49999999761561,0.048834404128572206,0.0,137,70.0,16.629999999999786,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
138,2.7600000000000002,70.0,16.619999999999784,1.5707963267948966,-0.5,0.0,0.0,36.4999999976351,0.049188379345961764,0.0,138,70.0,16.619999999999784,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
139,2.7800000000000002,70.0,16.609999999999783,1.5707963267948966,-0.5,0.0,0.0,36.499999997654434,0.049542318950914765,0.0,139,70.0,16.609999999999783,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
140,2.8000000000000003,70.0,16.59999999999978,1.5707963267948966,-0.5,0.0,0.0,36.49999999767362,0.04989622295055973,0.0,140,70.0,16.59999999999978,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
141,2.82,70.0,16.58999999999978,1.5707963267948966,-0.5,0.0,0.0,36.49999999769265,0.05025009135202252,0.0,141,70.0,16.58999999999978,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
142,2.84,70.0,16.579999999999778,1.5707963267948966,-0.5,0.0,0.0,36.49999999771152,0.05060392416242676,0.0,142,70.0,16.579999999999778,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
143,2.86,70.0,16.569999999999776,1.5707963267948966,-0.5,0.0,0.0,36.49999999773025,0.05095772138889387,0.0,143,70.0,16.569999999999776,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
144,2.88,70.0,16.559999999999775,1.5707963267948966,-0.5,0.0,0.0,36.49999999774882,0.05131148303854349,0.0,144,70.0,16.559999999999775,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
145,2.9,70.0,16.549999999999773,1.5707963267948966,-0.5,0.0,0.0,36.49999999776725,0.05166520911849304,0.0,145,70.0,16.549999999999773,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
146,2.92,70.0,16.53999999999977,1.5707963267948966,-0.5,0.0,0.0,36.49999999778553,0.05201889963585771,0.0,146,70.0,16.53999999999977,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
147,2.94,70.0,16.52999999999977,1.5707963267948966,-0.5,0.0,0.0,36.49999999780366,0.052372554597750476,0.0,147,70.0,16.52999999999977,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
148,2.96,70.0,16.51999999999977,1.5707963267948966,-0.5,0.0,0.0,36.49999999782165,0.052726174011282545,0.0,148,70.0,16.51999999999977,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
149,2.98,70.0,16.509999999999767,1.5707963267948966,-0.5,0.0,0.0,36.499999997839495,0.053079757883562895,0.0,149,70.0,16.509999999999767,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
150,3.0,70.0,16.499999999999766,1.5707963267948966,-0.5,0.0,0.0,36.499999997857195,0.05343330622169784,0.0,150,70.0,16.499999999999766,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
151,3.02,70.0,16.489999999999764,1.5707963267948966,-0.5,0.0,0.0,36.49999999787475,0.053786819032792366,0.0,151,70.0,16.489999999999764,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
152,3.04,70.0,16.479999999999762,1.5707963267948966,-0.5,0.0,0.0,36.499999997892175,0.05414029632394879,0.0,152,70.0,16.479999999999762,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
153,3.06,70.0,16.46999999999976,1.5707963267948966,-0.5,0.0,0.0,36.499999997909455,0.05449373810226765,0.0,153,70.0,16.46999999999976,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
154,3.08,70.0,16.45999999999976,1.5707963267948966,-0.5,0.0,0.0,36.499999997926594,0.05484714437484728,0.0,154,70.0,16.45999999999976,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
155,3.1,70.0,16.449999999999758,1.5707963267948966,-0.5,0.0,0.0,36.4999999979436,0.05520051514878377,0.0,155,70.0,16.449999999999758,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
156,3.12,70.0,16.439999999999756,1.5707963267948966,-0.5,0.0,0.0,36.499999997960465,0.055553850431171004,0.0,156,70.0,16.439999999999756,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
157,3.14,70.0,16.429999999999755,1.5707963267948966,-0.5,0.0,0.0,36.4999999979772,0.05590715022910109,0.0,157,70.0,16.429999999999755,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
158,3.16,70.0,16.419999999999753,1.5707963267948966,-0.5,0.0,0.0,36.4999999979938,0.056260414549663906,0.0,158,70.0,16.419999999999753,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
159,3.18,70.0,16.40999999999975,1.5707963267948966,-0.5,0.0,0.0,36.49999999801026,0.05661364339994712,0.0,159,70.0,16.40999999999975,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
160,3.2,70.0,16.39999999999975,1.5707963267948966,-0.5,0.0,0.0,36.49999999802659,0.05696683678703618,0.0,160,70.0,16.39999999999975,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
161,3.22,70.0,16.38999999999975,1.5707963267948966,-0.5,0.0,0.0,36.499999998042796,0.057319994718014744,0.0,161,70.0,16.38999999999975,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
162,3.24,70.0,16.379999999999747,1.5707963267948966,-0.5,0.0,0.0,36.49999999805887,0.05767311719996426,0.0,162,70.0,16.379999999999747,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
163,3.2600000000000002,70.0,16.369999999999745,1.5707963267948966,-0.5,0.0,0.0,36.499999998074806,0.05802620423996352,0.0,163,70.0,16.369999999999745,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
164,3.2800000000000002,70.0,16.359999999999744,1.5707963267948966,-0.5,0.0,0.0,36.49999999809062,0.05837925584508996,0.0,164,70.0,16.359999999999744,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
165,3.3000000000000003,70.0,16.349999999999742,1.5707963267948966,-0.5,0.0,0.0,36.49999999810631,0.05873227202241882,0.0,165,70.0,16.349999999999742,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
166,3.3200000000000003,70.0,16.33999999999974,1.5707963267948966,-0.5,0.0,0.0,36.49999999812187,0.05908525277902266,0.0,166,70.0,16.33999999999974,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
167,3.34,70.0,16.32999999999974,1.5707963267948966,-0.5,0.0,0.0,36.49999999813731,0.05943819812197271,0.0,167,70.0,16.32999999999974,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
168,3.36,70.0,16.319999999999737,1.5707963267948966,-0.5,0.0,0.0,36.499999998152624,0.05979110805833754,0.0,168,70.0,16.319999999999737,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
169,3.38,70.0,16.309999999999736,1.5707963267948966,-0.5,0.0,0.0,36.49999999816781,0.0601439825951835,0.0,169,70.0,16.309999999999736,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
170,3.4,70.0,16.299999999999734,1.5707963267948966,-0.5,0.0,0.0,36.49999999818288,0.0604968217395756,0.0,170,70.0,16.299999999999734,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
171,3.42,70.0,16.289999999999733,1.5707963267948966,-0.5,0.0,0.0,36.49999999819783,0.060849625498575755,0.0,171,70.0,16.289999999999733,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
172,3.44,70.0,16.27999999999973,1.5707963267948966,-0.5,0.0,0.0,36.49999999821265,0.06120239387924453,0.0,172,70.0,16.27999999999973,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
173,3.46,70.0,16.26999999999973,1.5707963267948966,-0.5,0.0,0.0,36.49999999822736,0.061555126888639844,0.0,173,70.0,16.26999999999973,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
174,3.48,70.0,16.259999999999728,1.5707963267948966,-0.5,0.0,0.0,36.49999999824195,0.06190782453381827,0.0,174,70.0,16.259999999999728,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
175,3.5,70.0,16.249999999999726,1.5707963267948966,-0.5,0.0,0.0,36.49999999825642,0.06226048682183327,0.0,175,70.0,16.249999999999726,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
176,3.52,70.0,16.239999999999725,1.5707963267948966,-0.5,0.0,0.0,36.49999999827077,0.062613113759737,0.0,176,70.0,16.239999999999725,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
177,3.54,70.0,16.229999999999723,1.5707963267948966,-0.5,0.0,0.0,36.49999999828501,0.06296570535457935,0.0,177,70.0,16.229999999999723,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
178,3.56,70.0,16.21999999999972,1.5707963267948966,-0.5,0.0,0.0,36.49999999829914,0.06331826161340803,0.0,178,70.0,16.21999999999972,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
179,3.58,70.0,16.20999999999972,1.5707963267948966,-0.5,0.0,0.0,36.49999999831315,0.06367078254326852,0.0,179,70.0,16.20999999999972,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
180,3.6,70.0,16.19999999999972,1.5707963267948966,-0.5,0.0,0.0,36.49999999832705,0.06402326815120452,0.0,180,70.0,16.19999999999972,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
181,3.62,70.0,16.189999999999717,1.5707963267948966,-0.5,0.0,0.0,36.49999999834083,0.06437571844425705,0.0,181,70.0,16.189999999999717,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
182,3.64,70.0,16.179999999999715,1.5707963267948966,-0.5,0.0,0.0,36.49999999835451,0.06472813342946582,0.0,182,70.0,16.179999999999715,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
183,3.66,70.0,16.169999999999714,1.5707963267948966,-0.5,0.0,0.0,36.499999998368075,0.06508051311386787,0.0,183,70.0,16.169999999999714,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
184,3.68,70.0,16.159999999999712,1.5707963267948966,-0.5,0.0,0.0,36.49999999838153,0.06543285750449845,0.0,184,70.0,16.159999999999712,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
185,3.7,70.0,16.14999999999971,1.5707963267948966,-0.5,0.0,0.0,36.499999998394884,0.06578516660839062,0.0,185,70.0,16.14999999999971,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
186,3.72,70.0,16.13999999999971,1.5707963267948966,-0.5,0.0,0.0,36.49999999840812,0.06613744043257519,0.0,186,70.0,16.13999999999971,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
187,3.74,70.0,16.129999999999708,1.5707963267948966,-0.5,0.0,0.0,36.49999999842125,0.0664896789840812,0.0,187,70.0,16.129999999999708,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
188,3.7600000000000002,70.0,16.119999999999706,1.5707963267948966,-0.5,0.0,0.0,36.499999998434284,0.06684188226993504,0.0,188,70.0,16.119999999999706,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
189,3.7800000000000002,70.0,16.109999999999705,1.5707963267948966,-0.5,0.0,0.0,36.4999999984472,0.06719405029716174,0.0,189,70.0,16.109999999999705,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
190,3.8000000000000003,70.0,16.099999999999703,1.5707963267948966,-0.5,0.0,0.0,36.49999999846002,0.06754618307278415,0.0,190,70.0,16.099999999999703,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
191,3.8200000000000003,70.0,16.0899999999997,1.5707963267948966,-0.5,0.0,0.0,36.49999999847274,0.06789828060382241,0.0,191,70.0,16.0899999999997,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
192,3.84,70.0,16.0799999999997,1.5707963267948966,-0.5,0.0,0.0,36.49999999848535,0.06825034289729492,0.0,192,70.0,16.0799999999997,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
193,3.86,70.0,16.0699999999997,1.5707963267948966,-0.5,0.0,0.0,36.499999998497856,0.06860236996021785,0.0,193,70.0,16.0699999999997,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
194,3.88,70.0,16.059999999999697,1.5707963267948966,-0.5,0.0,0.0,36.49999999851027,0.06895436179960601,0.0,194,70.0,16.059999999999697,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
195,3.9,70.0,16.049999999999695,1.5707963267948966,-0.5,0.0,0.0,36.499999998522576,0.06930631842247115,0.0,195,70.0,16.049999999999695,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
196,3.92,70.0,16.039999999999694,1.5707963267948966,-0.5,0.0,0.0,36.49999999853478,0.0696582398358232,0.0,196,70.0,16.039999999999694,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
197,3.94,70.0,16.029999999999692,1.5707963267948966,-0.5,0.0,0.0,36.4999999985469,0.07001012604667078,0.0,197,70.0,16.029999999999692,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
198,3.96,70.0,16.01999999999969,1.5707963267948966,-0.5,0.0,0.0,36.499999998558906,0.07036197706201941,0.0,198,70.0,16.01999999999969,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
199,3.98,70.0,16.00999999999969,1.5707963267948966,-0.5,0.0,0.0,36.49999999857082,0.0707137928888728,0.0,199,70.0,16.00999999999969,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
200,4.0,70.0,15.99999999999969,1.5707963267948966,-0.5,0.0,0.0,36.499999998582645,0.07106557353423293,0.0,200,70.0,15.99999999999969,1.5707963267948966,-0.5,REVERSE,0.55,0,0,0,0,heat_maze
