step,sim_time,pos_x,pos_y,heading,speed,reward,punishment,is_lights_on,beam_crossed,is_sleeping,time_step,fly_x,fly_y,fly_heading,fly_speed,state,satiety,food_collected,hazard_encounters,predator_kills,escapes,paradigm
116,2.32,15.286526998872676,5.0,1.603157979393335e-22,0.13197987212178772,0.0,0.0,1.0,0.0,1.0,116,15.286526998872676,5.0,1.603157979393335e-22,0.13197987212178772,WANDER,0.55,0,0,0,0,circadian_dam
117,2.34,15.289164911031381,5.0,1.5955026576830944e-22,0.13189560793526373,0.0,0.0,1.0,0.0,1.0,117,15.289164911031381,5.0,1.5955026576830944e-22,0.13189560793526373,WANDER,0.55,0,0,0,0,circadian_dam
118,2.36,15.291843066366551,5.0,1.5830099917225685e-22,0.1339077667585246,0.0,0.0,1.0,0.0,1.0,118,15.291843066366551,5.0,1.5830099917225685e-22,0.1339077667585246,WANDER,0.55,0,0,0,0,circadian_dam
119,2.38,15.29458723391271,5.0,1.5685132602048309e-22,0.13720837730795038,0.0,0.0,1.0,0.0,1.0,119,15.29458723391271,5.0,1.5685132602048309e-22,0.13720837730795038,WANDER,0.55,0,0,0,0,circadian_dam
120,2.4,15.297405273943589,5.0,1.5547114355237087e-22,0.14090200154395474,0.0,0.0,1.0,0.0,1.0,120,15.297405273943589,5.0,1.5547114355237087e-22,0.14090200154395474,WANDER,0.55,0,0,0,0,circadian_dam
121,2.42,15.300286971326258,5.0,1.5415715096044627e-22,0.1440848691334977,0.0,0.0,1.0,0.0,1.0,121,15.300286971326258,5.0,1.5415715096044627e-22,0.1440848691334977,WANDER,0.55,0,0,0,0,circadian_dam
122,2.44,15.303205467671505,5.0,1.529062042255904e-22,0.1459248172623602,0.0,0.0,1.0,0.0,1.0,122,15.303205467671505,5.0,1.529062042255904e-22,0.1459248172623602,WANDER,0.55,0,0,0,0,circadian_dam
123,2.46,15.306120164774113,5.0,1.5171530866959245e-22,0.1457348551303206,0.0,0.0,1.0,0.0,1.0,123,15.306120164774113,5.0,1.5171530866959245e-22,0.1457348551303206,WANDER,0.55,0,0,0,0,circadian_dam
124,2.48,15.308980839674946,5.0,1.513628279770171e-22,0.143033745041679,0.0,0.0,1.0,0.0,1.0,124,15.308980839674946,5.0,1.513628279770171e-22,0.143033745041679,WANDER,0.55,0,0,0,0,circadian_dam
125,2.5,15.311732602833798,5.0,1.5050699291418692e-22,0.13758815794255863,0.0,0.0,1.0,0.0,1.0,125,15.311732602833798,5.0,1.5050699291418692e-22,0.13758815794255863,WANDER,0.55,0,0,0,0,circadian_dam
126,2.52,15.314399818149978,5.0,1.4969246866966096e-22,0.13336076580900372,0.0,0.0,1.0,0.0,1.0,126,15.314399818149978,5.0,1.4969246866966096e-22,0.13336076580900372,WANDER,0.55,0,0,0,0,circadian_dam
127,2.54,15.317041863171761,5.0,1.4891729297956978e-22,0.13210225108916582,0.0,0.0,1.0,0.0,1.0,127,15.317041863171761,5.0,1.4891729297956978e-22,0.13210225108916582,WANDER,0.55,0,0,0,0,circadian_dam
128,2.56,15.319706926127058,5.0,1.481795967875777e-22,0.13325314776483807,0.0,0.0,1.0,0.0,1.0,128,15.319706926127058,5.0,1.481795967875777e-22,0.13325314776483807,WANDER,0.55,0,0,0,0,circadian_dam
129,2.58,15.32242828414778,5.0,1.4747759981752504e-22,0.13606790103604496,0.0,0.0,1.0,0.0,1.0,129,15.32242828414778,5.0,1.4747759981752504e-22,0.13606790103604496,WANDER,0.55,0,0,0,0,circadian_dam
130,2.6,15.325221893182103,5.0,1.4680960635636966e-22,0.13968045171618965,0.0,0.0,1.0,0.0,1.0,130,15.325221893182103,5.0,1.4680960635636966e-22,0.13968045171618965,WANDER,0.55,0,0,0,0,circadian_dam
131,2.62,15.328085507231016,5.0,1.4617400123743894e-22,0.14318070244561926,0.0,0.0,1.0,0.0,1.0,131,15.328085507231016,5.0,1.4617400123743894e-22,0.14318070244561926,WANDER,0.55,0,0,0,0,circadian_dam
132,2.64,15.330999407166594,5.0,1.4661086750189108e-22,0.14569499677889192,0.0,0.0,1.0,0.0,1.0,132,15.330999407166594,5.0,1.4661086750189108e-22,0.14569499677889192,WANDER,0.55,0,0,0,0,circadian_dam
133,2.66,15.333928674806478,5.0,1.4702775104707147e-22,0.14646338199418826,0.0,0.0,1.0,0.0,1.0,133,15.333928674806478,5.0,1.4702775104707147e-22,0.14646338199418826,WANDER,0.55,0,0,0,0,circadian_dam
134,2.68,15.336826809114346,5.0,1.4742560105214556e-22,0.14490671539342817,0.0,0.0,1.0,0.0,1.0,134,15.336826809114346,5.0,1.4742560105214556e-22,0.14490671539342817,WANDER,0.55,0,0,0,0,circadian_dam
135,2.7,15.339640360833661,5.0,1.483261323539753e-22,0.1406775859657626,0.0,0.0,1.0,0.0,1.0,135,15.339640360833661,5.0,1.483261323539753e-22,0.1406775859657626,WANDER,0.55,0,0,0,0,circadian_dam
136,2.72,15.342340435084068,5.0,1.4918471173499285e-22,0.13500371252039195,0.0,0.0,1.0,0.0,1.0,136,15.342340435084068,5.0,1.4918471173499285e-22,0.13500371252039195,WANDER,0.55,0,0,0,0,circadian_dam
137,2.74,15.344989924961876,5.0,1.500033319114368e-22,0.13247449389034036,0.0,0.0,1.0,0.0,1.0,137,15.344989924961876,5.0,1.500033319114368e-22,0.13247449389034036,WANDER,0.55,0,0,0,0,circadian_dam
138,2.7600000000000002,15.347642525294752,5.0,1.507838909455244e-22,0.13263001664380206,0.0,0.0,1.0,0.0,1.0,138,15.347642525294752,5.0,1.507838909455244e-22,0.13263001664380206,WANDER,0.55,0,0,0,0,circadian_dam
139,2.7800000000000002,15.35033852950172,5.0,1.5152819674151756e-22,0.13480021034840525,0.0,0.0,1.0,0.0,1.0,139,15.35033852950172,5.0,1.5152819674151756e-22,0.13480021034840525,WANDER,0.55,0,0,0,0,circadian_dam
140,2.8000000000000003,15.353101801991356,5.0,1.5275878207193273e-22,0.1381636244817682,0.0,0.0,1.0,0.0,1.0,140,15.353101801991356,5.0,1.5275878207193273e-22,0.1381636244817682,WANDER,0.55,0,0,0,0,circadian_dam
141,2.82,15.355938199209977,5.0,1.5393179280291287e-22,0.1418198609310458,0.0,0.0,1.0,0.0,1.0,141,15.355938199209977,5.0,1.5393179280291287e-22,0.1418198609310458,WANDER,0.55,0,0,0,0,circadian_dam
142,2.84,15.358835582315564,5.0,1.5452915298422423e-22,0.1448691552793526,0.0,0.0,1.0,0.0,1.0,142,15.358835582315564,5.0,1.5452915298422423e-22,0.1448691552793526,WANDER,0.55,0,0,0,0,circadian_dam
143,2.86,15.361765421481312,5.0,1.5509896187294805e-22,0.14649195828742403,0.0,0.0,1.0,0.0,1.0,143,15.361765421481312,5.0,1.5509896187294805e-22,0.14649195828742403,WANDER,0.55,0,0,0,0,circadian_dam
144,2.88,15.36468584886296,5.0,1.5564252815548222e-22,0.14602136908241836,0.0,0.0,1.0,0.0,1.0,144,15.36468584886296,5.0,1.5564252815548222e-22,0.14602136908241836,WANDER,0.55,0,0,0,0,circadian_dam
145,2.9,15.367545887134026,5.0,1.5590069298376727e-22,0.14300191355331968,0.0,0.0,1.0,0.0,1.0,145,15.367545887134026,5.0,1.5590069298376727e-22,0.14300191355331968,WANDER,0.55,0,0,0,0,circadian_dam
146,2.92,15.370290474887582,5.0,1.5666820159857295e-22,0.13722938767776416,0.0,0.0,1.0,0.0,1.0,146,15.370290474887582,5.0,1.5666820159857295e-22,0.13722938767776416,WANDER,0.55,0,0,0,0,circadian_dam
147,2.94,15.37295727377965,5.0,1.5792091505777452e-22,0.13333994460337803,0.0,0.0,1.0,0.0,1.0,147,15.37295727377965,5.0,1.5792091505777452e-22,0.13333994460337803,WANDER,0.55,0,0,0,0,circadian_dam
148,2.96,15.37560464794803,5.0,1.5885462490343776e-22,0.1323687084191058,0.0,0.0,1.0,0.0,1.0,148,15.37560464794803,5.0,1.5885462490343776e-22,0.1323687084191058,WANDER,0.55,0,0,0,0,circadian_dam
149,2.98,15.378279303580017,5.0,1.597448617351917e-22,0.13373278159932908,0.0,0.0,1.0,0.0,1.0,149,15.378279303580017,5.0,1.597448617351917e-22,0.13373278159932908,WANDER,0.55,0,0,0,0,circadian_dam
150,3.0,15.381012698086842,5.0,1.6059369052119706e-22,0.13666972534125182,0.0,0.0,1.0,0.0,1.0,150,15.381012698086842,5.0,1.6059369052119706e-22,0.13666972534125182,WANDER,0.55,0,0,0,0,circadian_dam
151,3.02,15.383818791383352,5.0,1.611426727717734e-22,0.1403046648254955,0.0,0.0,1.0,0.0,1.0,151,15.383818791383352,5.0,1.611426727717734e-22,0.1403046648254955,WANDER,0.55,0,0,0,0,circadian_dam
152,3.04,15.386693342415162,5.0,1.616664291253396e-22,0.14372755159055903,0.0,0.0,1.0,0.0,1.0,152,15.386693342415162,5.0,1.616664291253396e-22,0.14372755159055903,WANDER,0.55,0,0,0,0,circadian_dam
153,3.06,15.389614815267079,5.0,1.621661578120036e-22,0.14607364259585798,0.0,0.0,1.0,0.0,1.0,153,15.389614815267079,5.0,1.621661578120036e-22,0.14607364259585798,WANDER,0.55,0,0,0,0,circadian_dam
154,3.08,15.392546814603744,5.0,1.6212218940223638e-22,0.14659996683322152,0.0,0.0,1.0,0.0,1.0,154,15.392546814603744,5.0,1.6212218940223638e-22,0.14659996683322152,WANDER,0.55,0,0,0,0,circadian_dam
155,3.1,15.3954418328189,5.0,1.6129988924852993e-22,0.14475091075783603,0.0,0.0,1.0,0.0,1.0,155,15.3954418328189,5.0,1.6129988924852993e-22,0.14475091075783603,WANDER,0.55,0,0,0,0,circadian_dam
156,3.12,15.398245973438586,5.0,1.6051736189267931e-22,0.14020703098427853,0.0,0.0,1.0,0.0,1.0,156,15.398245973438586,5.0,1.6051736189267931e-22,0.14020703098427853,WANDER,0.55,0,0,0,0,circadian_dam
157,3.14,15.400943627844434,5.0,1.5977271812678638e-22,0.13488272029242218,0.0,0.0,1.0,0.0,1.0,157,15.400943627844434,5.0,1.5977271812678638e-22,0.13488272029242218,WANDER,0.55,0,0,0,0,circadian_dam
158,3.16,15.403596917307445,5.0,1.5932456385218159e-22,0.1326644731505606,0.0,0.0,1.0,0.0,1.0,158,15.403596917307445,5.0,1.5932456385218159e-22,0.1326644731505606,WANDER,0.55,0,0,0,0,circadian_dam
159,3.18,15.406258250874183,5.0,1.5889843789004278e-22,0.13306667833694472,0.0,0.0,1.0,0.0,1.0,159,15.406258250874183,5.0,1.5889843789004278e-22,0.13306667833694472,WANDER,0.55,0,0,0,0,circadian_dam
160,3.2,15.408966235678907,5.0,1.587536992673813e-22,0.13539924023624447,0.0,0.0,1.0,0.0,1.0,160,15.408966235678907,5.0,1.587536992673813e-22,0.13539924023624447,WANDER,0.55,0,0,0,0,circadian_dam
161,3.22,15.411742798846763,5.0,1.5861660415758596e-22,0.13882815839278181,0.0,0.0,1.0,0.0,1.0,161,15.411742798846763,5.0,1.5861660415758596e-22,0.13882815839278181,WANDER,0.55,0,0,0,0,circadian_dam
162,3.24,15.41459178067115,5.0,1.5848678949379567e-22,0.14244909121934543,0.0,0.0,1.0,0.0,1.0,162,15.41459178067115,5.0,1.5848678949379567e-22,0.14244909121934543,WANDER,0.55,0,0,0,0,circadian_dam
163,3.2600000000000002,15.417499126581012,5.0,1.5836390945482515e-22,0.14536729549308866,0.0,0.0,1.0,0.0,1.0,163,15.417499126581012,5.0,1.5836390945482515e-22,0.14536729549308866,WANDER,0.55,0,0,0,0,circadian_dam
164,3.2800000000000002,15.420434661798824,5.0,1.587684453897024e-22,0.146776760890621,0.0,0.0,1.0,0.0,1.0,164,15.420434661798824,5.0,1.587684453897024e-22,0.146776760890621,WANDER,0.55,0,0,0,0,circadian_dam
165,3.3000000000000003,15.423355290423135,5.0,1.5915458918369773e-22,0.1460314312155217,0.0,0.0,1.0,0.0,1.0,165,15.423355290423135,5.0,1.5915458918369773e-22,0.1460314312155217,WANDER,0.55,0,0,0,0,circadian_dam
166,3.3200000000000003,15.42620933271618,5.0,1.59523214463503e-22,0.14270211465221846,0.0,0.0,1.0,0.0,1.0,166,15.42620933271618,5.0,1.59523214463503e-22,0.14270211465221846,WANDER,0.55,0,0,0,0,circadian_dam
167,3.34,15.428941612126701,5.0,1.5987515335854226e-22,0.13661397052605592,0.0,0.0,1.0,0.0,1.0,167,15.428941612126701,5.0,1.5987515335854226e-22,0.13661397052605592,WANDER,0.55,0,0,0,0,circadian_dam
168,3.36,15.431603041715544,5.0,1.6021119847209188e-22,0.13307147944216366,0.0,0.0,1.0,0.0,1.0,168,15.431603041715544,5.0,1.6021119847209188e-22,0.13307147944216366,WANDER,0.55,0,0,0,0,circadian_dam
169,3.38,15.434250902996293,5.0,1.6053210475877263e-22,0.13239306403743462,0.0,0.0,1.0,0.0,1.0,169,15.434250902996293,5.0,1.6053210475877263e-22,0.13239306403743462,WANDER,0.55,0,0,0,0,circadian_dam
170,3.4,15.4369303640765,5.0,1.6109899668471423e-22,0.13397305401040763,0.0,0.0,1.0,0.0,1.0,170,15.4369303640765,5.0,1.6109899668471423e-22,0.13397305401040763,WANDER,0.55,0,0,0,0,circadian_dam
171,3.42,15.439671023773451,5.0,1.6163981200406582e-22,0.13703298484755147,0.0,0.0,1.0,0.0,1.0,171,15.439671023773451,5.0,1.6163981200406582e-22,0.13703298484755147,WANDER,0.55,0,0,0,0,circadian_dam
172,3.44,15.442484826757886,5.0,1.6215578935564044e-22,0.14069014922174403,0.0,0.0,1.0,0.0,1.0,172,15.442484826757886,5.0,1.6215578935564044e-22,0.14069014922174403,WANDER,0.55,0,0,0,0,circadian_dam
173,3.46,15.445365538147595,5.0,1.6316891928661442e-22,0.14403556948546845,0.0,0.0,1.0,0.0,1.0,173,15.445365538147595,5.0,1.6316891928661442e-22,0.14403556948546845,WANDER,0.55,0,0,0,0,circadian_dam
174,3.48,15.448289825889267,5.0,1.6413483119349434e-22,0.14621438708366266,0.0,0.0,1.0,0.0,1.0,174,15.448289825889267,5.0,1.6413483119349434e-22,0.14621438708366266,WANDER,0.55,0,0,0,0,circadian_dam
175,3.5,15.451219854845466,5.0,1.6505576793242467e-22,0.1465014478099132,0.0,0.0,1.0,0.0,1.0,175,15.451219854845466,5.0,1.6505576793242467e-22,0.1465014478099132,WANDER,0.55,0,0,0,0,circadian_dam
176,3.52,15.454107160712072,5.0,1.6645467656758993e-22,0.1443652933303365,0.0,0.0,1.0,0.0,1.0,176,15.454107160712072,5.0,1.6645467656758993e-22,0.1443652933303365,WANDER,0.55,0,0,0,0,circadian_dam
177,3.54,15.456897456923196,5.0,1.6778809757794704e-22,0.13951481055623946,0.0,0.0,1.0,0.0,1.0,177,15.456897456923196,5.0,1.6778809757794704e-22,0.13951481055623946,WANDER,0.55,0,0,0,0,circadian_dam
178,3.56,15.459588435731037,5.0,1.6905914162567436e-22,0.13454894039204876,0.0,0.0,1.0,0.0,1.0,178,15.459588435731037,5.0,1.6905914162567436e-22,0.13454894039204876,WANDER,0.55,0,0,0,0,circadian_dam
179,3.58,15.462241374733647,5.0,1.7027077161649683e-22,0.13264695013054495,0.0,0.0,1.0,0.0,1.0,179,15.462241374733647,5.0,1.7027077161649683e-22,0.13264695013054495,WANDER,0.55,0,0,0,0,circadian_dam
180,3.6,15.46490733628639,5.0,1.7142580971811741e-22,0.13329807763712895,0.0,0.0,1.0,0.0,1.0,180,15.46490733628639,5.0,1.7142580971811741e-22,0.13329807763712895,WANDER,0.55,0,0,0,0,circadian_dam
181,3.62,15.467623195816222,5.0,1.7278734941712666e-22,0.13579297649162436,0.0,0.0,1.0,0.0,1.0,181,15.467623195816222,5.0,1.7278734941712666e-22,0.13579297649162436,WANDER,0.55,0,0,0,0,circadian_dam
182,3.64,15.47040891643059,5.0,1.7408520395966265e-22,0.13928603071836398,0.0,0.0,1.0,0.0,1.0,182,15.47040891643059,5.0,1.7408520395966265e-22,0.13928603071836398,WANDER,0.55,0,0,0,0,circadian_dam
183,3.66,15.473266315786093,5.0,1.7532239839065787e-22,0.14286996777520786,0.0,0.0,1.0,0.0,1.0,183,15.473266315786093,5.0,1.7532239839065787e-22,0.14286996777520786,WANDER,0.55,0,0,0,0,circadian_dam
184,3.68,15.476179437130643,5.0,1.7650181406541047e-22,0.14565606722751773,0.0,0.0,1.0,0.0,1.0,184,15.476179437130643,5.0,1.7650181406541047e-22,0.14565606722751773,WANDER,0.55,0,0,0,0,circadian_dam
185,3.7,15.47911649233467,5.0,1.77626195474842e-22,0.146852760201408,0.0,0.0,1.0,0.0,1.0,185,15.47911649233467,5.0,1.77626195474842e-22,0.146852760201408,WANDER,0.55,0,0,0,0,circadian_dam
186,3.72,15.482033203521244,5.0,1.7843775137470176e-22,0.14583555932864342,0.0,0.0,1.0,0.0,1.0,186,15.482033203521244,5.0,1.7843775137470176e-22,0.14583555932864342,WANDER,0.55,0,0,0,0,circadian_dam
187,3.74,15.4848772442708,5.0,1.7921171890468036e-22,0.14220203747781665,0.0,0.0,1.0,0.0,1.0,187,15.4848772442708,5.0,1.7921171890468036e-22,0.14220203747781665,WANDER,0.55,0,0,0,0,circadian_dam
188,3.7600000000000002,15.487593382594827,5.0,1.7994988351234717e-22,0.13580691620134897,0.0,0.0,1.0,0.0,1.0,188,15.487593382594827,5.0,1.7994988351234717e-22,0.13580691620134897,WANDER,0.55,0,0,0,0,circadian_dam
189,3.7800000000000002,15.49024572457461,5.0,1.8091435120836546e-22,0.13261709898914129,0.0,0.0,1.0,0.0,1.0,189,15.49024572457461,5.0,1.8091435120836546e-22,0.13261709898914129,WANDER,0.55,0,0,0,0,circadian_dam
190,3.8000000000000003,15.492890403696801,5.0,1.8209440003990603e-22,0.13223395610961614,0.0,0.0,1.0,0.0,1.0,190,15.492890403696801,5.0,1.8209440003990603e-22,0.13223395610961614,WANDER,0.55,0,0,0,0,circadian_dam
191,3.8200000000000003,15.49557099815123,5.0,1.8269860123133866e-22,0.13402972272146702,0.0,0.0,1.0,0.0,1.0,191,15.49557099815123,5.0,1.8269860123133866e-22,0.13402972272146702,WANDER,0.55,0,0,0,0,circadian_dam
192,3.84,15.498315213734136,5.0,1.8327506340154043e-22,0.13721077914533958,0.0,0.0,1.0,0.0,1.0,192,15.498315213734136,5.0,1.8327506340154043e-22,0.13721077914533958,WANDER,0.55,0,0,0,0,circadian_dam
193,3.86,15.501132965175135,5.0,1.843459148977267e-22,0.14088757204994745,0.0,0.0,1.0,0.0,1.0,193,15.501132965175135,5.0,1.843459148977267e-22,0.14088757204994745,WANDER,0.55,0,0,0,0,circadian_dam
194,3.88,15.504016029379525,5.0,1.8588772711464825e-22,0.14415321021952957,0.0,0.0,1.0,0.0,1.0,194,15.504016029379525,5.0,1.8588772711464825e-22,0.14415321021952957,WANDER,0.55,0,0,0,0,circadian_dam
195,3.9,15.506939302875116,5.0,1.863157520746843e-22,0.14616367477958112,0.0,0.0,1.0,0.0,1.0,195,15.506939302875116,5.0,1.863157520746843e-22,0.14616367477958112,WANDER,0.55,0,0,0,0,circadian_dam
196,3.92,15.509863551653352,5.0,1.8672440638448085e-22,0.14621243891173508,0.0,0.0,1.0,0.0,1.0,196,15.509863551653352,5.0,1.8672440638448085e-22,0.14621243891173508,WANDER,0.55,0,0,0,0,circadian_dam
197,3.94,15.512739407537316,5.0,1.8633339403436383e-22,0.14379279419822896,0.0,0.0,1.0,0.0,1.0,197,15.512739407537316,5.0,1.8633339403436383e-22,0.14379279419822896,WANDER,0.55,0,0,0,0,circadian_dam
198,3.96,15.515512253231625,5.0,1.859618329746371e-22,0.13864228471551499,0.0,0.0,1.0,0.0,1.0,198,15.515512253231625,5.0,1.859618329746371e-22,0.13864228471551499,WANDER,0.55,0,0,0,0,circadian_dam
199,3.98,15.518193083373456,5.0,1.8508798852530017e-22,0.13404150709154936,0.0,0.0,1.0,0.0,1.0,199,15.518193083373456,5.0,1.8508798852530017e-22,0.13404150709154936,WANDER,0.55,0,0,0,0,circadian_dam
200,4.0,15.520842262623873,5.0,1.8425647500333148e-22,0.13245896252089323,0.0,0.0,1.0,0.0,1.0,200,15.520842262623873,5.0,1.8425647500333148e-22,0.13245896252089323,WANDER,0.55,0,0,0,0,circadian_dam
